Name,Author,Publisher,Publishing_Date,Format,Pages,Rating
Wild Wastes,Randi Darren,Independently published,2017-5-31,Hardcover,241,4.5
The Lost Art: Volume 2  How to Draw Fantasy Female Faces,Frank Granados,Phoenician Press,2013-8-1,Hardcover,100,3.2
Fantasy Enchantment: Adult Grayscale Coloring Book,Deanna L. Harrison,CreateSpace Independent Publishing Platform,2017-2-27,Hardcover,154,5.0
"Schubert -- Fantasie in F Minor, Op. 103, D. 940 (Alfred Masterwork Edition)",Franz Schubert,Alfred Music,2011-10-1,Paperback,44,5.0
There Will Be Dragons (Council Wars),John Ringo,Baen,2004-11-1,Hardcover,752,4.2
The Way of Kings,Brandon Sanderson,Tor Fantasy,2011-5-24,Kindle,1280,4.7
Final Fantasy VII Official Strategy Guide (Official Strategy Guides) (v. 2),David Cassady,BRADY GAMES,1998-6-12,Kindle,320,4.3
Dungeons for the Master: 177 Dungeon Maps and 1D100 Encounter Table,Matt Davids,CreateSpace Independent Publishing Platform,2017-8-18,Hardcover,214,5.0
Zcode Fantasy Sports Investing Bible: What You Ought To Know To Make Serious Money On Daily Fantasy Sports.,Trey Richards,CreateSpace Independent Publishing Platform,2015-11-20,Kindle,66,5.0
123 Frisky Sexual Fantasies & Erotic Roleplay Ideas: Dare to Play Naughty Sexy Scenarios for Couples,Michael Kortekaas,CreateSpace Independent Publishing Platform,2013-12-7,Kindle,198,4.1
Fantasy Baseball,Alan Gratz,Puffin Books,2012-2-16,Paperback,336,4.4
John Howe Fantasy Art Workshop,John Howe,Impact,2007-10-14,Hardcover,128,4.3
Dreamscapes Fantasy Worlds: Create Engaging Scenes and Landscapes in Watercolor,Stephanie Pui-Mun Law,IMPACT Books,2014-12-23,Paperback,176,4.9
Fighting Fantasy: Citadel of Chaos,Steve Jackson,Scholastic,2017-9-7,Kindle,232,4.4
Floral Fantasies (Featuring Hot Ribbon Applique),Lennie Honcoop,Dutch Quilter,2006-0-0,Paperback,79,5.0
Final Fantasy Type-0,Hiroki Chiba,Yen Press,2015-9-22,Kindle,192,4.3
Fantasies of a Bollywood Love Thief: Inside the World of Indian Moviemaking,Stephen Alter,Mariner Books,2007-8-6,Kindle,260,4.7
Life Is Not a Fairy Tale,Fantasia,Touchstone,2006-5-2,Paperback,240,4.6
Outlander,Diana Gabaldon,Dell,1992-6-2,Hardcover,850,4.6
Sew Fantasy Toys: 10 Sewing Patterns for Magical Creatures from Dragons to Mermaids,Melly McNeice,David & Charles,2015-9-17,Paperback,96,4.9
Final Fantasy IX Official Strategy Guide,Dan Birlrw,Brdy Pblshng,2000-0-0,Hardcover,-1,2.6
Grunge & Grace,Amy Venezia,Ra Vision Books,2018-3-5,Kindle,110,4.7
The Fantasy of Disability: Images of Loss in Popular Culture (Interdisciplinary Disability Studies),Jeffrey Preston,Routledge,2018-3-4,Hardcover,176,-1.0
Mortal (The Books of Mortals),Ted Dekker,FaithWords,2013-2-26,Paperback,496,4.5
"Fantasy Adventure Coloring Book: Dragons, Dwarves, Elves, and Other Extraordinary Creatures",Eric Messinger,Design Originals,2017-3-7,Paperback,80,5.0
"Final Fantasy Type-0 Side Story, Vol. 1: The Ice Reaper (Final Fantasy 0-Type)",Tetsuya Nomura,Yen Press,2015-7-21,Paperback,176,5.0
"A Field Guide to Dragons, Trolls, and Other Dangerous Monsters (Fantasy Field Guides)",A. J Sautter,Capstone Press,2014-7-1,Kindle,32,4.6
Final Fantasy and Philosophy: The Ultimate Walkthrough,Michel S. Beaulieu,Wiley,2009-10-12,Kindle,240,4.0
Fantasy Hero Complete,Michael Surbrook,Hero Games,2015-3-2,Paperback,264,4.4
The Gifting (The Gifting Series) (Volume 1),K.E. Ganshert,CreateSpace Independent Publishing Platform,2015-5-1,Kindle,322,4.6
"Fantasy: Comatose: A Fantasy, Romance, Adventure Book",Lori Clark,CreateSpace Independent Publishing Platform,2017-4-11,Kindle,150,-1.0
Fantasy+ 5 - World's Most Imaginative Artworks,Vincent Zhao,Gingko Press,2014-1-7,Hardcover,192,4.6
The Dragon Island,Diana Molly,Independently published,2017-8-19,Kindle,48,4.3
Morgansfort: The Western Lands Campaign,Chris Gonnerman,CreateSpace Independent Publishing Platform,2013-2-20,Kindle,74,4.8
The Fantasy Sports Boss 2018 Fantasy Baseball Draft Guide,Michael Keneski,CreateSpace Independent Publishing Platform,2017-12-17,Paperback,220,1.0
"Fantasy, Op. 79: Part(s) (Kalmus Edition)",Gabriel Faur\u00e9,Alfred Music,1985-3-1,Hardcover,24,-1.0
"Fantasy Art Coloring Book: Fairies, mermaids, dragons and more!  By artist Molly Harrison",Molly Harrison,CreateSpace Independent Publishing Platform,2015-6-8,Hardcover,52,4.5
Fantasy Cross Stitch,Lesley Teare,David & Charles,2008-2-27,Kindle,112,4.3
Dragon-Fire Fantasy: Sheet (The Alfred Duet Series),Carol Matz,Alfred Music,2012-5-1,Kindle,8,-1.0
Fantasy! Cartooning,Ben Caldwell,Sterling,2005-6-1,Kindle,96,4.7
Delve Volume 1,Andrew Hunter,CreateSpace Independent Publishing Platform,2017-10-5,Kindle,84,-1.0
Winged Fantasy: Draw and Paint Magical and Mythical Creatures,Brenda Lyons,IMPACT Books,2014-7-8,Paperback,144,4.8
Colonial Fantasies: Towards a Feminist Reading of Orientalism (Cambridge Cultural Social Studies),Meyda Yegenoglu,Cambridge University Press,1998-6-13,Paperback,196,4.6
Worlds Apart: An Anthology of Russian Fantasy and Science Fiction,Alexander Levitsky,The Overlook Press,2008-7-29,Kindle,656,3.6
The Morcai Battalion: The Recruit,Diana Palmer,HQN Books,2014-11-25,Paperback,368,4.6
"Dragon Fantasy Composition Notebook, Narrow Ruled: 100 sheets / 200 pages, 9-3/4"" x 7-1/2""",Vintage Pen Press,CreateSpace Independent Publishing Platform,2017-10-12,Kindle,200,-1.0
The Fantasy Football Black Book 2017 (Fantasy Black Book),Joe Pisapia,Independently published,2017-6-23,Paperback,73,3.3
"Fantasies of the Master Race: Literature, Cinema, and the Colonization of American Indians",Ward Churchill,City Lights Publishers,2001-1-1,Paperback,261,4.1
Press Out Flying Dragons and Other Flying Fantasy Creatures,Arcturus Publishing,Arcturus Publishing Limited,2017-3-15,Hardcover,72,-1.0
Silent Hall (Godserfs),NS Dolkart,Angry Robot,2016-6-7,Hardcover,528,4.6
Hero in a Halfling (Epik Fantasy) (Volume 1),William Tyler Davis,William Davis,2017-10-6,Hardcover,308,4.5
Color Your Fantasy Coloring Book,Amy Brown,CreateSpace Independent Publishing Platform,2012-6-20,Paperback,40,5.0
Lightning Returns: Final Fantasy XIII: The Complete Official Guide,Piggyback,Piggyback,2014-2-11,Hardcover,320,4.6
"Finding Unconscious Fantasy in Narrative, Trauma, and Body Pain: A Clinical Guide",Paula L. Ellman,Routledge,2017-5-18,Kindle,242,-1.0
Fantasy Cinema: Impossible Worlds on Screen (Short Cuts),David Butler,Wallflower Press,2010-4-26,Hardcover,144,-1.0
8: The Year's Best Science Fiction & Fantasy 2016 Edition (Year's Best Science Fiction and Fantasy),Rich Horton,Prime Books,2016-6-21,Hardcover,576,3.9
Final Fantasy VIII PC Official Strategy Guide (Brady Games),BradyGames,BRADY GAMES,2000-1-5,Kindle,352,4.4
Dismantling the Fantasy: An Invitation to the Fullness of Life,Darryl Bailey,Non-Duality,2010-4-30,Hardcover,112,4.2
"The Best of Heroic Fantasy Quarterly: Volume 2, 2011-2013",Adrian Simmons,CreateSpace Independent Publishing Platform,2017-10-23,Paperback,250,-1.0
"Adult Coloring Books Fantasy Realm 3: 43 grayscale coloring pages of fantasy, fairies, flowers, ponies, elves and more (Fantasy Realm Grayscale Coloring Books for Adults) (Volume 3)",Kimberly Hawthorne,CreateSpace Independent Publishing Platform,2017-11-19,Kindle,96,4.0
"Defender: The Sanctuary Series, Volume One",Robert J. Crane,CreateSpace Independent Publishing Platform,2011-6-29,Hardcover,268,4.2
"Fantasy Retro Adult Coloring Book: Stress Relieving Fantasy Retro Designs, Inspirational Nature Scenes, and Relaxing Tropical Landscapes",Coloring Plus,CreateSpace Independent Publishing Platform,2018-2-22,Paperback,60,-1.0
FINAL FANTASY TACTICS A2: Grimoire of the Rift Official Strategy Guide (Official Strategy Guides (Bradygames)),BradyGames,BRADY GAMES,2008-6-24,Kindle,224,4.2
Dragons and Magical Beasts: Extreme Coloring Book,Salariya,Scribo,2016-2-2,Kindle,128,4.8
"Rachmaninoff -- Fantasy Pieces, Op. 3 (Alfred Masterwork Edition)",Sergei Rachmaninoff,Alfred Music,1986-7-1,Hardcover,40,5.0
Maps for Fantasy Creatives,Abria Mattina,CreateSpace Independent Publishing Platform,2015-10-9,Kindle,132,5.0
Final Fantasy XIII-2 - The Complete Official Guide,Piggyback,Piggyback Interactive,2012-1-31,Hardcover,304,4.5
Child of the Ghosts,Jonathan Moeller,CreateSpace Independent Publishing Platform,2013-2-27,Hardcover,288,4.3
"A Field Guide to Goblins, Gremlins, and Other Wicked Creatures (Fantasy Field Guides)",A. J Sautter,Capstone Press,2014-7-1,Paperback,32,4.5
FINAL FANTASY IV Official Strategy Guide (Bradygames Official Strategy Guides),BradyGames,BRADY GAMES,2008-7-16,Kindle,192,4.5
Fantasia del Tango: The Eugenie Rocherolle Series Intermediate Piano Solos,Eugenie Rocherolle,Hal Leonard,2016-12-1,Kindle,32,-1.0
Magically Bound: Hunted Witch Agency Book 1 (Volume 1),Rachel Medhurst,CreateSpace Independent Publishing Platform,2017-11-20,Kindle,290,4.5
Balanced on the Blade's Edge (Dragon Blood) (Volume 1),Lindsay A Buroker,CreateSpace Independent Publishing Platform,2014-3-27,Kindle,228,4.5
"Fantasy Sports and the Changing Sports Media Industry: Media, Players, and Society",Nicholas David Bowman,Lexington Books,2017-9-11,Hardcover,314,-1.0
Steampunk Fantasy: Adult Coloring Book,Ms Melodye R Whitaker,CreateSpace Independent Publishing Platform,2016-8-11,Hardcover,60,5.0
The Book of Fantasy,Jorge Luis Borges,Carroll & Graf Pub,1990-8-1,Paperback,-1,3.3
The DFS Playbook (2017): Make Money Playing Daily Fantasy Football,4for4 Football,Independently published,2017-8-9,Hardcover,149,4.7
"Forest Adult Coloring Book: Enchanted Forest coloring book, Fantasy Landscape Scenes, Country Flower Designs, and Mythical Nature Patterns",Art Lixus,CreateSpace Independent Publishing Platform,2018-2-16,Hardcover,84,-1.0
"Adventure Companion (Fantasy Craft, CFG01002)",Alex Flagg,Crafty Games,2011-1-1,Paperback,-1,4.6
"RKO Radio Pictures Horror, Science Fiction and Fantasy Films, 1930-1956",Michael R. Pitts,McFarland,2015-4-3,Kindle,408,4.0
"The Year's Best Dark Fantasy & Horror, 2011 Edition",Neil Gaiman,Prime Books,2011-8-23,Hardcover,544,4.0
The Writer's Complete Fantasy Reference,Writers Digest,Writer's Digest Books,2000-11-15,Kindle,304,4.0
"How to Draw Wizards: Discover the secrets to drawing, painting, and illustrating a world of sorcery (Fantasy Underground)",John Rheaume,Walter Foster Publishing,2010-9-1,Hardcover,128,3.9
Beginner's Guide to Digital Painting in Photoshop: Sci-fi and Fantasy,3dtotal Publishing,3dtotal Publishing,2016-8-30,Hardcover,224,3.9
First Violin Concerto and Scottish Fantasy in Full Score (Dover Music Scores),Max Bruch,Dover Publications,2012-6-13,Hardcover,240,5.0
The Chinese Language: Fact and Fantasy,John DeFrancis,University of Hawaii Press,1986-3-1,Hardcover,342,3.5
Final Fantasy Crystal Chronicles: Official Nintendo Power Guide,Nintendo of America,Nintendo of America,0-0-0,Paperback,-1,4.8
The Twelve (Book Two of The Passage Trilogy): A Novel,Justin Cronin,Ballantine Books,2016-1-19,Hardcover,608,4.3
The Lost Years: Book 1 (Merlin Saga),T. A. Barron,Puffin Books,2011-5-12,Kindle,352,4.3
Rolemaster Fantasy Role Playing,Coleman Charlton,Iron Crown Enterprises,1999-5-1,Paperback,260,4.6
The Black River Chronicles: Level One (Black River Academy) (Volume 1),David Tallerman,"Digital Fantasy Fiction, an imprint of Digital Fiction Publishing Corp.",2016-9-28,Hardcover,294,4.0
The Evolution of Fantasy Role-Playing Games,Michael J. Tresca,McFarland,2010-11-16,Kindle,238,4.1
Children's Fantasy Literature: An Introduction,Michael Levy,Cambridge University Press,2016-4-16,Kindle,282,5.0
Fantasy for Trombone: Part(s) (Faber Edition),Malcolm Arnold,FABER & FABER,1998-12-1,Hardcover,4,-1.0
FANTASIA PARA GENTILHOMBRE   FOR GUITAR AND ORCHESTRA     STUDY SCORE (Edition Eulenburg),Joaquin Rodrigo,SCHOTT MUSIK INTL MAINZ,1991-12-1,Kindle,54,4.0
The Queer Fantasies of the American Family Sitcom,Tison Pugh,Rutgers University Press,2018-2-27,Hardcover,258,-1.0
The Role-Playing Game Primer: and Old-School Playbook,Chris Gonnerman,CreateSpace Independent Publishing Platform,2014-10-8,Paperback,68,4.4
The Path of Flames (Chronicles of the Black Gate) (Volume 1),Phil Tucker,CreateSpace Independent Publishing Platform,2016-4-5,Paperback,500,4.5
Caribbean Fantasy,Donald Phelps Sr,Independently published,2017-7-18,Kindle,146,-1.0
The Mage's Passion (The Knight and the Acolyte Book 2): (A Fantasy Erotic Novel) (Volume 2),Reed James,CreateSpace Independent Publishing Platform,2018-2-18,Hardcover,464,5.0
FINAL FANTASY XI Official Strategy Guide (Brady Games),Michael Lummis,BRADY GAMES,2003-11-5,Kindle,288,3.8
Final Fantasy XII: Limited Edition Guide,Joe Epstein,Bradygames,2006-0-0,Kindle,-1,4.4
"Writing Monsters: How to Craft Believably Terrifying Creatures to Enhance Your Horror, Fantasy, and Science Fiction",Philip Athans,Writer's Digest Books,2014-9-18,Kindle,224,4.2
Karma (Karma Series) (Volume 1),Donna Augustine,Strong Hold Publishing,2014-7-9,Kindle,344,4.2
"The Complete Guide to Writing Fantasy, Vol. 2: The Opus Magus",Tee Morris,Dragon Moon Press,2007-10-1,Paperback,320,3.8
Feels Like Magic: A wizard school fantasy adventure book for kids and teens aged 9-15,Paul Johnson-Jovanovic,CreateSpace Independent Publishing Platform,2017-5-14,Kindle,258,4.8
The Fantasy Grayscale Adult Coloring Book: Enchanting Fantasy Fairytale Grayscale Coloring,Donald La Due,CreateSpace Independent Publishing Platform,2017-2-6,Kindle,92,-1.0
Fantasy Landscapes in Watercolour (Fantasy Art),Stuart Littlejohn,Search Press,2010-2-1,Kindle,48,5.0
"Choral Fantasy, Op. 80 - Vocal Score (German Edition)",Ludwig van Beethoven,"Serenissima Music, Inc.",2006-1-30,Kindle,36,-1.0
Painting the Edge: Deep Data and MLB DFS,Michael Leone,Independently published,2017-3-12,Hardcover,146,5.0
"Grimgar of Fantasy and Ash, Vol. 2 (manga) (Grimgar of Fantasy and Ash (manga))",Ao Jyumonji,Yen Press,2017-10-31,Hardcover,240,5.0
"Not a Witch, Not a Fairy: (Fantasy Books for Kids, Kids Mystery Books, Girls Books Ages 9-12, Children's Fantasy Books, Books for Girls Age 8-10 9 12, Kids Fantasy Books)",Navita Dello,Navita Dello,2017-10-11,Paperback,190,-1.0
FINAL FANTASY XIV: A Realm Reborn The Art of Eorzea - Another Dawn - (SE-MOOK),FINAL FANTASY XIV,Square Enix,2014-0-0,Hardcover,304,4.4
The Fantasy Coloring Book for Grown Ups: Adult Coloring Book (Andrew Dobell Coloring Books) (Volume 1),Mr Andrew Dobell,CreateSpace Independent Publishing Platform,2016-11-14,Paperback,102,-1.0
"Wonderland At Midnight: A Fantasy Adult Coloring Book: A Unique Antistress Colouring Gift for Men, Women, Teenagers & Seniors with Relaxing Mandala ... Relief, Mindful Meditation & Relaxation)",Papeterie Bleu,CreateSpace Independent Publishing Platform,2016-6-1,Hardcover,70,4.7
"The Palladium RPG Book II: Old Ones (Fantasy Adventure, No 2)",Kevin Siembieda,Palladium Books,1996-1-1,Kindle,-1,2.3
Fire and Bone,Rachel A. Marks,Skyscape,2018-2-20,Paperback,414,4.6
Mystical Fantasy: Adult Coloring Book (A Charming Forest) (Volume 1),Melanie Steen,CreateSpace Independent Publishing Platform,2017-9-22,Paperback,96,5.0
SCHERZI & FANTASY F MINOR    PIANO,Frederic Chopin,GS LIBRARY              5,1986-11-1,Hardcover,120,3.5
"Sojourn: The Legend of Drizzt, Book 3 (Forgotten Realms)",R.A. Salvatore,Wizards of the Coast,2006-6-13,Paperback,346,4.7
Final Fantasy: Dissidia 012 Signature Series Guide,BradyGames,BradyGames,2011-3-31,Hardcover,352,4.1
Winter's Fury: The Furyck Saga: Book One,A.E. Rayne,Independently published,2017-9-1,Paperback,736,4.3
Blood Moon (Wildcat Wizard) (Volume 1),Al K. Line,CreateSpace Independent Publishing Platform,2016-12-8,Kindle,322,4.3
Private Fantasies (Harlequin Temptation No. 682),Janelle Denison,Harlequin,1998-4-1,Paperback,217,3.2
Spirit & Fantasy Coloring Book: Grayscale Edition,Michelle Tracey,Michelle Tracey Fantasy Art,2016-8-16,Hardcover,66,5.0
Wicked Fantasy: A Novel (Paradise),Nicole Jordan,Fawcett,2005-7-26,Hardcover,464,3.8
Fantasy Football (and Baseball) for Smart People: How to Turn Your Hobby into a Fortune,Jonathan Bales,CreateSpace Independent Publishing Platform,2013-12-5,Paperback,224,4.4
Fantasy Workshop: A Practical Guide: The Painting Techniques of Boris Vallejo and Julie Bell,Boris Vallejo,Running Press,2003-12-3,Hardcover,160,4.2
Fantasy for Trumpet: Part(s) (Faber Edition),Malcolm Arnold,FABER & FABER,1998-12-1,Hardcover,4,4.5
Black: (The Silver Series Book 2) (Volume 2),Cheree Lynn Alsop,CreateSpace Independent Publishing Platform,2011-12-17,Kindle,240,4.4
A Shade Of Vampire,Bella Forrest,CreateSpace Independent Publishing Platform,2012-12-17,Hardcover,296,4.3
Hard Work: Remaking the American Labor Movement,Rick Fantasia,University of California Press,2004-6-16,Paperback,259,5.0
Bloodbones (Fighting Fantasy),Steve Jackson,Icon Books,2010-0-0,Hardcover,320,4.2
Frey,Melissa Wright,CreateSpace Independent Publishing Platform,2015-11-9,Paperback,260,4.0
Final Fantasy VII: Original Sound Track Music Sheet,Squaresoft,Doremi Gakufu Shuppan Sha,1997-6-30,Paperback,280,4.9
Fantasy Begins: Book 1 of The Dungeon Hive Trilogy (Volume 1),Roy Lim,CreateSpace Independent Publishing Platform,2017-8-29,Kindle,338,3.7
The Society of Imaginary Friends (The Conjurors Series) (Volume 1),Kristen Pham,CreateSpace Independent Publishing Platform,2014-10-8,Paperback,344,4.4
Special Offers: Book 1 of the Coursodon Dimension Series (Volume 1),M. L. Ryan,Running With Scissors Publishing,2012-2-10,Hardcover,214,4.4
A Fantasy Wonderland - 3rd Edition: A Greyscale Coloring Book (Volume 3),Hester Moult,CreateSpace Independent Publishing Platform,2017-9-18,Hardcover,106,5.0
"The Very Best of Fantasy & Science Fiction, Volume 2",Gordon Van Gelder,Tachyon Publications,2014-7-15,Paperback,432,4.2
Witch Hunt: An Urban Fantasy Mystery (Preternatural Affairs) (Volume 1),S M Reine,CreateSpace Independent Publishing Platform,2014-1-3,Hardcover,232,4.0
Creating Places (The Art of World Building) (Volume 2),Randy Ellefson,"Evermore Press, LLC",2017-11-9,Paperback,374,4.5
"Internet Horror, Science Fiction and Fantasy Television Series, 1998-2013",Vincent Terrace,McFarland,2014-5-5,Hardcover,284,5.0
Fantasy Art Drawing For Beginners: Drawing Fantasy Creatures  With Simple Instructions (Fantasy Drawing) (Volume 1),Emily Ricker,CreateSpace Independent Publishing Platform,2016-9-28,Hardcover,56,3.6
Days of Endless Night (Runeblade Saga),Matt Larkin,Incandescent Phoenix Books,2017-9-23,Paperback,344,4.5
Fantasia on Christmas Carols: Vocal score,Ralph Vaughan Williams,"Serenissima Music, Incorporated",2015-9-10,Hardcover,36,5.0
"Instant Shakespeare: A Proven Technique for Actors, Directors, and Teachers",Louis Fantasia,Ivan R. Dee,2003-3-8,Kindle,224,5.0
"Fantasy Freaks and Gaming Geeks: An Epic Quest For Reality Among Role Players, Online Gamers, And Other Dwellers Of Imaginary Realms",Ethan Gilsdorf,Lyons Press,2010-9-1,Hardcover,336,3.7
Draw More Furries: How to Create Anthropomorphic Fantasy Creatures,Jared Hodges,IMPACT Books,2012-11-23,Kindle,128,4.6
"The Grimm Chronicles, Vol. 1",Ken Brosky,CreateSpace Independent Publishing Platform,2012-8-3,Kindle,406,4.2
Dark City (The Order of Shadows) (Volume 1),Kit Hallows,CreateSpace Independent Publishing Platform,2016-9-24,Paperback,306,4.4
Geek Fantasy Novel,Eliot Schrefer,Scholastic Inc.,2016-1-26,Hardcover,320,-1.0
Rabbinic Fantasies: Imaginative Narratives from Classical Hebrew Literature (Yale Judaica Series),David Stern,Yale University Press,1998-3-30,Paperback,376,5.0
Fighting Fantasy 10 House Of Hell (Puffin Adventure Gamebooks),Steve Jackson,Puffin,1984-12-4,Kindle,224,-1.0
"Demon Mistress (Otherworld, Book 6)",Yasmine Galenorn,Berkley,2009-6-2,Paperback,320,4.4
Fantasia on a Theme By Thomas Tallis,Ralph Vaughan Williams,"Serenissima Music, Incorporated",2012-12-10,Paperback,36,-1.0
Excalibur Rising,Eileen Enwright Hodgetts,Emerge Publishing,2014-9-25,Paperback,330,4.4
The Heir of Bluescale (Throne of Fire),Erin Duffin,Independently published,2017-9-30,Paperback,333,4.4
Quasi Una Fantasia: Essays on Modern Music (Radical Thinkers),Theodor Adorno,Verso,2012-1-16,Kindle,348,-1.0
The Writer's Guide to Fantasy Literature: From Dragon's Lair to Hero's Quest,Philip Martin,Kalmbach Publishing Co.,2002-1-1,Hardcover,192,4.8
Words of Radiance: Book Two of the Stormlight Archive,Brandon Sanderson,Tor Fantasy,2015-3-3,Hardcover,1328,4.8
Final Fantasy Bradygames Official Strategy Guide (20th Anniversary),H. Leigh Davis,DK Publishing,2007-6-19,Hardcover,176,4.9
Lupus Constellation. The Beginning,Mia Tavor,Independently published,2017-10-10,Hardcover,342,4.8
Peace Corps Fantasies: How Development Shaped the Global Sixties (Critical American Studies),Molly Geidel,Univ Of Minnesota Press,2015-9-15,Hardcover,320,3.0
The Year's Best Dark Fantasy & Horror 2015 Edition,Paula Guran,Prime Books,2015-6-23,Paperback,576,3.5
Wizard in a Witchy World (Volume 1),Jamie McFarlane,Fickle Dragon Publishing,2016-2-28,Hardcover,278,4.4
Fantasia Adult Coloring Book : A Magical World of Fantasy Creatures: Fantasy Coloring Adventure,Super Coloring,CreateSpace Independent Publishing Platform,2017-12-15,Kindle,110,1.0
Five Seasons Of Angel: Science Fiction and Fantasy Writers Discuss Their Favorite Vampire (Smart Pop series),Glenn Yeffeth,Smart Pop,2004-9-10,Hardcover,216,4.1
Time Traders,Andre Norton,Baen,0-0-0,Kindle,448,4.3
Fantasia An Adult Coloring Book: Of Fantasy & Mythology-The Concise Edition,Casey Gilmore,CreateSpace Independent Publishing Platform,2015-12-14,Paperback,30,4.8
"Fantasy and Fugue, K. 394 and Fantasies, K. 396 and 397 (Urtext) (Kalmus Edition)",Wolfgang Amadeus Mozart,Alfred Music,1985-3-1,Paperback,20,3.0
Understanding Fantasy Baseball - No Longer Just for Nerds,Jason Johnson,CreateSpace Independent Publishing Platform,2015-12-19,Hardcover,86,4.6
Fantasies for Piano (Kalmus Edition),Georg Philipp Telemann,Alfred Music,1985-3-1,Hardcover,36,-1.0
Unicorn Coloring Book for Adults: A Fantasy Adult coloring books,A Fantasy Adult coloring books,CreateSpace Independent Publishing Platform,2017-4-13,Paperback,68,-1.0
How to Draw and Paint Fairyland: A Step-by-Step Guide to Creating the World of Fairies,Linda Ravenscroft,Barron's Educational Series,2008-8-15,Hardcover,128,4.6
"Choral Fantasy, Op. 80: For Chorus, Piano and Orchestra (German Edition)",Ludwig van Beethoven,Kalmus,1985-3-1,Hardcover,21,1.0
"Sky Lord (Fighting Fantasy, No. 33)",Martin Allen,Puffin Books,1988-6-9,Kindle,256,5.0
Faith Journey Through Fantasy Lands,Russell W. Dalton,Augsburg Books,2003-1-1,Kindle,196,4.5
Time and the Gods (Millennium Fantasy Masterworks),Lord Dunsany,Gollancz,2000-3-16,Paperback,592,4.1
Harry Potter and the Deathly Hallows (Book 7),J. K. Rowling,Arthur A. Levine Books,2009-7-1,Paperback,784,4.7
The Hobbit,J. R. R. Tolkien,Houghton Mifflin Harcourt,2012-9-18,Paperback,300,4.7
The Little Prince,Antoine de Saint-Exup\u00e9ry,Mariner Books,2000-5-15,Paperback,96,4.5
Fantasy in C Minor (Kalmus Edition),Johann Sebastian Bach,Alfred Music,1985-3-1,Hardcover,8,-1.0
Great Short Novels of Adult Fantasy,Lin Carter,Ballantine Books,0-0-0,Paperback,248,4.0
Forbidden: The Arotas Trilogy,Amy Miles,CreateSpace Independent Publishing Platform,2012-1-6,Hardcover,278,4.2
Manga Mania Fantasy Worlds: How to Draw the Amazing Worlds of Japanese Comics,Christopher Hart,Watson-Guptill,2003-9-1,Kindle,144,3.8
"Chromatic Fantasy and Fugue, BWV 903 (Alfred Masterwork Edition)",Johann Sebastian Bach,Alfred Music,2001-5-1,Paperback,20,-1.0
The Mermaid's Sister,Carrie Anne Noble,Skyscape,2015-3-1,Paperback,236,4.2
Hollywood Fantasies of Miscegenation: Spectacular Narratives of Gender and Race,Susan Courtney,Princeton University Press,2004-12-5,Hardcover,376,-1.0
Egyptomania Goes to the Movies: From Archaeology to Popular Craze to Hollywood Fantasy,Matthew Coniam,McFarland,2017-8-25,Hardcover,200,5.0
A Graphix Book: Wings of Fire Graphic Novel #1: The Dragonet Prophecy,Mike Holmes,Graphix,2018-1-2,Kindle,224,4.6
Final Fantasy X-2: The Official Guide,Piggyback,Piggyback Interactive,2004-2-1,Kindle,242,3.6
Kiss of Death - Coloring Book For Adults: Fantasy Horror Beautiful Women - Day of the Dead Sugar Skulls,Rachel Mintz,CreateSpace Independent Publishing Platform,2018-2-20,Kindle,82,-1.0
A Game of Thrones / A Clash of Kings / A Storm of Swords / A Feast of Crows / A Dance with Dragons,George R. R. Martin,Bantam,2013-10-29,Paperback,5216,4.7
Gurp's Fantasy Folk,Chris W. McCubbin,Steve Jackson Games,1991-8-1,Kindle,-1,5.0
FINAL FANTASY(r) II Official Strategy Guide (Official Strategy Guides (Bradygames)),BradyGames,BradyGames,2007-7-19,Paperback,176,3.9
"Fantasia Divinity Magazine: Issue 18, January 2018",David W. Landrum,CreateSpace Independent Publishing Platform,2018-2-2,Hardcover,50,-1.0
"Undead and Unemployed (Queen Betsy, Book 2)",MaryJanice Davidson,Berkley Sensation,2004-8-3,Hardcover,304,4.3
DISSIDIA FINAL FANTASY Signature Series Guide (Bradygames Signature Series Guide),BradyGames,BRADY GAMES,2009-9-1,Paperback,288,4.6
The Stone (Lockstone) (Volume 1),Seb L. Carter,CreateSpace Independent Publishing Platform,2017-9-28,Paperback,484,4.4
"Men's Coloring Book: A Manly Mans Adult Coloring Book: Cyborg Women, Futuristic Battles, Women And Motorcycles (Adult Coloring Books) (Volume 4)",Nathaniel Wake,CreateSpace Independent Publishing Platform,2017-6-16,Kindle,94,4.7
Sunborn Rising: Beneath the Fall,Aaron Safronoff,Neoglyphic Entertainment,2016-5-5,Hardcover,-1,4.5
Fantasia On Polish Christmas Carols,Christos Tsitsaros,Hal Leonard Corporation,2011-8-15,Kindle,16,3.4
"Fantasy in F Minor, Barcarolle, Berceuse and Other Works for Solo Piano (Dover Music for Piano)",Fr\u00e9d\u00e9ric Chopin,Dover Publications,1989-5-1,Hardcover,144,4.7
Dreamlander,K. M. Weiland,PenForASword,2012-11-20,Hardcover,544,4.5
Born of Water (The Rise of the Fifth Order) (Volume 1),Ms. Autumn M. Birt,CreateSpace Independent Publishing Platform,2015-7-23,Paperback,366,4.5
Branded,K. L. Hawker,Kimberley Hawker,2012-11-13,Paperback,328,4.1
