_id,ltable_ID,rtable_ID,ltable_Name,ltable_Author,ltable_Publisher,ltable_Format,ltable_Pages,ltable_Rating,rtable_Name,rtable_Author,rtable_Publisher,rtable_Format,rtable_Pages,rtable_Rating,match
659,386,1263,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,The Science Fiction & Fantasy Quiz Book,Joseph McCullough,Osprey Publishing,Hardcover,192,4.23,0
660,386,1265,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,The Year's Best Fantasy Stories 5,Lin Carter,DAW,Mass Market Paperback,204,4,0
668,386,1343,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,The Year's Finest Fantasy 2,Terry Carr,Berkley Books,Mass Market Paperback,311,3.72,0
672,386,1365,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,The Year's Best Fantasy Stories 1,Lin Carter,DAW,Paperback,175,3.76,0
675,386,1405,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,Fantasy of the 20th Century: An Illustrated History,Randy Broecker,Collectors Press,Hardcover,256,3.96,0
681,386,1448,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,"Akhenaten: History, Fantasy and Ancient Egypt",Dominic Montserrat,Routledge,Paperback,219,4.27,0
683,386,1471,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,The Mystery of Garabandal: Fantasy or Fraud? Ghost or God?,L.R. Walker,Newtonia Publishing LLC,Kindle Edition,280,4.32,0
684,386,1481,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,"Fantasy & Science Fiction, March/April 2014",Gordon Van Gelder,"Spilogale, Inc.",Kindle Edition,,3.54,0
686,386,1489,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,The Corrupted (Warhammer Fantasy Roleplay),Robert Earl,Games Workshop(uk),Paperback,252,3.52,0
690,386,1509,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,The White People: A Fantasy Horror,Arthur Machen,Createspace,Paperback,38,4.03,0
692,386,1524,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,The Science-Fantasy Megapack: 25 Classic Tales from Fantasy Adventures,E.C. Tubb,Wildside Press,Kindle Edition,352,3.76,0
693,386,1550,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,The Destineers' Journal of Fantasy Nations,Bobby Sharpe,Lulu.com,Paperback,152,4.9,0
695,386,1552,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,Fardoor: A Fantasy Adventure,Daniel Tascona,,Kindle Edition,275,3.79,0
699,386,1589,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,The Taste of Life: A Biblical Fantasy,Mike  Simpson,CrossBooks Publishing,Paperback,72,2.6,0
700,386,1594,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,The Best Science Fiction and Fantasy of the Year: Volume Eleven,Jonathan Strahan,Solaris,Paperback,500,3.88,0
701,386,1601,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,Intimate Fantasy Book One & Two: Special Edition,Lucia Jordan,,Kindle Edition,81,3.64,0
704,386,1639,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,The Complete Guide to Writing Fantasy: The Opus Magnus,Tee Morris,Dragon Moon Press,Paperback,296,4.04,0
705,386,1640,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,The Magic of Xanth: An Enchanting Fantasy Trilogy,Piers Anthony,Ballantine Books (Mm),Paperback,0,4.05,0
707,386,1666,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,Shared Fantasy: Role Playing Games as Social Worlds,Gary Alan Fine,University Of Chicago Press,Paperback,298,3.91,0
711,386,1682,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,The Evolution of Fantasy Role-playing Games,Michael Tresca,McFarland & Company,Paperback,228,2.68,0
715,386,1709,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,Dragonart Fantasy Characters: How to Draw Fantastic Beings and Incredible Creatures,Jessica Peffer,Impact,Paperback,128,4.37,0
716,386,1715,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,Blue Planet V2 Players Guide,Fantasy Flight Games,Fantasy Flight Games,Paperback,256,3.29,0
717,386,1719,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,Preston Bailey's Fantasy Weddings,Preston Bailey,Bulfinch,Hardcover,176,4.24,0
728,386,1862,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,Fantasy: Untrue Stories of Lesbian Passion,Barbara Johnson,Bella Books,Paperback,275,4.32,0
734,386,1899,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,"The Best Science Fiction and Fantasy of the Year, Volume Ten",Jonathan Strahan,Solaris,Paperback,624,3.77,0
735,386,1941,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,The Fantasy Stories of George MacDonald,George MacDonald,William B. Eerdmans Publishing Company,Boxed Set,694,4.45,0
737,386,1965,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,Hafren: A Fantasy for the Young at Heart,Craig W. Dressler,Create Space,Paperback,84,3.33,0
740,386,1978,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,"Evyione: Ocean Fantasy, Volume 1",Young-Hee Kim,Udon Entertainment,Paperback,200,3.75,0
741,386,1979,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,100 Ways to Create Fantasy Figures,Francis Tsai,Impact,Paperback,128,3.78,0
743,386,2007,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,The Shining Isle: An Urban Fantasy,Ly de Angeles,,Paperback,,4.34,0
746,386,2014,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,"Fantasy: The Best of the Year, 2008 Edition",Rich Horton,Wildside Press,Paperback,384,3.73,0
747,386,2017,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,The American Fantasy Tradition,Brian M. Thomsen,Tor Books,Hardcover,544,4,0
748,386,2018,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,Fantasy: The Liberation of Imagination,Richard Mathews,Routledge,Paperback,248,3.63,0
749,386,2048,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,Casting the Runes (Fantasy and Horror Classics),M.R. James,Fantasy and Horror Classics,Kindle Edition,36,3.58,0
752,386,2053,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,The Vampyre (Fantasy and Horror Classics),John William Polidori,Fantasy and Horror Classics,Kindle Edition,30,3.31,0
755,386,2082,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,The Flames: A Fantasy,Olaf Stapledon,,Kindle Edition,,3.59,0
756,386,2094,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,"The Celtic Twilight: Myth, Fantasy and Folklore (Paperback)",W.B. Yeats,Avery Publishing Group,Paperback,160,4.07,0
769,386,2190,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,GURPS Fantasy Bestiary: Fantastic Creatures for Fantasy Roleplaying,Steffan O'Sullivan,Steve Jackson Games,Paperback,128,3.48,0
770,386,2191,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,"The Year's Best Science Fiction & Fantasy, 2010",Rich Horton,Prime Books,Paperback,541,3.53,0
771,386,2198,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,"The Year's Best Dark Fantasy & Horror, 2015 Edition",Paula Guran,Prime Books,Kindle Edition,576,3.61,0
774,386,2201,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,Fantasy Football for Dummies,Martin Signore,For Dummies,Paperback,273,3.61,0
777,386,2229,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,"The Year's Best Science Fiction & Fantasy, 2013",Rich Horton,Prime Books,Paperback,573,3.73,0
781,386,2244,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,The Ghost Stories of Edith Wharton (Fantasy and Horror Classics),Edith Wharton,Fantasy and Horror Classics,Paperback,184,3.89,0
784,386,2274,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,Animals Real and Imagined: The Fantasy of What Is and What Might Be,Terryl Whitlatch,Design Studio Press,Paperback,159,4.55,0
785,386,2279,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,The Penguin Book Of Modern Fantasy By Women,A. Susan Williams,Penguin,,560,3.96,0
789,386,2306,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,Committed: Confessions of a Fantasy Football Junkie,Mark St. Amant,Scribner,Paperback,296,3.33,0
791,386,2315,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,The Fantasy Bond: Effects of Psychological Defenses on Interpersonal Relations,Robert W. Firestone,Glendon Association,Paperback,408,4.28,0
795,386,2377,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,Battle Mage (An Epic Fantasy Adventure),Peter  Flannery,Blackheart Books,Kindle Edition,648,4.49,0
796,386,2378,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,Final Fantasy VIII Official Strategy Guide,David Cassady,BradyGames,Paperback,272,4.25,0
797,386,2386,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,The Pendragon Chronicles: Heroic Fantasy from the Time of King Arthur,Mike Ashley,Peter Bedrick Books,Paperback,417,3.54,0
798,386,2391,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,Spells and Spirits: An Urban Fantasy Collection,Charles de Lint,Cornucopia Press,Kindle Edition,,4.08,0
801,386,2423,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,The Year's Best Fantasy and Horror 2008: Twenty-First Annual Collection,Ellen Datlow,Griffin,Paperback,571,3.92,0
802,386,2427,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,The Fire Opal (A  dark fantasy novel),Connie Flynn,CKF Enterprises,Kindle Edition,416,3.46,0
810,386,2506,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,"How to Draw Fantasy Creatures: Dragons, fairies, vampires and monsters in simple steps",Paul Bryn Davies,Search Press,Paperback,128,4.08,0
812,386,2535,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,Masterpieces of Fantasy and Enchantment,David G. Hartwell,St. Martin's Press,Hardcover,638,3.61,0
813,386,2538,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,The Fantasy World of Josephine Wall,Josephine Wall,Chimera Publishing (GB),Paperback,128,4.72,0
817,386,2571,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,"The Year's Best Science Fiction & Fantasy, 2012",Rich Horton,Prime Books,Paperback,544,3.69,0
818,386,2578,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,"The Best Science Fiction and Fantasy of the Year, Volume 9",Jonathan Strahan,Solaris,Paperback,624,3.85,0
819,386,2581,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,"The Year's Best Science Fiction & Fantasy, 2009",Rich Horton,Prime Books,Paperback,541,3.77,0
824,386,2606,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,The Solaris Book of New Fantasy,George Mann,Solaris,Mass Market Paperback,503,3.44,0
825,386,2608,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,Fantasy Art Now: The Very Best in Contemporary Fantasy Art  Illustration,Martin McKenna,Harper Design,Hardcover,192,4.07,0
827,386,2622,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,Final Fantasy XII: Signature Series Guide,David Cassady,Brady Games,Paperback,352,4.2,0
828,386,2643,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,Serpent's Desire: A Reverse Harem Urban Fantasy,Tansey Morgan,Supernal Publishing,Kindle Edition,167,3.87,0
835,386,2682,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,The Bastard's Blade: A Medieval Fantasy Romance,Luca Thrace,Createspace Independent Publishing Platform,Kindle Edition,322,4.2,0
837,386,2692,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,The Complete Guide to Writing Fantasy: Alchemy with Words,Darin Park,Dragon Moon Press,Paperback,361,3.83,0
839,386,2697,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,Year's Best Fantasy 6,David G. Hartwell,Tachyon Publications,Paperback,355,3.68,0
847,386,2770,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,Fantasy Sports 3: The Green King,Sam Bosma,Nobrow Press,Hardcover,56,4.34,0
849,386,2800,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,The Year's Best Fantasy First Annual Collection,Ellen Datlow,St. Martin's Griffin (NY),Paperback,527,4.06,0
850,386,2801,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,"Fantasy Magazine, October 2014: Women Destroy Fantasy! Special Issue",Cat Rambo,John Joseph Adams,Kindle Edition,318,4.08,0
851,386,2805,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,A Kingdom of Exiles: The Outcast Fantasy Series,S.B. Nova,Night Owl Publishing,Kindle Edition,598,4.28,0
867,386,2956,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,The Fantasy Fiction Formula,Deborah Chester,Manchester University Press,Paperback,264,4.58,0
869,386,2958,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,The Dedalus Book of Finnish Fantasy (Dedalus Literary Fantasy Anthologies),Johanna Sinisalo,Dedalus,Paperback,337,3.9,0
139,390,1270,Fighting Fantasy:The Warlock of Firetop Mountain,Steve Jackson,Scholastic,Kindle,232,4.6,Fighting Fantasy: The Introductory Role-playing Game,Steve   Jackson,Puffin Books,Paperback,240,3.56,0
293,395,2501,"Male Fantasies, Vol. 1: Women, Floods, Bodies, History (Theory and History of Literature, Vol. 22) (Volume 1)",Klaus Theweleit,Univ Of Minnesota Press,Paperback,544,3.5,"Male Fantasies: Volume 1: Women, Floods, Bodies, History",Klaus Theweleit,Univ Of Minnesota Press,Paperback,544,4.19,1
113,400,1031,Legends: Stories By The Masters of Modern Fantasy,Robert Silverberg,Tor Fantasy,Hardcover,715,4.4,Legends II: New Short Novels by the Masters of Modern Fantasy: Volume One,Robert Silverberg,Random House Audio,Audio Cassette,0,3.9,0
325,401,2622,"Official Final Fantasy VII Strategy Guide, Playstation Version (v. 1)",David Cassady,BRADY GAMES,Paperback,224,4.3,Final Fantasy XII: Signature Series Guide,David Cassady,Brady Games,Paperback,352,4.2,0
314,402,2615,"Grimgar of Fantasy and Ash, Vol. 3 (manga) (Grimgar of Fantasy and Ash (manga))",Ao Jyumonji,Yen Press,Paperback,242,,Grimgar of Fantasy and Ash: Volume 3,Ao Jyumonji,J-Novel Club,Kindle Edition,280,4.26,0
383,402,2888,"Grimgar of Fantasy and Ash, Vol. 3 (manga) (Grimgar of Fantasy and Ash (manga))",Ao Jyumonji,Yen Press,Paperback,242,,"Grimgar of Fantasy and Ash, Vol. 1",Ao Jyumonji,Yen Press,Paperback,224,3.43,0
343,403,2720,Fantasy Genesis Characters: A creativity game for drawing original people and creatures,Chuck Lukacs,IMPACT Books,Kindle,144,,Fantasy Genesis: A Creativity Game for Fantasy Artists,Chuck Lukacs,IMPACT,Paperback,144,4.38,1
970,404,845,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,The Amazing Spider-Man & Amazing Fantasy No.15,Stan Lee,Barnes & Noble,Paperback,245,4.22,1
874,404,62,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,Jurgen: A Landmark Fantasy Novel,James Branch Cabell,Neil Gaiman Presents,Audible Audio,,3.94,0
882,404,168,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,"Drawing Mentor 14, Fantasy Drawing",Sarah Bowles,Amazon Digital Services,Kindle Edition,54,3.58,0
883,404,170,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,Other Voices: An Urban Fantasy Anthology,Diamant,Diamant,Kindle Edition,220,4,0
885,404,182,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,The Fantasy Literature of England,Colin Manlove,Palgrave Macmillan,Hardcover,230,3.5,0
886,404,184,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,Submissive Wife: Rape Fantasy,Mal Sanders,Amazon Digital Services,Kindle Edition,33,3.25,0
887,404,204,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,"The Defenders by Philip K. Dick, Science Fiction, Fantasy, Adventure",Philip K. Dick,Aegypan,Paperback,40,3.68,0
890,404,242,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,The Success Fantasy,Anthony Campolo Jr.,,,144,4.4,0
892,404,250,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,Bill Gibb: Fashion and Fantasy,Iain Webb,Victoria & Albert Museum,Hardcover,144,3.88,0
896,404,287,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,"The Wouldbegoods by Edith Nesbit, Fiction, Classics, Fantasy & Magic",E. Nesbit,Aegypan,Paperback,200,3.95,0
897,404,289,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,The Easy Way to Write Fantasy That Sells,Rob Parnell,R&R Books Film Music,Kindle Edition,98,4.13,0
901,404,325,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,Infernal Magic: An Urban Fantasy Novel,C.N. Crawford,Createspace Independent Publishing Platform,Paperback,308,4.05,0
902,404,332,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,The Wise Woman and Other Fantasy Stories,George MacDonald,Lion Publishing,Paperback,172,4.14,0
906,404,362,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,A Valentine Fantasy,Carolyn Haywood,William Morrow & Company,Hardcover,32,3.88,0
909,404,391,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,The Dedalus Book of Greek Fantasy,David Connolly,Dedalus,Paperback,308,3.5,0
910,404,392,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,The Pleasure of Avin's Fantasy,Samantha Wellshauna,,Kindle Edition,21,2.72,0
912,404,397,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,Unit Origami Fantasy,Tomoko Fuse,,Paperback,158,4.6,0
919,404,476,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,Geschichten Aus Nimmerya: Fantasy Roman,Samuel R. Delany,Bastei-Lübbe Taschenbuch,Mass Market Paperback,287,3.88,0
922,404,481,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,"The Magazine of Fantasy & Science Fiction, Sept/Oct 2013",Gordon Van Gelder,"Spilogale, Inc.",Kindle Edition,,3.5,0
923,404,484,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,The Year's Best Fantasy Stories 8,Arthur W. Saha,DAW,Paperback,191,3.17,0
924,404,503,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,The Masked Man: A Memoir and Fantasy of Hollywood,Tom Wilson,BookBaby,Kindle Edition,277,3.89,0
925,404,507,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,Violet Chaser: Faerie Princess (An Urban Fantasy Novel),Erica Reeder,Ferry Tales LLC,Kindle Edition,304,4.14,0
926,404,516,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,Every Man's Fantasy,Mysty McPartland,Solstice Publishing,Kindle Edition,98,3.44,0
928,404,519,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,Children's Fun And Fantasy Verses,T.D. Green,"Green, T.D.",Nook,38,3.36,0
930,404,522,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,"The Magazine of Fantasy & Science Fiction, November/December 2014",Gordon Van Gelder,"Spilogale, Inc.",Kindle Edition,,3.71,0
931,404,544,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,The Year's Best Fantasy Stories 4,Lin Carter,DAW,Paperback,208,3.92,0
932,404,545,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,Realmscapes: A Science Fiction and Fantasy Anthology,Realm Makers,Brimstone Fiction,Paperback,218,3.91,0
936,404,558,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,Sieben Statuen: Fantasy Roman,Roger Zelazny,,,,3.72,0
939,404,593,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,The Friends in Fantasy Forest,Ulf Stark,Ikea,Hardcover,32,3.86,0
940,404,595,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,Leaving Fantasy Land,James E. Parker,James E. Parker,Kindle Edition,186,4,0
942,404,597,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,Hair: Fashion and Fantasy,Laurent Philippon,Thames Hudson,Paperback,320,4.17,0
943,404,620,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,"Duplicity: Spellbound #2, YA Paranormal Fantasy Romance",Nikki Jefford,,ebook,,3.94,0
944,404,628,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,Malafrena Fantasy Roman,Ursula K. Le Guin,,,,3.46,0
945,404,634,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,The Lost Healer: A Fantasy of Love,Rachel  Robins,Createspace Independent Publishing Platform,Paperback,,3.65,0
948,404,665,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,The Morris-Jumel Mansion Anthology of Fantasy and Paranormal Fiction,Camilla Saly-Monzingo,Smashwords Edition,ebook,,3.75,0
949,404,670,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,"The Magazine of Fantasy & Science Fiction, March/April 2017",C.C. Finlay,"Spilogale, Inc.",,258,3.75,0
950,404,691,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,The Real Fantasy,Caroline Anderson,Mills & Boon,Mass Market Paperback,192,2.8,0
951,404,694,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,A Midnight Fantasy,Thomas Bailey Aldrich,,Kindle Edition,48,4,0
953,404,701,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,"The Magazine of Fantasy & Science Fiction, May/June 2015",C.C. Finlay,"Spilogale, Inc.",Kindle Edition,,3.63,0
958,404,740,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,The Art of the Dungeons and Dragons Fantasy Game,Margaret Weis,TSR,Paperback,127,4.12,0
959,404,753,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,The Amazing Adventures of the Escapist: Volume 3,Michael Chabon,Dark Horse Comics,Paperback,167,3.67,0
961,404,761,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,Finding His Fantasy,Deanna Wadsworth,"Decadent Publishing Company, LLC",ebook,128,3.68,0
964,404,797,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,"The Magazine of Fantasy and Science Fiction, September 1991",Kristine Kathryn Rusch,"Mercury Press, Inc.",Paperback,162,3.58,0
966,404,810,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,"The Magazine of Fantasy and Science Fiction, May/June 2013",Gordon Van Gelder,"Spilogale, Inc.",Kindle Edition,258,3.59,0
972,404,858,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,The Amazing Adventures of Toby the Trilby,Angela C. Castillo,CreateSpace,Paperback,112,3.76,0
977,404,881,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,A Famous Broken Heart: A Fantasy Novel,Ann Druyan,Stonehill Publishers,Unknown Binding,113,3.88,0
981,404,920,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,Falling for His Fantasy: Book 1,C.A.   Taylor,,Kindle Edition,68,3.04,0
986,404,929,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,Amanda's Fantasy,Norman Filler,,Kindle Edition,45,2.54,0
993,404,972,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,"The InuYasha Experience: Fiction, Fantasy and Facts",Kezuhisa Fujie,DH Publishing,Paperback,188,4.13,0
994,404,994,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,"The Magazine of Fantasy & Science Fiction, May/June 2017",C.C. Finlay,"Spilogale, Inc.",Paperback,258,3.91,0
