_id,ltable_ID,rtable_ID,ltable_Name,ltable_Author,ltable_Publisher,ltable_Publishing_Date,ltable_Format,ltable_Pages,ltable_Rating,rtable_Name,rtable_Author,rtable_Publisher,rtable_Publishing_Date,rtable_Format,rtable_Pages,rtable_Rating
217,824,1932,His Driven Domme (The Dungeon Fantasy Club) (Volume 4),Anya Summers,Blushing Books Publications,2016-7-14,Kindle,220.0,4.6,His Driven Domme,Anya Summers,Blushing Books Publications,2016-07-14,Kindle Edition,145.0,4.34
218,143,1936,"Fantasy Magazine, Issue 60 (Dec. 2016, People of Colo(u)r Destroy Fantasy! Special Issue) (Volume 60)",Daniel Jos\u00e9 Older,CreateSpace Independent Publishing Platform,2016-12-1,Paperback,150.0,5.0,Fantasy Issue 60 - Dec. 2016: People of Colo(u)r Destroy Fantasy! Special Issue,Daniel José Older,John Joseph Adams,2016-12-01,Kindle Edition,200.0,4.35
220,2591,1950,Gentlemen of the Road: A Tale of Adventure,Michael Chabon,Del Rey,2008-9-30,Paperback,228.0,3.7,Gentlemen of the Road: A Tale of Adventure,Michael Chabon,Del Rey,2008-09-30,Paperback,206.0,3.42
221,2731,1967,Frostgrave: Into the Breeding Pits,Joseph A. McCullough,Osprey Publishing,2016-7-19,Kindle,64.0,4.2,Frostgrave: Fantasy Wargames in the Frozen City,Joseph McCullough,Osprey Publishing,2015-07-21,Hardcover,136.0,4.31
222,2752,1967,Frostgrave: Forgotten Pacts,Joseph A. McCullough,Osprey Games,2016-11-22,Paperback,64.0,4.6,Frostgrave: Fantasy Wargames in the Frozen City,Joseph McCullough,Osprey Publishing,2015-07-21,Hardcover,136.0,4.31
223,2596,1967,Frostgrave: The Frostgrave Folio,Joseph A. McCullough,Osprey Games,2017-3-14,Kindle,64.0,4.8,Frostgrave: Fantasy Wargames in the Frozen City,Joseph McCullough,Osprey Publishing,2015-07-21,Hardcover,136.0,4.31
224,2853,1967,Frostgrave: Thaw of the Lich Lord,Joseph A. McCullough,Osprey Publishing,2015-11-17,Paperback,64.0,4.8,Frostgrave: Fantasy Wargames in the Frozen City,Joseph McCullough,Osprey Publishing,2015-07-21,Hardcover,136.0,4.31
225,2795,1973,Hope and Red (The Empire of Storms),Jon Skovron,Orbit,2016-6-28,Hardcover,544.0,4.2,"Hope & Red: L'Empire des tempêtes, T1",Jon Skovron,Bragelonne,2017-03-15,Kindle Edition,479.0,3.94
226,84,1975,Writing Fantasy: The Top 100 Best Strategies For Writing Fantasy Stories,Blaine Hart,Lord Hart Productions,2017-3-23,Paperback,80.0,4.6,"Writing Fantasy: The Top 100 Best Strategies For Writing Fantasy Stories (Fantasy Writing, Writing Fantasy, Writing Fantasy Novels, Writing Fantasy Short Stories, Writing Fantasy Fiction)",Blaine Hart,Lord Hart Productions,2015-06-29,Kindle Edition,68.0,2.88
227,2488,2001,Writers of the Future Vol 34: #1 Bestselling Sci-Fi & Fantasy Short Stories of the Year,L. Ron Hubbard,Galaxy Press,2018-4-10,Kindle,400.0,,Battlefield Earth: Epic New York Times Bestseller Sci-Fi Adventure Audio Book,L. Ron Hubbard,Galaxy Audio,2016-06-14,Audio CD,,3.5
228,796,2002,"The Year's Best Science Fiction & Fantasy, 2009 Edition (Year's Best Science Fiction and Fantasy)",Rich Horton,Prime Books,2010-1-5,Hardcover,544.0,3.7,The Year's Best Science Fiction & Fantasy 2015 Edition,Rich Horton,Prime Books,2015-06-02,Kindle Edition,576.0,3.63
229,527,2002,8: The Year's Best Science Fiction & Fantasy 2016 Edition (Year's Best Science Fiction and Fantasy),Rich Horton,Prime Books,2016-6-21,Hardcover,576.0,3.9,The Year's Best Science Fiction & Fantasy 2015 Edition,Rich Horton,Prime Books,2015-06-02,Kindle Edition,576.0,3.63
230,796,2011,"The Year's Best Science Fiction & Fantasy, 2009 Edition (Year's Best Science Fiction and Fantasy)",Rich Horton,Prime Books,2010-1-5,Hardcover,544.0,3.7,The Year's Best Science Fiction & Fantasy 2016,Rich Horton,Prime Books,2016-06-21,Paperback,576.0,3.7
231,527,2011,8: The Year's Best Science Fiction & Fantasy 2016 Edition (Year's Best Science Fiction and Fantasy),Rich Horton,Prime Books,2016-6-21,Hardcover,576.0,3.9,The Year's Best Science Fiction & Fantasy 2016,Rich Horton,Prime Books,2016-06-21,Paperback,576.0,3.7
232,22,2013,Final Fantasy X Official Strategy Guide (Brady Games Signature Series),Dan Birlew,BRADY GAMES,2002-0-0,Kindle,272.0,4.4,Final Fantasy X-2 Official Strategy Guide,Dan Birlew,BradyGames,2003-11-13,Paperback,352.0,4.07
233,426,2013,FINAL FANTASY X-2 Limited Edition,Dan Birlew,BRADY GAMES,2003-11-20,Kindle,96.0,4.6,Final Fantasy X-2 Official Strategy Guide,Dan Birlew,BradyGames,2003-11-13,Paperback,352.0,4.07
234,39,2013,"Final Fantasy X-2, Official Strategy Guide",Dan Birlew,BRADY GAMES,2003-11-13,Kindle,352.0,4.3,Final Fantasy X-2 Official Strategy Guide,Dan Birlew,BradyGames,2003-11-13,Paperback,352.0,4.07
235,106,2013,Final Fantasy Chronicles Official Strategy Guide: Chrono Trigger and Final Fantasy 4,Dan Birlew,Brady Games,2001-7-2,Hardcover,160.0,4.5,Final Fantasy X-2 Official Strategy Guide,Dan Birlew,BradyGames,2003-11-13,Paperback,352.0,4.07
236,35,2044,"Now Write! Science Fiction, Fantasy and Horror: Speculative Genre Exercises from Today's Best Writers and Teachers",Laurie Lamson,TarcherPerigee,2014-2-20,Hardcover,384.0,4.4,"Now Write! Science Fiction, Fantasy and Horror: Speculative Genre Exercises from Today's Best Writers and Teachers",Laurie Lamson,TarcherPerigee,2014-02-20,Paperback,384.0,3.81
237,2669,2049,The Drawing of the Dark: A Novel (Del Rey Impact),Tim Powers,Del Rey,1999-11-16,Hardcover,323.0,4.3,The Drawing of the Dark (Fantasy Masterworks),Tim Powers,Gollancz,2010-11-11,Kindle Edition,336.0,3.91
239,1053,2088,Drawing & Painting Fantasy Worlds,Finlay Cowan,IMPACT,2006-5-25,Kindle,128.0,3.6,Dragons And Fantasy Beasts (Fantasy Artist's Pocket Reference),Finlay Cowan,Impact,2008-05-02,Hardcover,224.0,3.79
240,409,2117,The Dreamer and the Fantasy Relationship,Natalie Lue,CreateSpace Independent Publishing Platform,2013-10-8,Hardcover,262.0,4.3,The Dreamer and the Fantasy Relationship,Natalie Lue,,,Kindle Edition,234.0,4.28
241,1085,2156,Writers Workshop of Science Fiction & Fantasy,Michael Knost,"Seventh Star Press, LLC",2013-5-14,Kindle,276.0,4.4,Writers Workshop of Science Fiction & Fantasy,Michael Knost,Seventh Star Press,2013-04-18,ebook,210.0,4.22
242,796,2191,"The Year's Best Science Fiction & Fantasy, 2009 Edition (Year's Best Science Fiction and Fantasy)",Rich Horton,Prime Books,2010-1-5,Hardcover,544.0,3.7,"The Year's Best Science Fiction & Fantasy, 2010",Rich Horton,Prime Books,2010-06-08,Paperback,541.0,3.53
243,527,2191,8: The Year's Best Science Fiction & Fantasy 2016 Edition (Year's Best Science Fiction and Fantasy),Rich Horton,Prime Books,2016-6-21,Hardcover,576.0,3.9,"The Year's Best Science Fiction & Fantasy, 2010",Rich Horton,Prime Books,2010-06-08,Paperback,541.0,3.53
244,655,2195,Great Short Novels of Adult Fantasy,Lin Carter,Ballantine Books,,Paperback,248.0,4.0,Discoveries In Fantasy,Lin Carter,,,,243.0,3.81
245,636,2198,The Year's Best Dark Fantasy & Horror 2015 Edition,Paula Guran,Prime Books,2015-6-23,Paperback,576.0,3.5,"The Year's Best Dark Fantasy & Horror, 2015 Edition",Paula Guran,Prime Books,2015-07-03,Kindle Edition,576.0,3.61
246,447,2198,The Year’s Best Dark Fantasy & Horror 2016 Edition,Paula Guran,Prime Books,2016-7-19,Paperback,528.0,4.3,"The Year's Best Dark Fantasy & Horror, 2015 Edition",Paula Guran,Prime Books,2015-07-03,Kindle Edition,576.0,3.61
247,408,2198,The Year’s Best Dark Fantasy & Horror 2017 Edition,Paula Guran,Prime Books,2018-7-10,Hardcover,528.0,3.0,"The Year's Best Dark Fantasy & Horror, 2015 Edition",Paula Guran,Prime Books,2015-07-03,Kindle Edition,576.0,3.61
248,36,2201,Fantasy Football For Dummies,Martin Signore,For Dummies,2007-7-2,Hardcover,288.0,4.5,Fantasy Football for Dummies,Martin Signore,For Dummies,2007-06-01,Paperback,273.0,3.61
249,400,2203,Legends: Stories By The Masters of Modern Fantasy,Robert Silverberg,Tor Fantasy,,Hardcover,715.0,4.4,Legends II: New Short Novels by the Masters of Modern Fantasy,Robert Silverberg,Del Rey Books,2014-05-10,ebook,,3.92
250,1057,2203,"Legends II: Dragon, Sword, and King",Robert Silverberg,Del Rey,2004-10-26,Hardcover,416.0,4.3,Legends II: New Short Novels by the Masters of Modern Fantasy,Robert Silverberg,Del Rey Books,2014-05-10,ebook,,3.92
251,796,2229,"The Year's Best Science Fiction & Fantasy, 2009 Edition (Year's Best Science Fiction and Fantasy)",Rich Horton,Prime Books,2010-1-5,Hardcover,544.0,3.7,"The Year's Best Science Fiction & Fantasy, 2013",Rich Horton,Prime Books,2013-07-02,Paperback,573.0,3.73
252,527,2229,8: The Year's Best Science Fiction & Fantasy 2016 Edition (Year's Best Science Fiction and Fantasy),Rich Horton,Prime Books,2016-6-21,Hardcover,576.0,3.9,"The Year's Best Science Fiction & Fantasy, 2013",Rich Horton,Prime Books,2013-07-02,Paperback,573.0,3.73
253,1058,2230,The Mammoth Book of Comic Fantasy (Mammoth Books),Mike Ashley,Running Press,1998-5-10,Hardcover,512.0,1.9,Mammoth Book Of Seriously Comic Fantasy,Mike Ashley,Constable & Robinson,1999-12-01,Paperback,494.0,3.38
254,2867,2238,"The Magic Kingdom of Landover, Vol. 1",Terry Brooks,Del Rey,2009-8-18,Paperback,736.0,4.5,Myths & Magic: The Complete Fantasy Reference.,Terry Brooks,Titan Books Ltd,1999-04-08,Paperback,288.0,4.09
258,1059,2270,Sweet Life 2: Erotic Fantasies for Couples,Violet Blue,Cleis Press,,Paperback,225.0,3.6,Taboo: Forbidden Fantasies for Couples,Violet Blue,Cleis Press,2004-03-08,Paperback,272.0,3.44
259,227,2274,Animals Real and Imagined: Fantasy of What Is and What Might Be,Terryl Whitlatch,Design Studio Press,2010-12-1,Kindle,160.0,4.8,Animals Real and Imagined: The Fantasy of What Is and What Might Be,Terryl Whitlatch,Design Studio Press,2010-12-01,Paperback,159.0,4.55
260,2091,2286,The Tell-Tale Heart (Bantam Classics),Edgar Allan Poe,Bantam Classics,1983-2-1,Paperback,448.0,4.4,Edgar Allan Poe Collection (Adventure Classics),Edgar Allan Poe,HarperFestival (NY),2005-08-01,Paperback,,4.52
261,990,2286,The Murders in the Rue Morgue (Modern Library Classics),Edgar Allan Poe,Modern Library,2006-5-23,Hardcover,160.0,3.9,Edgar Allan Poe Collection (Adventure Classics),Edgar Allan Poe,HarperFestival (NY),2005-08-01,Paperback,,4.52
262,1059,2301,Sweet Life 2: Erotic Fantasies for Couples,Violet Blue,Cleis Press,,Paperback,225.0,3.6,Sweet Life: Erotic Fantasies for Couples,Violet Blue,Cleis Press,2001-10-12,Paperback,225.0,3.96
265,611,2345,"The Very Best of Fantasy & Science Fiction, Volume 2",Gordon Van Gelder,Tachyon Publications,2014-7-15,Paperback,432.0,4.2,The Very Best of Fantasy & Science Fiction: Sixtieth Anniversary Anthology,Gordon Van Gelder,Tachyon Publications,2009-09-01,Paperback,475.0,4.19
266,796,2375,"The Year's Best Science Fiction & Fantasy, 2009 Edition (Year's Best Science Fiction and Fantasy)",Rich Horton,Prime Books,2010-1-5,Hardcover,544.0,3.7,"The Year's Best Science Fiction & Fantasy, 2014",Rich Horton,Prime Books,2014-06-10,Paperback,575.0,3.65
267,527,2375,8: The Year's Best Science Fiction & Fantasy 2016 Edition (Year's Best Science Fiction and Fantasy),Rich Horton,Prime Books,2016-6-21,Hardcover,576.0,3.9,"The Year's Best Science Fiction & Fantasy, 2014",Rich Horton,Prime Books,2014-06-10,Paperback,575.0,3.65
268,349,2377,Battle Mage,Peter Flannery,Blackheart Books,2017-3-31,Hardcover,646.0,4.8,Battle Mage (An Epic Fantasy Adventure),Peter  Flannery,Blackheart Books,2017-02-20,Kindle Edition,648.0,4.49
269,60,2378,Final Fantasy Anthology Official Strategy Guide (Brady Games),David Cassady,Brady Games,1999-11-4,Kindle,288.0,4.5,Final Fantasy VIII Official Strategy Guide,David Cassady,BradyGames,1999-08-31,Paperback,272.0,4.25
270,401,2378,"Official Final Fantasy VII Strategy Guide, Playstation Version (v. 1)",David Cassady,BRADY GAMES,1997-8-28,Paperback,224.0,4.3,Final Fantasy VIII Official Strategy Guide,David Cassady,BradyGames,1999-08-31,Paperback,272.0,4.25
271,478,2378,Final Fantasy VII Official Strategy Guide (Official Strategy Guides) (v. 2),David Cassady,BRADY GAMES,1998-6-12,Kindle,320.0,4.3,Final Fantasy VIII Official Strategy Guide,David Cassady,BradyGames,1999-08-31,Paperback,272.0,4.25
272,1058,2386,The Mammoth Book of Comic Fantasy (Mammoth Books),Mike Ashley,Running Press,1998-5-10,Hardcover,512.0,1.9,The Pendragon Chronicles: Heroic Fantasy from the Time of King Arthur,Mike Ashley,Peter Bedrick Books,1991-07-01,Paperback,417.0,3.54
273,852,2387,The Year's Best Fantasy and Horror: Eighteenth Annual Collection (Year's Best Fantasy & Horror (Paperback)),Ellen Datlow,St. Martin's Griffin,2005-8-1,Kindle,608.0,3.8,The Year's Best Fantasy and Horror Fourth Annual Collection,Ellen Datlow,St Martins Press,1991-06-01,Hardcover,552.0,4.11
275,524,2418,Lightning Returns: Final Fantasy XIII: The Complete Official Guide,Piggyback,Piggyback,2014-2-11,Hardcover,320.0,4.6,Final Fantasy XIII-2: The Complete Official Guide,Piggyback,Prima Games,2012-01-31,Paperback,304.0,4.36
276,663,2418,Final Fantasy X-2: The Official Guide,Piggyback,Piggyback Interactive,2004-2-1,Kindle,242.0,3.6,Final Fantasy XIII-2: The Complete Official Guide,Piggyback,Prima Games,2012-01-31,Paperback,304.0,4.36
277,407,2418,Final Fantasy XV: Standard Edition,Piggyback,Piggyback,2016-11-29,Hardcover,320.0,4.5,Final Fantasy XIII-2: The Complete Official Guide,Piggyback,Prima Games,2012-01-31,Paperback,304.0,4.36
278,538,2418,Final Fantasy XIII-2 - The Complete Official Guide,Piggyback,Piggyback Interactive,2012-1-31,Hardcover,304.0,4.5,Final Fantasy XIII-2: The Complete Official Guide,Piggyback,Prima Games,2012-01-31,Paperback,304.0,4.36
279,232,2418,Final Fantasy XII: The Complete Guide,Piggyback,Piggyback Interactive,2007-0-0,Paperback,340.0,5.0,Final Fantasy XIII-2: The Complete Official Guide,Piggyback,Prima Games,2012-01-31,Paperback,304.0,4.36
280,377,2418,Final Fantasy XIII: Complete Official Guide - Standard Edition,Piggyback,Piggyback,2010-3-9,Hardcover,256.0,4.6,Final Fantasy XIII-2: The Complete Official Guide,Piggyback,Prima Games,2012-01-31,Paperback,304.0,4.36
281,144,2420,The Guide to Writing Fantasy and Science Fiction: 6 Steps to Writing and Publishing Your Bestseller!,Philip Athans,Adams Media,2010-7-18,Kindle,256.0,4.0,The Guide to Writing Fantasy and Science Fiction: 6 Steps to Writing and Publishing Your Bestseller!,Philip Athans,Adams Media,2010-07-18,Paperback,256.0,3.92
282,852,2423,The Year's Best Fantasy and Horror: Eighteenth Annual Collection (Year's Best Fantasy & Horror (Paperback)),Ellen Datlow,St. Martin's Griffin,2005-8-1,Kindle,608.0,3.8,The Year's Best Fantasy and Horror 2008: Twenty-First Annual Collection,Ellen Datlow,Griffin,2008-09-30,Paperback,571.0,3.92
283,67,2429,Kanye West's My Beautiful Dark Twisted Fantasy (33 1/3),Kirk Walker Graves,Bloomsbury Academic,2014-6-19,Hardcover,152.0,3.4,Kanye West's My Beautiful Dark Twisted Fantasy,Kirk Walker Graves,Bloomsbury Academic,2014-06-19,Paperback,152.0,3.55
284,2224,2430,The Rose and the Thorn (The Riyria Chronicles),Michael J. Sullivan,Orbit,2013-9-17,Hardcover,384.0,4.7,"La Tour elfique: Les Révélations de Riyria, T2 (Fantasy)",Michael J. Sullivan,Milady,2012-12-14,Kindle Edition,482.0,4.3
286,171,2431,John Howe Fantasy Drawing Workshop,John Howe,IMPACT,2009-10-29,Paperback,128.0,4.4,Fantasy Drawing Workshop,John Howe,Impact,2009-10-01,Paperback,128.0,4.19
287,483,2431,John Howe Fantasy Art Workshop,John Howe,Impact,2007-10-14,Hardcover,128.0,4.3,Fantasy Drawing Workshop,John Howe,Impact,2009-10-01,Paperback,128.0,4.19
288,1038,2462,Raptor: Urban Fantasy Noir (Volume 1),B.A. Bostick,Enchanted Indie Press,2017-4-23,Paperback,522.0,4.5,Raptor: Urban Fantasy Noir,B.A. Bostick,Enchanted Indie Press,2017-06-26,Kindle Edition,525.0,4.43
289,1222,2496,"The Best Science Fiction and Fantasy of the Year, Vol. 3",Jonathan Strahan,Night Shade Books,2009-5-1,Kindle,478.0,3.8,Eclipse 3: New Science Fiction and Fantasy,Jonathan Strahan,Night Shade Books,2009-10-01,Paperback,240.0,3.5
290,852,2498,The Year's Best Fantasy and Horror: Eighteenth Annual Collection (Year's Best Fantasy & Horror (Paperback)),Ellen Datlow,St. Martin's Griffin,2005-8-1,Kindle,608.0,3.8,The Year's Best Fantasy: Second Annual Collection,Ellen Datlow,St. Martin's Press,1989-06-02,Hardcover,579.0,4.25
291,2637,2500,Stormrider (Rigante),David Gemmell,Del Rey,2003-3-4,Kindle,512.0,4.2,"L'Épée de l'Orage: Rigante, T1 (Fantasy)",David Gemmell,Bragelonne,2013-11-08,Kindle Edition,377.0,4.24
292,2779,2500,"Sword in the Storm (The Rigante Series, Book 1)",David Gemmell,Del Rey,2001-1-30,Hardcover,439.0,4.3,"L'Épée de l'Orage: Rigante, T1 (Fantasy)",David Gemmell,Bragelonne,2013-11-08,Kindle Edition,377.0,4.24
293,395,2501,"Male Fantasies, Vol. 1: Women, Floods, Bodies, History (Theory and History of Literature, Vol. 22) (Volume 1)",Klaus Theweleit,Univ Of Minnesota Press,1987-4-1,Paperback,544.0,3.5,"Male Fantasies: Volume 1: Women, Floods, Bodies, History",Klaus Theweleit,Univ Of Minnesota Press,1987-04-01,Paperback,544.0,4.19
295,852,2509,The Year's Best Fantasy and Horror: Eighteenth Annual Collection (Year's Best Fantasy & Horror (Paperback)),Ellen Datlow,St. Martin's Griffin,2005-8-1,Kindle,608.0,3.8,The Year's Best Fantasy and Horror: Sixth Annual Collection,Ellen Datlow,St. Martin's Griffin,1993-08-01,Paperback,531.0,4.13
296,1222,2536,"The Best Science Fiction and Fantasy of the Year, Vol. 3",Jonathan Strahan,Night Shade Books,2009-5-1,Kindle,478.0,3.8,Eclipse Four: New Science Fiction and Fantasy,Jonathan Strahan,Night Shade Books,2011-05-01,Paperback,230.0,3.74
298,595,2570,Private Fantasies (Harlequin Temptation No. 682),Janelle Denison,Harlequin,1998-4-1,Paperback,217.0,3.2,Seductive Fantasy (Fantasies Inc.),Janelle Denison,harlequin,2001-05-01,Paperback,224.0,3.69
299,796,2571,"The Year's Best Science Fiction & Fantasy, 2009 Edition (Year's Best Science Fiction and Fantasy)",Rich Horton,Prime Books,2010-1-5,Hardcover,544.0,3.7,"The Year's Best Science Fiction & Fantasy, 2012",Rich Horton,Prime Books,2012-07-04,Paperback,544.0,3.69
300,527,2571,8: The Year's Best Science Fiction & Fantasy 2016 Edition (Year's Best Science Fiction and Fantasy),Rich Horton,Prime Books,2016-6-21,Hardcover,576.0,3.9,"The Year's Best Science Fiction & Fantasy, 2012",Rich Horton,Prime Books,2012-07-04,Paperback,544.0,3.69
301,1058,2577,The Mammoth Book of Comic Fantasy (Mammoth Books),Mike Ashley,Running Press,1998-5-10,Hardcover,512.0,1.9,The Mammoth Book of Awesome Comic Fantasy,Mike Ashley,Running Press Book Publishers,2001-05-15,Paperback,512.0,3.61
302,1222,2578,"The Best Science Fiction and Fantasy of the Year, Vol. 3",Jonathan Strahan,Night Shade Books,2009-5-1,Kindle,478.0,3.8,"The Best Science Fiction and Fantasy of the Year, Volume 9",Jonathan Strahan,Solaris,2015-05-12,Paperback,624.0,3.85
303,796,2581,"The Year's Best Science Fiction & Fantasy, 2009 Edition (Year's Best Science Fiction and Fantasy)",Rich Horton,Prime Books,2010-1-5,Hardcover,544.0,3.7,"The Year's Best Science Fiction & Fantasy, 2009",Rich Horton,Prime Books,2009-12-23,Paperback,541.0,3.77
304,527,2581,8: The Year's Best Science Fiction & Fantasy 2016 Edition (Year's Best Science Fiction and Fantasy),Rich Horton,Prime Books,2016-6-21,Hardcover,576.0,3.9,"The Year's Best Science Fiction & Fantasy, 2009",Rich Horton,Prime Books,2009-12-23,Paperback,541.0,3.77
305,23,2610,How to Draw and Paint Fantasy Architecture: From Ancient Citadels and Gothic Castles to Subterranean Palaces and Floating Fortresses,Rob Alexander,Barron's Educational Series,2010-11-1,Paperback,128.0,4.2,How to Draw and Paint Fantasy Architecture,Rob Alexander,Barron's Educational Series,2010-11-01,Paperback,127.0,4.17
306,41,2611,The Best American Science Fiction and Fantasy 2017 (The Best American Series ®),John Joseph Adams,Mariner Books,2017-10-3,Paperback,384.0,3.2,The Best American Science Fiction and Fantasy 2017,John Joseph Adams,Mariner Books,2017-10-03,Paperback,354.0,3.75
307,44,2611,The Best American Science Fiction and Fantasy 2015 (The Best American Series ®),John Joseph Adams,Mariner Books,2015-10-6,Paperback,368.0,4.0,The Best American Science Fiction and Fantasy 2017,John Joseph Adams,Mariner Books,2017-10-03,Paperback,354.0,3.75
308,56,2611,The Best American Science Fiction and Fantasy 2016 (The Best American Series ®),John Joseph Adams,Mariner Books,2016-10-4,Kindle,320.0,3.4,The Best American Science Fiction and Fantasy 2017,John Joseph Adams,Mariner Books,2017-10-03,Paperback,354.0,3.75
309,16,2615,Grimgar of Fantasy and Ash (Light Novel) Vol. 3,Ao Jyumonji,Seven Seas,2017-10-10,Kindle,280.0,4.8,Grimgar of Fantasy and Ash: Volume 3,Ao Jyumonji,J-Novel Club,2017-04-22,Kindle Edition,280.0,4.26
310,387,2615,Grimgar of Fantasy and Ash (Light Novel) Vol. 4,Ao Jyumonji,Seven Seas,2017-12-12,Kindle,280.0,4.4,Grimgar of Fantasy and Ash: Volume 3,Ao Jyumonji,J-Novel Club,2017-04-22,Kindle Edition,280.0,4.26
311,402,2615,"Grimgar of Fantasy and Ash, Vol. 3 (manga) (Grimgar of Fantasy and Ash (manga))",Ao Jyumonji,Yen Press,2018-2-6,Paperback,242.0,,Grimgar of Fantasy and Ash: Volume 3,Ao Jyumonji,J-Novel Club,2017-04-22,Kindle Edition,280.0,4.26
312,436,2615,Grimgar of Fantasy and Ash (Light Novel) Vol. 8,Ao Jyumonji,Seven Seas,2018-10-30,Kindle,280.0,,Grimgar of Fantasy and Ash: Volume 3,Ao Jyumonji,J-Novel Club,2017-04-22,Kindle Edition,280.0,4.26
313,20,2615,Grimgar of Fantasy and Ash (Light Novel) Vol. 6,Ao Jyumonji,Seven Seas,2018-5-15,Kindle,280.0,4.1,Grimgar of Fantasy and Ash: Volume 3,Ao Jyumonji,J-Novel Club,2017-04-22,Kindle Edition,280.0,4.26
314,582,2615,"Grimgar of Fantasy and Ash, Vol. 2 (manga) (Grimgar of Fantasy and Ash (manga))",Ao Jyumonji,Yen Press,2017-10-31,Hardcover,240.0,5.0,Grimgar of Fantasy and Ash: Volume 3,Ao Jyumonji,J-Novel Club,2017-04-22,Kindle Edition,280.0,4.26
315,347,2615,Grimgar of Fantasy and Ash (Light Novel) Vol. 2,Ao Jyumonji,Seven Seas,2017-8-8,Hardcover,280.0,4.3,Grimgar of Fantasy and Ash: Volume 3,Ao Jyumonji,J-Novel Club,2017-04-22,Kindle Edition,280.0,4.26
316,13,2615,Grimgar of Fantasy and Ash (Light Novel) Vol. 1,Ao Jyumonji,Seven Seas,2017-6-6,Paperback,280.0,4.3,Grimgar of Fantasy and Ash: Volume 3,Ao Jyumonji,J-Novel Club,2017-04-22,Kindle Edition,280.0,4.26
317,451,2615,Grimgar of Fantasy and Ash (Light Novel) Vol. 7,Ao Jyumonji,Seven Seas,2018-7-10,Kindle,280.0,,Grimgar of Fantasy and Ash: Volume 3,Ao Jyumonji,J-Novel Club,2017-04-22,Kindle Edition,280.0,4.26
318,524,2616,Lightning Returns: Final Fantasy XIII: The Complete Official Guide,Piggyback,Piggyback,2014-2-11,Hardcover,320.0,4.6,Final Fantasy XIII: Complete Official Guide - Collector's Edition,Piggyback,Piggyback,2010-03-09,Hardcover,272.0,4.33
319,663,2616,Final Fantasy X-2: The Official Guide,Piggyback,Piggyback Interactive,2004-2-1,Kindle,242.0,3.6,Final Fantasy XIII: Complete Official Guide - Collector's Edition,Piggyback,Piggyback,2010-03-09,Hardcover,272.0,4.33
320,407,2616,Final Fantasy XV: Standard Edition,Piggyback,Piggyback,2016-11-29,Hardcover,320.0,4.5,Final Fantasy XIII: Complete Official Guide - Collector's Edition,Piggyback,Piggyback,2010-03-09,Hardcover,272.0,4.33
321,538,2616,Final Fantasy XIII-2 - The Complete Official Guide,Piggyback,Piggyback Interactive,2012-1-31,Hardcover,304.0,4.5,Final Fantasy XIII: Complete Official Guide - Collector's Edition,Piggyback,Piggyback,2010-03-09,Hardcover,272.0,4.33
322,232,2616,Final Fantasy XII: The Complete Guide,Piggyback,Piggyback Interactive,2007-0-0,Paperback,340.0,5.0,Final Fantasy XIII: Complete Official Guide - Collector's Edition,Piggyback,Piggyback,2010-03-09,Hardcover,272.0,4.33
323,377,2616,Final Fantasy XIII: Complete Official Guide - Standard Edition,Piggyback,Piggyback,2010-3-9,Hardcover,256.0,4.6,Final Fantasy XIII: Complete Official Guide - Collector's Edition,Piggyback,Piggyback,2010-03-09,Hardcover,272.0,4.33
324,60,2622,Final Fantasy Anthology Official Strategy Guide (Brady Games),David Cassady,Brady Games,1999-11-4,Kindle,288.0,4.5,Final Fantasy XII: Signature Series Guide,David Cassady,Brady Games,2006-10-31,Paperback,352.0,4.2
325,401,2622,"Official Final Fantasy VII Strategy Guide, Playstation Version (v. 1)",David Cassady,BRADY GAMES,1997-8-28,Paperback,224.0,4.3,Final Fantasy XII: Signature Series Guide,David Cassady,Brady Games,2006-10-31,Paperback,352.0,4.2
326,478,2622,Final Fantasy VII Official Strategy Guide (Official Strategy Guides) (v. 2),David Cassady,BRADY GAMES,1998-6-12,Kindle,320.0,4.3,Final Fantasy XII: Signature Series Guide,David Cassady,Brady Games,2006-10-31,Paperback,352.0,4.2
328,595,2650,Private Fantasies (Harlequin Temptation No. 682),Janelle Denison,Harlequin,1998-4-1,Paperback,217.0,3.2,Private Fantasies,Janelle Denison,Harlequin Books,1998-05-01,Paperback,217.0,3.97
329,852,2651,The Year's Best Fantasy and Horror: Eighteenth Annual Collection (Year's Best Fantasy & Horror (Paperback)),Ellen Datlow,St. Martin's Griffin,2005-8-1,Kindle,608.0,3.8,The Year's Best Fantasy and Horror: Fifth Annual Collection,Ellen Datlow,St. Martin's Griffin,1992-07-15,Paperback,518.0,4.0
330,2220,2652,The Black Company (Chronicles of The Black Company #1),Glen Cook,Tor Fantasy,1992-3-15,Paperback,320.0,3.9,The Black Company 2 - Todesschatten: Ein Dark-Fantasy-Roman von Kult Autor Glen Cook,Glen Cook,Mantikore-Verlag,2016-04-03,Kindle Edition,400.0,4.16
331,604,2659,Bloodbones (Fighting Fantasy),Steve Jackson,Icon Books,2010-0-0,Hardcover,320.0,4.2,Titan: The Fighting Fantasy World,Steve   Jackson,Puffin Books,1986-10-30,Paperback,,3.95
