Name,Author,Publisher,Publishing_Date,Format,Pages,Rating
The Hunger Games Box Set: Foil Edition,Suzanne Collins,Scholastic Press,2014-9-30,Hardcover,,4.6
"Splatoon, Vol. 2",Sankichi Hinodeya,VIZ Media LLC,2018-3-13,Paperback,160.0,
A Wizard of Earthsea (The Earthsea Cycle),Ursula K. Le Guin,HMH Books for Young Readers,2012-9-11,Hardcover,320.0,4.2
The Land of Stories: An Author's Odyssey,Chris Colfer,"Little, Brown Books for Young Readers",2017-6-13,Hardcover,464.0,4.7
Golden Son: Book 2 of the Red Rising Saga (Red Rising Series),Pierce Brown,Del Rey,2015-7-7,Hardcover,464.0,4.7
Charlie and the Chocolate Factory,Roald Dahl,Puffin Books,2007-8-16,Kindle,192.0,4.7
Diary of a Minecraft Zombie Book 2: Bullies and Buddies (Volume 2),Zack Zombie,Zack Zombie Publishing,2015-3-27,Paperback,136.0,4.8
Watercolor Fairy Art: How to Bring Your Fairy Realm Art to Life,Sara Burrier,Barron's Educational Series,2014-10-1,Paperback,128.0,4.7
Till We Have Faces: A Myth Retold,C. S. Lewis,HarperOne,2017-2-14,Kindle,368.0,4.6
Matilda,Roald Dahl,Puffin Books,2007-8-16,Paperback,256.0,4.7
"The Death Cure (Maze Runner, Book Three)",James Dashner,Delacorte Press,2013-1-8,Paperback,368.0,4.3
The Graveyard Book,Neil Gaiman,HarperCollins,2010-8-1,Hardcover,352.0,4.7
Tuck Everlasting,Natalie Babbit,Square Fish,2007-8-21,Paperback,160.0,4.6
The Strange Bird: A Borne Story,Jeff VanderMeer,MCD x FSG Originals,2018-2-27,Kindle,128.0,4.7
"The Shadow Prince (Mortal Enchantment, Book One)",Stacey O'Neale,CreateSpace Independent Publishing Platform,2014-3-8,Kindle,130.0,4.2
God of the Sun (Stella and Sol) (Volume 1),Kimberly Loth,CreateSpace Independent Publishing Platform,2017-3-16,Hardcover,272.0,4.5
The Keeper of Lost Things: A Novel,Ruth Hogan,William Morrow Paperbacks,2017-11-28,Hardcover,288.0,4.4
On the Edge of the Dark Sea of Darkness (The Wingfeather Saga),Andrew Peterson,WaterBrook,2008-3-18,Hardcover,304.0,4.7
The Legend of Korra: Turf Wars Part One,Michael Dante DiMartino,Dark Horse Books,2017-8-8,Hardcover,80.0,4.6
"Dragon Ball Super, Vol. 1",Akira Toriyama,VIZ Media LLC,2017-5-2,Hardcover,192.0,4.6
Akata Witch,Nnedi Okorafor,Speak,2017-7-11,Paperback,384.0,4.6
El amor en los tiempos del cólera (Oprah #59) (Spanish Edition),Gabriel García Márquez,Vintage Espanol,2007-10-9,Paperback,464.0,4.6
Ramses the Damned: The Passion of Cleopatra,Christopher Rice,Anchor,2017-11-21,Kindle,416.0,4.2
Final Fantasy Coloring Book: (43 new coloring pages!),Jan Nowicki,CreateSpace Independent Publishing Platform,2018-3-2,Kindle,88.0,
Mr. Penumbra's 24-Hour Bookstore: A Novel,Robin Sloan,Picador,2013-9-24,Hardcover,288.0,4.1
A Winter's Tale in Bramble Brook Woods: Adult Colouring Book,Lesley Smitheringale,CreateSpace Independent Publishing Platform,2018-2-23,Paperback,60.0,4.6
Seraphina,Rachel Hartman,Ember,2014-12-23,Paperback,528.0,4.4
A Court of Thorns and Roses,Sarah J. Maas,Bloomsbury USA Childrens,2016-5-3,Hardcover,448.0,4.6
Assassin's Fate: Book III of the Fitz and the Fool trilogy,Robin Hobb,Del Rey,2017-12-26,Paperback,960.0,4.8
"Mermaids: A Mermaid Coloring Book with Mythical Ocean Goddesses, Enchanting Sea Life, and Lost Fantasy Realms (Coloring Books for Adults)",Jade Summer,CreateSpace Independent Publishing Platform,2017-5-19,Paperback,126.0,4.7
Fuel to the Fire (Volume 1),David Staniforth,CreateSpace Independent Publishing Platform,2016-2-17,Kindle,246.0,4.4
The Princess in Black and the Hungry Bunny Horde,Shannon Hale,Candlewick,2016-12-13,Kindle,96.0,4.9
"Magic Tree House Boxed Set, Books 13-16: Vacation Under the Volcano, Day of the Dragon King, Viking Ships at Sunrise, and Hour of the Olympics",Mary Pope Osborne,Random House Books for Young Readers,2008-5-27,Kindle,96.0,4.9
Warriors: Omen of the Stars Box Set: Volumes 1 to 6,Erin Hunter,HarperCollins,2015-11-3,Hardcover,2256.0,4.8
City of Lost Souls (The Mortal Instruments),Cassandra Clare,Margaret K. McElderry Books,2015-9-1,Hardcover,592.0,4.7
City of Fallen Angels (The Mortal Instruments),Cassandra Clare,Margaret K. McElderry Books,2015-9-1,Hardcover,480.0,4.6
"The Ender Quartet Boxed Set: Ender's Game, Speaker for the Dead, Xenocide, Children of the Mind (The Ender Quintet)",Orson Scott Card,Tor Science Fiction,2008-11-4,Paperback,1760.0,4.6
The City of Ember (The First Book of Ember),Jeanne DuPrau,Yearling,2004-5-25,Kindle,270.0,4.5
Age of Swords: Book Two of The Legends of the First Empire,Michael J. Sullivan,Del Rey,2018-1-30,Hardcover,528.0,4.3
The Walking Dead:  Compendium One,Robert Kirkman,Image Comics,2009-5-19,Paperback,1088.0,4.8
"The Legend of Zelda: Twilight Princess, Vol. 2",Akira Himekawa,VIZ Media LLC,2017-8-8,Hardcover,192.0,4.8
Wings of Fire Book One: The Dragonet Prophecy,Tui T. Sutherland,Scholastic Press,2013-4-30,Kindle,336.0,4.7
Consider Phlebas (Culture),Iain M. Banks,Orbit,2008-3-26,Kindle,544.0,3.8
"The Magazine of Fantasy and Science Fiction, July 1969 (Volume 37, No. 1)",Fritz Leiber,Mercury Press,1969-0-0,Hardcover,,
OMEGA Exile,Stephen Arseneault,CreateSpace Independent Publishing Platform,2014-10-16,Paperback,258.0,4.2
Child of the Daystar (The Wings of War) (Volume 1),Bryce O'Connor,Bryce O'Connor,2015-12-11,Hardcover,286.0,4.6
I Am Legend,Richard Matheson,Orb Books,1997-9-15,Paperback,317.0,4.3
Beyond: A Ghost Story,Graham McNamee,Ember,2013-9-10,Kindle,240.0,4.2
Tolkien Fantasy Tales Box Set (The Tolkien Reader/The Silmarillion/Unfinished Tales/Sir Gawain and the Green Knight),J.R.R. Tolkien,Del Rey,2003-7-29,Paperback,,4.8
Wings of Fire Book Two: The Lost Heir,Tui T. Sutherland,Scholastic Press,2013-9-24,Hardcover,336.0,4.9
Wings of Fire Book Three: The Hidden Kingdom,Tui T. Sutherland,Scholastic Inc.,2014-2-25,Hardcover,336.0,4.8
The Stonekeeper (Amulet #1),Kazu Kibuishi,GRAPHIX,2008-1-1,Kindle,192.0,4.7
"Dinosaurs Before Dark (Magic Tree House, No. 1)",Mary Pope Osborne,Random House Books for Young Readers,1992-7-28,Hardcover,80.0,4.8
"Grave Peril (The Dresden Files, Book 3)",Jim Butcher,ROC,2001-9-1,Paperback,378.0,4.5
Swan Song,Robert McCammon,Pocket Books,2016-7-26,Hardcover,928.0,4.6
Skin Game (Dresden Files),Jim Butcher,Roc,2015-3-3,Kindle,608.0,4.8
Cold Days (Dresden Files),Jim Butcher,Roc,2013-9-3,Paperback,640.0,4.8
Parable of the Talents (Earthseed),Octavia E. Butler,Grand Central Publishing,2000-1-1,Kindle,424.0,4.5
Full Wolf Moon: A Novel (Jeremy Logan Series),Lincoln Child,Anchor,2018-2-6,Paperback,304.0,4.1
The Cartel 5: La Bella Mafia,,Urban Books,2016-12-27,Hardcover,304.0,4.6
Cryptonomicon,Neal Stephenson,William Morrow Paperbacks,2000-5-3,Kindle,928.0,4.3
Perfume: The Story of a Murderer,Patrick Suskind,Vintage,2001-2-13,Hardcover,255.0,4.1
It Takes a Coven (A Witch City Mystery),Carol J. Perry,Kensington,2018-2-27,Paperback,384.0,4.7
Odd Thomas: An Odd Thomas Novel,Dean Koontz,Bantam,2012-4-24,Paperback,480.0,4.5
"Day Shift (A Novel of Midnight, Texas)",Charlaine Harris,Ace,2016-3-29,Hardcover,400.0,4.6
"The Atlantis World (The Origin Mystery, Book 3)",A.G. Riddle,Riddle Inc.,2014-5-15,Hardcover,304.0,4.3
John Dies at the End,David Wong,St. Martin's Griffin,2012-12-24,Hardcover,496.0,4.3
The Angel Experiment: A Maximum Ride Novel (Book 1),James Patterson,jimmy patterson,2007-4-1,Paperback,464.0,4.4
Waking Gods: Book Two of The Themis Files,Sylvain Neuvel,Del Rey,2018-3-13,Hardcover,352.0,4.3
A Clockwork Orange,Anthony Burgess,W. W. Norton & Company,1995-4-17,Kindle,213.0,4.3
"Club Dead (Sookie Stackhouse/True Blood, Book 3)",Charlaine Harris,Ace Books,2003-4-29,Paperback,258.0,4.5
Dead Ever After (Sookie Stackhouse/True Blood),Charlaine Harris,Ace,2014-3-25,Hardcover,368.0,3.4
Underground Airlines,Ben Winters,Mulholland Books,2017-7-18,Kindle,336.0,4.0
The Satanic Verses: A Novel,Salman Rushdie,Random House Trade Paperbacks,2008-3-11,Kindle,576.0,3.6
HEX,Thomas Olde Heuvelt,Tor Books,2017-4-4,Paperback,384.0,4.1
The City & The City: A Novel (Random House Reader's Circle),China Miéville,Del Rey,2010-4-27,Paperback,352.0,3.9
Rising Tide: Dark Innocence (The Maura DeLuca Trilogy) (Volume 1),Claudette Melanson,CreateSpace Independent Publishing Platform,2014-2-18,Hardcover,240.0,4.6
Shades of Wicked: A Night Rebel Novel,Jeaniene Frost,Avon,2018-10-30,Kindle,384.0,
Severed Souls: A Richard and Kahlan Novel,Terry Goodkind,Tor Fantasy,2015-6-30,Paperback,640.0,4.1
"Deadlocked (Sookie Stackhouse/True Blood, Book 12)",Charlaine Harris,Ace,2013-3-26,Hardcover,352.0,3.8
Six Wakes,Mur Lafferty,Orbit,2017-1-31,Hardcover,400.0,4.3
The Cartel,,Urban Books,2017-2-28,Hardcover,288.0,4.7
The Cartel 2: Tale of the Murda Mamas,,Urban Books,2017-3-28,Hardcover,288.0,4.7
Saint Odd: An Odd Thomas Novel,Dean Koontz,Bantam,2015-11-3,Paperback,480.0,4.6
Forever Odd: An Odd Thomas Novel,Dean Koontz,Bantam Books,2012-4-24,Paperback,383.0,4.3
Wait for Dark (A Bishop/SCU Novel),Kay Hooper,Berkley,2018-3-6,Kindle,352.0,4.5
Shadows of the Stone Benders (The Anlon Cully Chronicles) (Volume 1),K Patrick Donoghue,"Leaping Leopard Enterprises, LLC",2016-5-14,Paperback,316.0,4.1
Skeleton Crew: Stories,Stephen King,Scribner,2016-12-6,Kindle,672.0,4.5
The Yiddish Policemen's Union: A Novel (P.S.),Michael Chabon,Harper Perennial,2008-4-29,Hardcover,464.0,3.8
Fallen Five (The Lightkeepers),Erica Spindler,Double Shot Press,2018-2-13,Hardcover,260.0,4.8
"Dead Reckoning (Sookie Stackhouse/True Blood, Book 11)",Charlaine Harris,Ace,2012-3-27,Paperback,368.0,3.8
The Myth Manifestation: A SPI Files Novel (Volume 5),Lisa Shearin,NLA Digital LLC,2018-1-16,Kindle,300.0,4.7
"This Book Is Full of Spiders: Seriously, Dude, Don't Touch It (John Dies at the End)",David Wong,St. Martin's Griffin,2013-10-8,Paperback,464.0,4.7
Lost in a Good Book (A Thursday Next Novel),Jasper Fforde,Penguin Books,2004-2-24,Hardcover,399.0,4.4
The Rook,Daniel O'Malley,Back Bay Books,2012-0-0,Hardcover,512.0,4.4
First Grave on the Right (Charley Davidson Series),Darynda Jones,St. Martin's Paperbacks,,Kindle,315.0,4.5
"The Four Legendary Kingdoms (Jack West, Jr.)",Matthew Reilly,Pocket Books,2018-2-27,Paperback,464.0,4.7
Dead to the World (Sookie Stackhouse/True Blood),Charlaine Harris,Ace Books,2005-5-3,Kindle,310.0,4.6
HMS Ulysses,Alistair MacLean,Harper Collins,2004-11-1,Hardcover,480.0,4.5
Immortally Yours: An Argeneau Novel,Lynsay Sands,Avon,2017-9-26,Hardcover,400.0,4.6
Chest of Souls Book One,Michelle Erickson,lulu.com,2012-12-31,Hardcover,400.0,4.5
The Gods Themselves,Isaac Asimov,Spectra,1990-9-4,Hardcover,304.0,4.4
Odd Hours: An Odd Thomas Novel,Dean Koontz,Bantam,2009-4-28,Paperback,432.0,4.4
"The Vampire Lestat (Vampire Chronicles, Book II)",Anne Rice,Ballantine Books,1986-9-12,Kindle,576.0,4.5
Second Grave on the Left,Darynda Jones,St. Martin's Paperbacks,2012-0-0,Paperback,336.0,4.7
Amberlough: Book 1 in the Amberlough Dossier,Lara Elena Donnelly,Tor Books,2018-2-13,Hardcover,416.0,4.9
Departure,A. G. Riddle,Harper Voyager,2016-7-5,Hardcover,336.0,4.2
Dirk Gently's Holistic Detective Agency,Douglas Adams,Gallery Books,2014-10-7,Paperback,272.0,4.3
Heart-Shaped Box,Joe Hill,William Morrow Paperbacks,2009-0-0,Paperback,400.0,4.3
The Secret Sex Life of Angels: Mysteries of Isis,I. J. Weinstock,DreaMaster,2016-9-2,Hardcover,316.0,4.5
The First Fifteen Lives of Harry August,Claire North,Redhook,2014-10-21,Hardcover,432.0,4.4
Written in Fire (The Brilliance Trilogy),Marcus Sakey,Thomas & Mercer,2016-1-12,Hardcover,345.0,4.5
"Definitely Dead (Sookie Stackhouse/True Blood, Book 6)",Charlaine Harris,Ace,2007-3-27,Hardcover,342.0,4.5
Into the Fire: A Night Prince Novel,Jeaniene Frost,Avon,2017-2-28,Kindle,384.0,4.4
Crystal Gardens (Ladies of Lantern Street Novels),Amanda Quick,Berkley,2013-3-26,Hardcover,400.0,4.3
The Soul Summoner (Volume 1),Elicia Hyder,Forge Creek Press,2015-10-24,Hardcover,314.0,4.6
Boy's Life,Robert McCammon,Pocket Books,1992-5-1,Kindle,608.0,4.7
A Wild Sheep Chase: A Novel,Haruki Murakami,Vintage,2002-4-9,Kindle,353.0,4.3
"The Killing Dance (Anita Blake, Vampire Hunter, Book 6)",Laurell K. Hamilton,Berkley,2002-9-24,Paperback,400.0,4.6
Sekret Machines Book 1: Chasing Shadows,Tom DeLonge,To the Stars,2017-2-28,Paperback,704.0,4.4
Count Zero,William Gibson,Ace,1987-4-1,Kindle,246.0,4.4
Midnight Riot (Rivers of London),Ben Aaronovitch,Del Rey,2011-2-1,Kindle,320.0,4.4
City of Stairs (The Divine Cities),Robert Jackson Bennett,Broadway Books,2014-9-9,Hardcover,464.0,4.4
The All Souls Trilogy Boxed Set,Deborah Harkness,Penguin Books,2015-5-26,Paperback,1760.0,4.6
The Eyre Affair: A Thursday Next Novel,Jasper Fforde,Penguin Books,2003-2-25,Hardcover,400.0,4.1
Pop Goes the Weasel (Alex Cross),James Patterson,Grand Central Publishing,2000-10-1,Hardcover,480.0,4.4
From Dead to Worse (Sookie Stackhouse/True Blood),Charlaine Harris,Ace Books,2009-3-31,Paperback,321.0,4.4
The Exorcist: 40th Anniversary Edition,William Peter Blatty,Harper Paperbacks,2011-10-4,Paperback,400.0,4.5
Map of Bones (Sigma Force),James Rollins,HarperCollins,2011-4-26,Kindle,656.0,4.4
Eighth Grave After Dark: A Novel (Charley Davidson Series),Darynda Jones,St. Martin's Paperbacks,2015-10-6,Hardcover,320.0,4.7
The Dirt on Ninth Grave: A Novel (Charley Davidson Series),Darynda Jones,St. Martin's Paperbacks,2016-5-31,Kindle,384.0,4.7
Fourth Grave Beneath My Feet (Charley Davidson Series),Darynda Jones,St. Martin's Paperbacks,2013-3-26,Hardcover,368.0,4.8
"Bloody Bones (Anita Blake, Vampire Hunter, Book 5)",Laurell K. Hamilton,Berkley,2002-9-26,Hardcover,384.0,4.6
Killing in C Sharp (A Gethsemane Brown Mystery) (Volume 3),Alexia Gordon,Henery Press,2018-3-6,Hardcover,288.0,4.3
Power Game (A GhostWalker Novel),Christine Feehan,Berkley,2017-6-20,Hardcover,400.0,4.8
The Family Business 3: A Family Business Novel,Carl Weber,Urban Books,2017-9-26,Paperback,384.0,4.7
Anathem,Neal Stephenson,Harper,2009-8-25,Kindle,1008.0,4.2
Seventh Grave and No Body (Charley Davidson),Darynda Jones,St. Martin's,2015-5-5,Paperback,384.0,4.8
"BAKEMONOGATARI, Part 2: Monster Tale",NISIOISIN,Vertical,2017-2-28,Hardcover,330.0,4.8
Sputnik Sweetheart: A Novel,Haruki Murakami,Vintage,2002-4-9,Kindle,210.0,4.3
All Together Dead (Sookie Stackhouse/True Blood),Charlaine Harris,Ace Books,2008-3-25,Kindle,342.0,4.5
The Running Man: A Novel,Stephen King,Pocket Books,2016-4-19,Paperback,416.0,4.3
Brother Odd: An Odd Thomas Novel,Dean Koontz,Bantam,2012-4-24,Paperback,464.0,4.5
Wicked Appetite (Lizzy and Diesel),Janet Evanovich,St. Martin's Paperbacks,2011-8-16,Kindle,352.0,4.1
Innocence (with bonus short story Wilderness): A Novel,Dean Koontz,Bantam,2014-11-25,Paperback,480.0,4.2
The Troop: A Novel,Nick Cutter,Gallery Books,2016-8-16,Hardcover,384.0,4.1
Prince Lestat: The Vampire Chronicles,Anne Rice,Anchor,2015-7-7,Kindle,608.0,4.2
The Dark Tower 8-Book Boxed Set,Stephen King,Scribner,2016-12-6,Paperback,4720.0,4.7
The Book of the Unnamed Midwife (The Road to Nowhere),Meg Elison,47North,2016-10-11,Hardcover,300.0,4.3
Frankenstein: Prodigal Son: A Novel,Dean Koontz,Bantam,2009-7-28,Paperback,496.0,4.2
The Syndicate 3: Carl Weber Presents,Brick,Urban Books,2017-10-31,Paperback,288.0,4.9
Angel: A Maximum Ride Novel,James Patterson,jimmy patterson,2012-2-7,Paperback,352.0,4.4
Fang: A Maximum Ride Novel,James Patterson,jimmy patterson,2011-1-4,Paperback,368.0,4.5
Ashley Bell: A Novel,Dean Koontz,Bantam,2016-9-27,Paperback,768.0,3.9
"Circus of the Damned (Anita Blake, Vampire Hunter, Book 3)",Laurell K. Hamilton,Berkley,2002-9-24,Kindle,336.0,4.6
My Name Is Red,Orhan Pamuk,Vintage,2002-8-27,Kindle,432.0,3.9
The Magician's Diary (Glass and Steele),C.J. Archer,C.J. Archer,2017-11-7,Hardcover,338.0,4.5
Nevermore: A Maximum Ride Novel,James Patterson,jimmy patterson,2014-2-25,Kindle,368.0,4.1
Going After Cacciato,Tim O'Brien,Broadway Books,1999-9-1,Kindle,352.0,3.9
Key of light / Key of Knowledge / Key of Valor (Key Trilogy),Nora Roberts,Berkley,2004-9-28,Hardcover,,4.7
"BAKEMONOGATARI, Part 3: Monster Tale",NISIOISIN,Vertical,2017-4-25,Paperback,226.0,5.0
The Templar Legacy: A Novel (Cotton Malone),Steve Berry,Ballantine Books,2007-11-27,Hardcover,544.0,4.1
Andromeda's Catch,G.N. Abernethy,Independently published,2018-3-2,Kindle,259.0,
Taltos (Lives of Mayfair Witches),Anne Rice,Ballantine Books,1996-3-31,Paperback,576.0,4.1
The Cartel Deluxe Edition: Books 1-3,,Urban Books,2018-1-30,Kindle,400.0,
Bound by Sorcery: A New Adult Urban Fantasy (The Half-Goddess Chronicles) (Volume 1),Antara Mann,CreateSpace Independent Publishing Platform,2017-9-8,Hardcover,412.0,3.8
The Girl On Legare Street (Tradd Street),Karen White,Berkley,2009-11-3,Hardcover,335.0,4.6
"Burnt Offerings (Anita Blake, Vampire Hunter, Book 7)",Laurell K. Hamilton,Berkley,2002-9-24,Hardcover,400.0,4.5
Red (Circle Trilogy),Ted Dekker,Thomas Nelson,2012-2-3,Kindle,528.0,4.7
Witch & Wizard,James Patterson,jimmy patterson,2011-3-1,Hardcover,368.0,4.1
Extinction War (The Extinction Cycle),Nicholas Sansbury Smith,Orbit,2017-11-28,Hardcover,464.0,4.9
El coronel no tiene quien le escriba (Spanish Edition),Gabriel García Márquez,Vintage Espanol,2010-4-13,Hardcover,112.0,4.4
"The Queen of the Damned (The Vampire Chronicles, No. 3)",Anne Rice,Ballantine Books,1989-9-13,Hardcover,512.0,4.3
The Bourne Ultimatum: Jason Bourne Book #3,Robert Ludlum,Bantam,2012-6-26,Kindle,752.0,3.9
House of Wolves: (A Paranormal Urban Fantasy) (The Vampire Project),Jonathan Yanez,Independently published,2017-7-22,Kindle,306.0,4.3
Lock In: A Novel of the Near Future,John Scalzi,Tor Science Fiction,2015-8-4,Paperback,336.0,4.2
City of Miracles (The Divine Cities),Robert Jackson Bennett,Broadway Books,2017-5-2,Hardcover,464.0,4.7
The Devil and Miss Prym: A Novel of Temptation (P.S.),Paulo Coelho,Harper Perennial,2007-4-10,Paperback,240.0,4.3
Memnoch the Devil (Vampire Chronicles),Anne Rice,Ballantine Books,1997-5-28,Paperback,448.0,4.1
Dreamcatcher: A Novel,Stephen King,Pocket Books,2017-2-28,Paperback,880.0,4.0
"Obsidian Butterfly (An Anita Blake, Vampire Hunter, Book 9)",Laurell K. Hamilton,Berkley,2002-9-24,Hardcover,608.0,4.4
Eileen: A Novel,Ottessa Moshfegh,Penguin Books,2016-8-16,Hardcover,272.0,3.4
The Witching Hour (Lives of Mayfair Witches),Anne Rice,Ballantine Books,1993-3-22,Kindle,1056.0,4.4
"Dead Beat (The Dresden Files, Book 7)",Jim Butcher,Roc,2006-5-2,Paperback,528.0,4.7
Prince Lestat and the Realms of Atlantis: The Vampire Chronicles,Anne Rice,Anchor,2017-5-30,Kindle,560.0,4.3
"The Atlantis Plague: A Thriller (The Origin Mystery, Book 2)",A.G. Riddle,Riddle Inc.,2013-11-18,Kindle,432.0,4.3
"Living Dead in Dallas (Sookie Stackhouse/True Blood, Book 2)",Charlaine Harris,Ace Books,2002-3-26,Kindle,291.0,4.4
The Haunting of Hill House (Penguin Classics),Shirley Jackson,Penguin Classics,2006-11-28,Paperback,208.0,3.9
Interview with the Vampire,Anne Rice,Ballantine Books,1991-9-13,Paperback,368.0,4.4
Lost Horizon: A Novel,James Hilton,Harper Perennial,2012-4-3,Hardcover,272.0,4.5
"BAKEMONOGATARI, Part 1: Monster Tale",NISIOISIN,Vertical,2016-12-20,Kindle,240.0,4.7
"Wit'ch Fire (The Banned and the Banished, Book 1)",James Clemens,Del Rey,1998-5-26,Hardcover,439.0,4.1
NOS4A2: A Novel,Joe Hill,William Morrow Paperbacks,2013-10-15,Paperback,720.0,4.4
Odd Interlude: A Special Odd Thomas Adventure,Dean Koontz,Bantam,2013-1-1,Hardcover,304.0,4.6
Lord John and the Private Matter: A Novel (Lord John Grey),Diana Gabaldon,Delta,2004-10-26,Hardcover,305.0,4.1
Dead in the Family (Sookie Stackhouse/True Blood),Charlaine Harris,Ace,2011-3-29,Paperback,368.0,3.9
Third Grave Dead Ahead (Charley Davidson Series),Darynda Jones,St. Martin's Paperbacks,2012-10-30,Hardcover,368.0,4.7
The Merging (Las Vegas Paranormal Police Department) (Volume 1),John P. Logsdon,CreateSpace Independent Publishing Platform,2017-9-13,Kindle,204.0,4.6
Fifth Grave Past the Light (Charley Davidson Series),Darynda Jones,St. Martin's Paperbacks,2013-12-31,Hardcover,352.0,4.8
A Monstrous Regiment of Women: A Novel of Suspense Featuring Mary Russell and Sherlock Holmes (A Mary Russell Mystery),Laurie R. King,Picador,2007-10-2,Kindle,304.0,4.4
The Third Gate (Jeremy Logan Series),Lincoln Child,Anchor Books,2013-2-26,Hardcover,403.0,4.0
Named of the Dragon,Susanna Kearsley,Sourcebooks Landmark,2015-10-6,Kindle,336.0,4.2
Black Order (Sigma Force),James Rollins,Harper,2011-4-26,Paperback,640.0,4.5
The Memory Painter: A Novel of Love and Reincarnation,Gwendolyn Womack,Picador,2016-7-5,Paperback,336.0,4.4
Fever Dream: A Novel,Megan McDowell,Riverhead Books,2018-3-6,Kindle,192.0,3.7
"South of the Border, West of the Sun: A Novel",Haruki Murakami,Vintage,2000-3-14,Hardcover,213.0,4.2
"Tilting the Balance (Worldwar Series, Volume 2)",Harry Turtledove,Del Rey,1995-12-30,Paperback,608.0,4.0
Stolen (Women of the Otherworld),Kelley Armstrong,Plume,2010-6-29,Kindle,564.0,4.3
"Dead and Alive: A Novel (Dean Koontz's Frankenstein, Book 3)",Dean Koontz,Bantam,2009-7-28,Kindle,352.0,4.2
"NISEMONOGATARI, Part 2: Fake Tale",NISIOISIN,Vertical,2017-8-29,Kindle,298.0,4.1
"Grave Secret (Harper Connelly Mysteries, Book 4)",Charlaine Harris,Berkley,2010-11-2,Hardcover,288.0,4.4
The Tale of the Body Thief (Vampire Chronicles),Anne Rice,Ballantine Books,1993-9-1,Paperback,448.0,4.4
Strangers,Dean Koontz,Berkley,2002-10-1,Hardcover,704.0,4.4
Murder with Lemon Tea Cakes (A Daisy's Tea Garden Mystery),Karen Rose Smith,Kensington,2017-12-26,Hardcover,320.0,4.8
"NISEMONOGATARI, Part 1: Fake Tale",NISIOISIN,Vertical,2017-6-27,Paperback,306.0,4.5
The Knight in Rusty Armor,Robert Fisher,Wilshire Book Co.,,Hardcover,74.0,4.6
Moon Over Soho (Rivers of London),Ben Aaronovitch,Del Rey,2011-3-1,Hardcover,288.0,4.4
"The Lunatic Cafe (Anita Blake, Vampire Hunter, Book 4)",Laurell K. Hamilton,Berkley,2002-9-24,Kindle,384.0,4.5
Oleander House (Bay City Paranormal Investigations),Ally Blue,Samhain Publishing,2007-4-1,Hardcover,228.0,3.5
The End of the World Running Club,Adrian J. Walker,Sourcebooks Landmark,2017-9-5,Kindle,464.0,4.5
Grave Errors (A Witch City Mystery),Carol J. Perry,Kensington,2017-8-29,Hardcover,364.0,4.6
Immortal Ever After: An Argeneau Novel (Argeneau Vampire),Lynsay Sands,Avon,2013-2-26,Kindle,384.0,4.6
The Wolf Gift: The Wolf Gift Chronicles (1),Anne Rice,Anchor,2013-1-29,Kindle,528.0,4.1
Warm Bodies: A Novel (The Warm Bodies Series),Isaac Marion,Atria/Emily Bestler Books,2012-12-25,Kindle,256.0,4.5
The Forgotten Room (Jeremy Logan Series),Lincoln Child,Anchor,2016-5-31,Paperback,400.0,4.1
City of Blades (The Divine Cities),Robert Jackson Bennett,Broadway Books,2016-1-26,Hardcover,496.0,4.5
Foxglove Summer (Rivers of London),Ben Aaronovitch,DAW,2015-1-6,Paperback,336.0,4.4
Bitten (Otherworld),Kelley Armstrong,Plume,2010-6-29,Paperback,544.0,4.2
After Dark (Vintage International),Haruki Murakami,Vintage,2008-4-29,Paperback,256.0,4.0
The Water Knife,Paolo Bacigalupi,Vintage,2016-4-5,Paperback,384.0,4.1
"Archangel's Kiss (Guild Hunter, Book 2)",Nalini Singh,Berkley,2010-2-2,Kindle,352.0,4.5
Sphere,Michael Crichton,Harper,2011-3-29,Hardcover,544.0,4.1
Cold Spectrum (Harmony Black Series),Craig Schaefer,47North,2017-10-31,Hardcover,336.0,4.7
"Crave (Fallen Angels, Book 2)",J.R. Ward,Berkley,2010-10-5,Paperback,480.0,4.4
"Blue Moon (Anita Blake, Vampire Hunter, Book 8)",Laurell K. Hamilton,Berkley,2002-9-24,Hardcover,432.0,4.4
Valhalla Rising (Dirk Pitt),Clive Cussler,G.P. Putnam's Sons,2002-7-30,Kindle,531.0,4.5
The Punch Escrow,Tal M. Klein,Geek & Sundry,2017-7-25,Paperback,356.0,4.1
The Mummy or Ramses the Damned,Anne Rice,Ballantine Books,1991-9-13,Hardcover,416.0,4.5
Black House (Pocket Books Fiction),Stephen King,Pocket Books,2012-11-27,Paperback,848.0,4.4
"Kiss Kiss, Bang Bang (Urban Books)",,Urban Books,2012-4-1,Paperback,304.0,4.5
Borderline (The Arcadia Project),Mishell Baker,Saga Press,2016-3-1,Kindle,400.0,4.4
The Coroner's Lunch (A Dr. Siri Paiboun Mystery),Colin Cotterill,Soho Crime,2015-4-7,Kindle,304.0,4.3
The Immortal Hunter: A Rogue Hunter Novel (Argeneau Vampire),Lynsay Sands,Avon,2009-3-31,Paperback,368.0,4.4
A Murder in Time: A Novel (Kendra Donovan Mysteries),Julie McElwain,Pegasus Books,2017-4-11,Kindle,320.0,4.3
Spider Game (GhostWalkers),Christine Feehan,Berkley,2016-1-26,Hardcover,464.0,3.8
