_id,ltable_ID,rtable_ID,ltable_Name,ltable_Author,ltable_Publisher,ltable_Publishing_Date,ltable_Format,ltable_Pages,ltable_Rating,rtable_Name,rtable_Author,rtable_Publisher,rtable_Publishing_Date,rtable_Format,rtable_Pages,rtable_Rating
244,655,2195,Great Short Novels of Adult Fantasy,Lin Carter,Ballantine Books,,Paperback,248.0,4.0,Discoveries In Fantasy,Lin Carter,,,,243.0,3.81
245,636,2198,The Year's Best Dark Fantasy & Horror 2015 Edition,Paula Guran,Prime Books,2015-6-23,Paperback,576.0,3.5,"The Year's Best Dark Fantasy & Horror, 2015 Edition",Paula Guran,Prime Books,2015-07-03,Kindle Edition,576.0,3.61
251,796,2229,"The Year's Best Science Fiction & Fantasy, 2009 Edition (Year's Best Science Fiction and Fantasy)",Rich Horton,Prime Books,2010-1-5,Hardcover,544.0,3.7,"The Year's Best Science Fiction & Fantasy, 2013",Rich Horton,Prime Books,2013-07-02,Paperback,573.0,3.73
259,227,2274,Animals Real and Imagined: Fantasy of What Is and What Might Be,Terryl Whitlatch,Design Studio Press,2010-12-1,Kindle,160.0,4.8,Animals Real and Imagined: The Fantasy of What Is and What Might Be,Terryl Whitlatch,Design Studio Press,2010-12-01,Paperback,159.0,4.55
260,2091,2286,The Tell-Tale Heart (Bantam Classics),Edgar Allan Poe,Bantam Classics,1983-2-1,Paperback,448.0,4.4,Edgar Allan Poe Collection (Adventure Classics),Edgar Allan Poe,HarperFestival (NY),2005-08-01,Paperback,,4.52
262,1059,2301,Sweet Life 2: Erotic Fantasies for Couples,Violet Blue,Cleis Press,,Paperback,225.0,3.6,Sweet Life: Erotic Fantasies for Couples,Violet Blue,Cleis Press,2001-10-12,Paperback,225.0,3.96
265,611,2345,"The Very Best of Fantasy & Science Fiction, Volume 2",Gordon Van Gelder,Tachyon Publications,2014-7-15,Paperback,432.0,4.2,The Very Best of Fantasy & Science Fiction: Sixtieth Anniversary Anthology,Gordon Van Gelder,Tachyon Publications,2009-09-01,Paperback,475.0,4.19
266,796,2375,"The Year's Best Science Fiction & Fantasy, 2009 Edition (Year's Best Science Fiction and Fantasy)",Rich Horton,Prime Books,2010-1-5,Hardcover,544.0,3.7,"The Year's Best Science Fiction & Fantasy, 2014",Rich Horton,Prime Books,2014-06-10,Paperback,575.0,3.65
267,527,2375,8: The Year's Best Science Fiction & Fantasy 2016 Edition (Year's Best Science Fiction and Fantasy),Rich Horton,Prime Books,2016-6-21,Hardcover,576.0,3.9,"The Year's Best Science Fiction & Fantasy, 2014",Rich Horton,Prime Books,2014-06-10,Paperback,575.0,3.65
269,60,2378,Final Fantasy Anthology Official Strategy Guide (Brady Games),David Cassady,Brady Games,1999-11-4,Kindle,288.0,4.5,Final Fantasy VIII Official Strategy Guide,David Cassady,BradyGames,1999-08-31,Paperback,272.0,4.25
271,478,2378,Final Fantasy VII Official Strategy Guide (Official Strategy Guides) (v. 2),David Cassady,BRADY GAMES,1998-6-12,Kindle,320.0,4.3,Final Fantasy VIII Official Strategy Guide,David Cassady,BradyGames,1999-08-31,Paperback,272.0,4.25
273,852,2387,The Year's Best Fantasy and Horror: Eighteenth Annual Collection (Year's Best Fantasy & Horror (Paperback)),Ellen Datlow,St. Martin's Griffin,2005-8-1,Kindle,608.0,3.8,The Year's Best Fantasy and Horror Fourth Annual Collection,Ellen Datlow,St Martins Press,1991-06-01,Hardcover,552.0,4.11
279,232,2418,Final Fantasy XII: The Complete Guide,Piggyback,Piggyback Interactive,2007-0-0,Paperback,340.0,5.0,Final Fantasy XIII-2: The Complete Official Guide,Piggyback,Prima Games,2012-01-31,Paperback,304.0,4.36
281,144,2420,The Guide to Writing Fantasy and Science Fiction: 6 Steps to Writing and Publishing Your Bestseller!,Philip Athans,Adams Media,2010-7-18,Kindle,256.0,4.0,The Guide to Writing Fantasy and Science Fiction: 6 Steps to Writing and Publishing Your Bestseller!,Philip Athans,Adams Media,2010-07-18,Paperback,256.0,3.92
282,852,2423,The Year's Best Fantasy and Horror: Eighteenth Annual Collection (Year's Best Fantasy & Horror (Paperback)),Ellen Datlow,St. Martin's Griffin,2005-8-1,Kindle,608.0,3.8,The Year's Best Fantasy and Horror 2008: Twenty-First Annual Collection,Ellen Datlow,Griffin,2008-09-30,Paperback,571.0,3.92
284,2224,2430,The Rose and the Thorn (The Riyria Chronicles),Michael J. Sullivan,Orbit,2013-9-17,Hardcover,384.0,4.7,"La Tour elfique: Les Révélations de Riyria, T2 (Fantasy)",Michael J. Sullivan,Milady,2012-12-14,Kindle Edition,482.0,4.3
286,171,2431,John Howe Fantasy Drawing Workshop,John Howe,IMPACT,2009-10-29,Paperback,128.0,4.4,Fantasy Drawing Workshop,John Howe,Impact,2009-10-01,Paperback,128.0,4.19
287,483,2431,John Howe Fantasy Art Workshop,John Howe,Impact,2007-10-14,Hardcover,128.0,4.3,Fantasy Drawing Workshop,John Howe,Impact,2009-10-01,Paperback,128.0,4.19
288,1038,2462,Raptor: Urban Fantasy Noir (Volume 1),B.A. Bostick,Enchanted Indie Press,2017-4-23,Paperback,522.0,4.5,Raptor: Urban Fantasy Noir,B.A. Bostick,Enchanted Indie Press,2017-06-26,Kindle Edition,525.0,4.43
291,2637,2500,Stormrider (Rigante),David Gemmell,Del Rey,2003-3-4,Kindle,512.0,4.2,"L'Épée de l'Orage: Rigante, T1 (Fantasy)",David Gemmell,Bragelonne,2013-11-08,Kindle Edition,377.0,4.24
292,2779,2500,"Sword in the Storm (The Rigante Series, Book 1)",David Gemmell,Del Rey,2001-1-30,Hardcover,439.0,4.3,"L'Épée de l'Orage: Rigante, T1 (Fantasy)",David Gemmell,Bragelonne,2013-11-08,Kindle Edition,377.0,4.24
293,395,2501,"Male Fantasies, Vol. 1: Women, Floods, Bodies, History (Theory and History of Literature, Vol. 22) (Volume 1)",Klaus Theweleit,Univ Of Minnesota Press,1987-4-1,Paperback,544.0,3.5,"Male Fantasies: Volume 1: Women, Floods, Bodies, History",Klaus Theweleit,Univ Of Minnesota Press,1987-04-01,Paperback,544.0,4.19
298,595,2570,Private Fantasies (Harlequin Temptation No. 682),Janelle Denison,Harlequin,1998-4-1,Paperback,217.0,3.2,Seductive Fantasy (Fantasies Inc.),Janelle Denison,harlequin,2001-05-01,Paperback,224.0,3.69
300,527,2571,8: The Year's Best Science Fiction & Fantasy 2016 Edition (Year's Best Science Fiction and Fantasy),Rich Horton,Prime Books,2016-6-21,Hardcover,576.0,3.9,"The Year's Best Science Fiction & Fantasy, 2012",Rich Horton,Prime Books,2012-07-04,Paperback,544.0,3.69
301,1058,2577,The Mammoth Book of Comic Fantasy (Mammoth Books),Mike Ashley,Running Press,1998-5-10,Hardcover,512.0,1.9,The Mammoth Book of Awesome Comic Fantasy,Mike Ashley,Running Press Book Publishers,2001-05-15,Paperback,512.0,3.61
302,1222,2578,"The Best Science Fiction and Fantasy of the Year, Vol. 3",Jonathan Strahan,Night Shade Books,2009-5-1,Kindle,478.0,3.8,"The Best Science Fiction and Fantasy of the Year, Volume 9",Jonathan Strahan,Solaris,2015-05-12,Paperback,624.0,3.85
303,796,2581,"The Year's Best Science Fiction & Fantasy, 2009 Edition (Year's Best Science Fiction and Fantasy)",Rich Horton,Prime Books,2010-1-5,Hardcover,544.0,3.7,"The Year's Best Science Fiction & Fantasy, 2009",Rich Horton,Prime Books,2009-12-23,Paperback,541.0,3.77
309,16,2615,Grimgar of Fantasy and Ash (Light Novel) Vol. 3,Ao Jyumonji,Seven Seas,2017-10-10,Kindle,280.0,4.8,Grimgar of Fantasy and Ash: Volume 3,Ao Jyumonji,J-Novel Club,2017-04-22,Kindle Edition,280.0,4.26
311,402,2615,"Grimgar of Fantasy and Ash, Vol. 3 (manga) (Grimgar of Fantasy and Ash (manga))",Ao Jyumonji,Yen Press,2018-2-6,Paperback,242.0,,Grimgar of Fantasy and Ash: Volume 3,Ao Jyumonji,J-Novel Club,2017-04-22,Kindle Edition,280.0,4.26
316,13,2615,Grimgar of Fantasy and Ash (Light Novel) Vol. 1,Ao Jyumonji,Seven Seas,2017-6-6,Paperback,280.0,4.3,Grimgar of Fantasy and Ash: Volume 3,Ao Jyumonji,J-Novel Club,2017-04-22,Kindle Edition,280.0,4.26
319,663,2616,Final Fantasy X-2: The Official Guide,Piggyback,Piggyback Interactive,2004-2-1,Kindle,242.0,3.6,Final Fantasy XIII: Complete Official Guide - Collector's Edition,Piggyback,Piggyback,2010-03-09,Hardcover,272.0,4.33
324,60,2622,Final Fantasy Anthology Official Strategy Guide (Brady Games),David Cassady,Brady Games,1999-11-4,Kindle,288.0,4.5,Final Fantasy XII: Signature Series Guide,David Cassady,Brady Games,2006-10-31,Paperback,352.0,4.2
325,401,2622,"Official Final Fantasy VII Strategy Guide, Playstation Version (v. 1)",David Cassady,BRADY GAMES,1997-8-28,Paperback,224.0,4.3,Final Fantasy XII: Signature Series Guide,David Cassady,Brady Games,2006-10-31,Paperback,352.0,4.2
326,478,2622,Final Fantasy VII Official Strategy Guide (Official Strategy Guides) (v. 2),David Cassady,BRADY GAMES,1998-6-12,Kindle,320.0,4.3,Final Fantasy XII: Signature Series Guide,David Cassady,Brady Games,2006-10-31,Paperback,352.0,4.2
330,2220,2652,The Black Company (Chronicles of The Black Company #1),Glen Cook,Tor Fantasy,1992-3-15,Paperback,320.0,3.9,The Black Company 2 - Todesschatten: Ein Dark-Fantasy-Roman von Kult Autor Glen Cook,Glen Cook,Mantikore-Verlag,2016-04-03,Kindle Edition,400.0,4.16
333,439,2659,Fighting Fantasy: House of Hell,Steve Jackson,Scholastic,2017-9-7,Paperback,300.0,5.0,Titan: The Fighting Fantasy World,Steve   Jackson,Puffin Books,1986-10-30,Paperback,,3.95
336,101,2693,Fantasy,Ben Fama,Ugly Duckling Presse,2015-4-1,Kindle,88.0,4.5,Fantasy,Ben Fama,Ugly Duckling Presse,2015-04-01,Paperback,88.0,4.18
341,106,2719,Final Fantasy Chronicles Official Strategy Guide: Chrono Trigger and Final Fantasy 4,Dan Birlew,Brady Games,2001-7-2,Hardcover,160.0,4.5,FINAL FANTASY X Official Strategy Guide,Dan Birlew,BradyGames,2001-12-17,Paperback,272.0,4.26
345,619,2733,"Fantasy Freaks and Gaming Geeks: An Epic Quest For Reality Among Role Players, Online Gamers, And Other Dwellers Of Imaginary Realms",Ethan Gilsdorf,Lyons Press,2010-9-1,Hardcover,336.0,3.7,"Fantasy Freaks and Gaming Geeks: An Epic Quest for Reality Among Role Players, Online Gamers, and Other Dwellers of Imaginary Realms",Ethan Gilsdorf,Lyons Press,2009-09-01,Hardcover,336.0,3.29
346,796,2734,"The Year's Best Science Fiction & Fantasy, 2009 Edition (Year's Best Science Fiction and Fantasy)",Rich Horton,Prime Books,2010-1-5,Hardcover,544.0,3.7,"The Year's Best Science Fiction and Fantasy, 2011 Edition",Rich Horton,Prime Books,2011-06-01,Kindle Edition,544.0,3.58
347,527,2734,8: The Year's Best Science Fiction & Fantasy 2016 Edition (Year's Best Science Fiction and Fantasy),Rich Horton,Prime Books,2016-6-21,Hardcover,576.0,3.9,"The Year's Best Science Fiction and Fantasy, 2011 Edition",Rich Horton,Prime Books,2011-06-01,Kindle Edition,544.0,3.58
348,487,2762,Final Fantasy Type-0,Hiroki Chiba,Yen Press,2015-9-22,Kindle,192.0,4.3,Final Fantasy Type-0,Hiroki Chiba,Yen Press,2015-09-22,Paperback,192.0,3.24
349,1222,2764,"The Best Science Fiction and Fantasy of the Year, Vol. 3",Jonathan Strahan,Night Shade Books,2009-5-1,Kindle,478.0,3.8,"The Best Science Fiction and Fantasy of the Year, Volume 3",Jonathan Strahan,Night Shade Books,2009-05-01,Paperback,478.0,3.76
350,852,2772,The Year's Best Fantasy and Horror: Eighteenth Annual Collection (Year's Best Fantasy & Horror (Paperback)),Ellen Datlow,St. Martin's Griffin,2005-8-1,Kindle,608.0,3.8,The Year's Best Fantasy and Horror: Fourteenth Annual Collection,Ellen Datlow,St. Martin's Griffin,2001-08-31,Paperback,640.0,3.99
353,1177,2790,Harold and the Purple Crayon (Purple Crayon Books),Crockett Johnson,HarperCollins,2015-9-29,Hardcover,64.0,4.8,The Adventures of Harold and the Purple Crayon,Crockett Johnson,HarperCollins,1987-05-31,Hardcover,256.0,4.4
357,360,2807,Blackmark: An Epic Fantasy Adventure Sword and Highland Magic (The Kingsmen Chronicles) (Volume 1),Jean Lowe Carlson,Jean Lowe Carlson,2016-6-8,Kindle,530.0,4.6,Blackmark (The Kingsmen Chronicles #1): An Epic Fantasy Adventure Sword and Highland Magic,Jean Lowe Carlson,Jean Lowe Carlson,2016-06-15,Kindle Edition,531.0,4.48
358,1222,2808,"The Best Science Fiction and Fantasy of the Year, Vol. 3",Jonathan Strahan,Night Shade Books,2009-5-1,Kindle,478.0,3.8,"The Best Science Fiction and Fantasy of the Year, Volume 8",Jonathan Strahan,Solaris,2014-05-08,Paperback,618.0,3.71
360,1114,2834,The Tough Guide to Fantasyland: The Essential Guide to Fantasy Travel,Diana Wynne Jones,Firebird,2006-10-5,Kindle,256.0,4.4,The Tough Guide to Fantasy Land,Diana Wynne Jones,Gollancz,2004-11-18,Hardcover,243.0,3.94
362,852,2846,The Year's Best Fantasy and Horror: Eighteenth Annual Collection (Year's Best Fantasy & Horror (Paperback)),Ellen Datlow,St. Martin's Griffin,2005-8-1,Kindle,608.0,3.8,The Year's Best Fantasy and Horror: Eleventh Annual Collection,Ellen Datlow,St. Martin's Press,1998-07-01,Hardcover,624.0,4.01
363,16,2847,Grimgar of Fantasy and Ash (Light Novel) Vol. 3,Ao Jyumonji,Seven Seas,2017-10-10,Kindle,280.0,4.8,Grimgar of Fantasy and Ash: Volume 2,Ao Jyumonji,J-Novel Club,2017-02-24,Kindle Edition,280.0,4.1
364,387,2847,Grimgar of Fantasy and Ash (Light Novel) Vol. 4,Ao Jyumonji,Seven Seas,2017-12-12,Kindle,280.0,4.4,Grimgar of Fantasy and Ash: Volume 2,Ao Jyumonji,J-Novel Club,2017-02-24,Kindle Edition,280.0,4.1
365,402,2847,"Grimgar of Fantasy and Ash, Vol. 3 (manga) (Grimgar of Fantasy and Ash (manga))",Ao Jyumonji,Yen Press,2018-2-6,Paperback,242.0,,Grimgar of Fantasy and Ash: Volume 2,Ao Jyumonji,J-Novel Club,2017-02-24,Kindle Edition,280.0,4.1
366,436,2847,Grimgar of Fantasy and Ash (Light Novel) Vol. 8,Ao Jyumonji,Seven Seas,2018-10-30,Kindle,280.0,,Grimgar of Fantasy and Ash: Volume 2,Ao Jyumonji,J-Novel Club,2017-02-24,Kindle Edition,280.0,4.1
372,2590,2856,Alice's Adventures in Wonderland and Through the Looking-Glass (Penguin Classics),Lewis Carroll,Penguin Classics,2003-4-29,Hardcover,400.0,4.4,Alice in Wonderland: The Complete Collection,Lewis Carroll,Maplewood Books,2013-11-11,Kindle Edition,346.0,4.21
373,852,2875,The Year's Best Fantasy and Horror: Eighteenth Annual Collection (Year's Best Fantasy & Horror (Paperback)),Ellen Datlow,St. Martin's Griffin,2005-8-1,Kindle,608.0,3.8,The Year's Best Fantasy and Horror: Fifteenth Annual Collection,Ellen Datlow,St. Martin's Griffin,2002-08-24,Paperback,672.0,4.0
378,16,2888,Grimgar of Fantasy and Ash (Light Novel) Vol. 3,Ao Jyumonji,Seven Seas,2017-10-10,Kindle,280.0,4.8,"Grimgar of Fantasy and Ash, Vol. 1",Ao Jyumonji,Yen Press,2017-06-20,Paperback,224.0,3.43
382,20,2888,Grimgar of Fantasy and Ash (Light Novel) Vol. 6,Ao Jyumonji,Seven Seas,2018-5-15,Kindle,280.0,4.1,"Grimgar of Fantasy and Ash, Vol. 1",Ao Jyumonji,Yen Press,2017-06-20,Paperback,224.0,3.43
386,451,2888,Grimgar of Fantasy and Ash (Light Novel) Vol. 7,Ao Jyumonji,Seven Seas,2018-7-10,Kindle,280.0,,"Grimgar of Fantasy and Ash, Vol. 1",Ao Jyumonji,Yen Press,2017-06-20,Paperback,224.0,3.43
391,852,2914,The Year's Best Fantasy and Horror: Eighteenth Annual Collection (Year's Best Fantasy & Horror (Paperback)),Ellen Datlow,St. Martin's Griffin,2005-8-1,Kindle,608.0,3.8,The Year's Best Fantasy and Horror: Twelfth Annual Collection,Ellen Datlow,St. Martin's Griffin,1999-07-30,Paperback,624.0,4.03
394,852,2946,The Year's Best Fantasy and Horror: Eighteenth Annual Collection (Year's Best Fantasy & Horror (Paperback)),Ellen Datlow,St. Martin's Griffin,2005-8-1,Kindle,608.0,3.8,The Year's Best Fantasy and Horror: Sixteenth Annual Collection,Ellen Datlow,St. Martin's Press,2003-08-29,Hardcover,672.0,3.93
396,382,2956,The Fantasy Fiction Formula,Deborah Chester,Manchester University Press,2016-2-1,Hardcover,264.0,4.8,The Fantasy Fiction Formula,Deborah Chester,Manchester University Press,2016-02-01,Paperback,264.0,4.58
398,138,2965,The Art of Final Fantasy IX,Dan Birlew,Brady Games,2000-12-8,Kindle,160.0,4.3,The Art of Final Fantasy IX,Dan Birlew,BradyGames,2000-12-08,Paperback,160.0,4.38
399,1169,2966,The Land of Stories: Beyond the Kingdoms,Chris Colfer,"Little, Brown Books for Young Readers",2016-6-7,Kindle,464.0,4.9,Adventures from the Land of Stories: Queen Red Riding Hood’s Guide To Royalty,Chris Colfer,,,Hardcover,120.0,4.16
403,611,2994,"The Very Best of Fantasy & Science Fiction, Volume 2",Gordon Van Gelder,Tachyon Publications,2014-7-15,Paperback,432.0,4.2,"The Very Best of Fantasy & Science Fiction, Volume 2",Gordon Van Gelder,Tachyon Publications,2014-07-15,Paperback,432.0,4.06
404,60,2995,Final Fantasy Anthology Official Strategy Guide (Brady Games),David Cassady,Brady Games,1999-11-4,Kindle,288.0,4.5,Official Final Fantasy VII Strategy Guide,David Cassady,Brady Games,1997-08-28,Paperback,224.0,4.39
405,401,2995,"Official Final Fantasy VII Strategy Guide, Playstation Version (v. 1)",David Cassady,BRADY GAMES,1997-8-28,Paperback,224.0,4.3,Official Final Fantasy VII Strategy Guide,David Cassady,Brady Games,1997-08-28,Paperback,224.0,4.39
406,478,2995,Final Fantasy VII Official Strategy Guide (Official Strategy Guides) (v. 2),David Cassady,BRADY GAMES,1998-6-12,Kindle,320.0,4.3,Official Final Fantasy VII Strategy Guide,David Cassady,Brady Games,1997-08-28,Paperback,224.0,4.39
407,639,2998,Five Seasons Of Angel: Science Fiction and Fantasy Writers Discuss Their Favorite Vampire (Smart Pop series),Glenn Yeffeth,Smart Pop,2004-9-10,Hardcover,216.0,4.1,Seven Seasons of Buffy: Science Fiction & Fantasy Writers Discuss Their Favorite Television Show,Glenn Yeffeth,Smart Pop,2003-09-10,Paperback,240.0,4.13
408,10,2999,"Fashion, Faith, and Fantasy in the New Physics of the Universe",Roger Penrose,Princeton University Press,2017-9-5,Paperback,520.0,3.8,"Fashion, Faith, and Fantasy in the New Physics of the Universe",Roger Penrose,Princeton University Press,2016-09-27,Hardcover,520.0,3.87
409,852,3000,The Year's Best Fantasy and Horror: Eighteenth Annual Collection (Year's Best Fantasy & Horror (Paperback)),Ellen Datlow,St. Martin's Griffin,2005-8-1,Kindle,608.0,3.8,The Year's Best Fantasy and Horror: Nineteenth Annual Collection,Ellen Datlow,St. Martin's Griffin,2006-11-15,Paperback,608.0,4.05
410,378,106,"The Compendium of Fantasy Art Techniques: The Step-by-Step Guide to Creating Fantasy Worlds, Mystical Characters, and the Creatures of Your Own Worst Nightmares",,Barron's Educational Series,2014-10-1,Hardcover,288.0,4.8,Japanese Tales from Times Past: Stories of Fantasy and Folklore from the Konjaku Monogatari Shu,Anonymous,Tuttle Publishing,2015-08-04,Paperback,288.0,4.1
411,378,162,"The Compendium of Fantasy Art Techniques: The Step-by-Step Guide to Creating Fantasy Worlds, Mystical Characters, and the Creatures of Your Own Worst Nightmares",,Barron's Educational Series,2014-10-1,Hardcover,288.0,4.8,The Secret Lives of Bats: My Adventures with the World's Most Misunderstood Mammals,Merlin Tuttle,Houghton Mifflin Harcourt,2015-10-20,Hardcover,288.0,4.33
412,378,175,"The Compendium of Fantasy Art Techniques: The Step-by-Step Guide to Creating Fantasy Worlds, Mystical Characters, and the Creatures of Your Own Worst Nightmares",,Barron's Educational Series,2014-10-1,Hardcover,288.0,4.8,From Impressionism to Anime: Japan as Fantasy and Fan Cult in the Mind of the West,Susan J. Napier,Palgrave Macmillan,2007-12-15,Paperback,272.0,3.92
413,378,359,"The Compendium of Fantasy Art Techniques: The Step-by-Step Guide to Creating Fantasy Worlds, Mystical Characters, and the Creatures of Your Own Worst Nightmares",,Barron's Educational Series,2014-10-1,Hardcover,288.0,4.8,The Del Rey Book of Science Fiction and Fantasy: Sixteen Original Works by Speculative Fiction's Finest Voices,Ellen Datlow,Del Rey,2008-04-29,Paperback,400.0,3.14
423,378,629,"The Compendium of Fantasy Art Techniques: The Step-by-Step Guide to Creating Fantasy Worlds, Mystical Characters, and the Creatures of Your Own Worst Nightmares",,Barron's Educational Series,2014-10-1,Hardcover,288.0,4.8,Time and the Gods: The Classic Fantasy Collection (Illustrated Facsimile Reprint Edition),Lord Dunsany,Wildside Press,2012-01-31,Paperback,250.0,3.94
428,378,743,"The Compendium of Fantasy Art Techniques: The Step-by-Step Guide to Creating Fantasy Worlds, Mystical Characters, and the Creatures of Your Own Worst Nightmares",,Barron's Educational Series,2014-10-1,Hardcover,288.0,4.8,Nebula Awards Showcase 2000: The Year's Best SF and Fantasy Chosen by the Science-Fiction and Fantasy Writers,Gregory Benford,Houghton Mifflin Harcourt P,2000-04-01,Paperback,288.0,3.57
434,378,1184,"The Compendium of Fantasy Art Techniques: The Step-by-Step Guide to Creating Fantasy Worlds, Mystical Characters, and the Creatures of Your Own Worst Nightmares",,Barron's Educational Series,2014-10-1,Hardcover,288.0,4.8,The Complete Guide to Writing Fantasy: The Author's Grimoire,Valerie Griswold-Ford,Dragon Moon Press,2007-08-16,Paperback,268.0,3.71
446,378,1871,"The Compendium of Fantasy Art Techniques: The Step-by-Step Guide to Creating Fantasy Worlds, Mystical Characters, and the Creatures of Your Own Worst Nightmares",,Barron's Educational Series,2014-10-1,Hardcover,288.0,4.8,"The Fantasy Illustrator's Technique Book: From Creating Characters To Selling Your Work, Learn The Skills Of The Professional Fantasy Artist",Gary A. Lippincott,David & Charles Publishers,2007-04-27,Paperback,128.0,4.13
447,378,1980,"The Compendium of Fantasy Art Techniques: The Step-by-Step Guide to Creating Fantasy Worlds, Mystical Characters, and the Creatures of Your Own Worst Nightmares",,Barron's Educational Series,2014-10-1,Hardcover,288.0,4.8,"The Horla and Others: Guy de Maupassant's Best Weird Fiction and Ghost Stories: Tales of Mystery, Murder, Fantasy & Horror",Guy de Maupassant,Createspace Independent Publishing Platform,2014-08-18,Paperback,122.0,3.94
450,378,2154,"The Compendium of Fantasy Art Techniques: The Step-by-Step Guide to Creating Fantasy Worlds, Mystical Characters, and the Creatures of Your Own Worst Nightmares",,Barron's Educational Series,2014-10-1,Hardcover,288.0,4.8,Writing Fantasy & Science Fiction: How to Create Out-Of-This-World Novels and Short Stories,Orson Scott Card,Writer's Digest Books,2013-09-30,Paperback,406.0,3.97
451,378,2200,"The Compendium of Fantasy Art Techniques: The Step-by-Step Guide to Creating Fantasy Worlds, Mystical Characters, and the Creatures of Your Own Worst Nightmares",,Barron's Educational Series,2014-10-1,Hardcover,288.0,4.8,"The Supernatural Bounty Hunter Files: Special Edition Fantasy Bundle, Books 1 thru 5",Craig Halloran,Two-Ten Book Press,2015-12-01,Kindle Edition,626.0,4.11
454,378,2386,"The Compendium of Fantasy Art Techniques: The Step-by-Step Guide to Creating Fantasy Worlds, Mystical Characters, and the Creatures of Your Own Worst Nightmares",,Barron's Educational Series,2014-10-1,Hardcover,288.0,4.8,The Pendragon Chronicles: Heroic Fantasy from the Time of King Arthur,Mike Ashley,Peter Bedrick Books,1991-07-01,Paperback,417.0,3.54
456,378,2457,"The Compendium of Fantasy Art Techniques: The Step-by-Step Guide to Creating Fantasy Worlds, Mystical Characters, and the Creatures of Your Own Worst Nightmares",,Barron's Educational Series,2014-10-1,Hardcover,288.0,4.8,The Old Kingdom Chronicles: Bestselling fantasy series Sabriel; Lirael; Abhorsen with short story,Garth Nix,Allen & Unwin,2010-06-26,Kindle Edition,1373.0,4.53
458,378,2506,"The Compendium of Fantasy Art Techniques: The Step-by-Step Guide to Creating Fantasy Worlds, Mystical Characters, and the Creatures of Your Own Worst Nightmares",,Barron's Educational Series,2014-10-1,Hardcover,288.0,4.8,"How to Draw Fantasy Creatures: Dragons, fairies, vampires and monsters in simple steps",Paul Bryn Davies,Search Press,2015-10-15,Paperback,128.0,4.08
459,378,2608,"The Compendium of Fantasy Art Techniques: The Step-by-Step Guide to Creating Fantasy Worlds, Mystical Characters, and the Creatures of Your Own Worst Nightmares",,Barron's Educational Series,2014-10-1,Hardcover,288.0,4.8,Fantasy Art Now: The Very Best in Contemporary Fantasy Art  Illustration,Martin McKenna,Harper Design,2007-10-23,Hardcover,192.0,4.07
460,378,2692,"The Compendium of Fantasy Art Techniques: The Step-by-Step Guide to Creating Fantasy Worlds, Mystical Characters, and the Creatures of Your Own Worst Nightmares",,Barron's Educational Series,2014-10-1,Hardcover,288.0,4.8,The Complete Guide to Writing Fantasy: Alchemy with Words,Darin Park,Dragon Moon Press,2002-09-01,Paperback,361.0,3.83
466,378,2882,"The Compendium of Fantasy Art Techniques: The Step-by-Step Guide to Creating Fantasy Worlds, Mystical Characters, and the Creatures of Your Own Worst Nightmares",,Barron's Educational Series,2014-10-1,Hardcover,288.0,4.8,"Steampunk Style Jewelry: Victorian, Fantasy, and Mechanical Necklaces, Bracelets, and Earrings",Jean Campbell,Creative Publishing int'l,2010-01-01,Paperback,144.0,3.73
476,386,58,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,The Year's Best Fantasy Stories 7,Arthur W. Saha,DAW,1981-10-06,Paperback,192.0,3.3
483,386,107,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,Fruzzle's Mystery Talent: A Bed Time Fantasy Story for Children ages 3-10,Karen Brueggeman,Dolphins Publishing and Karen Brueggeman,2013-11-18,Kindle Edition,48.0,4.49
488,386,147,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,White Christmas (A Christmas Fantasy Novella),Rebecca York,Light Street Press,2016-12-01,Kindle Edition,86.0,3.76
489,386,148,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,Fantasy: The Golden Age of Fantastic Illustration,Brigid Peppin,Watson-Guptill,1975-01-01,Hardcover,191.0,4.45
493,386,176,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,The Dunwich Horror (Fantasy and Horror Classics),H.P. Lovecraft,Fantasy and Horror Classics,2016-03-30,ebook,74.0,3.84
494,386,178,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,"Best Friends, Fantasy Lovers",Dicey Grenor,,,Kindle Edition,197.0,4.33
495,386,180,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,Tales of Fantasy and Fact,Brander Matthews,,,Kindle Edition,95.0,3.22
496,386,182,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,The Fantasy Literature of England,Colin Manlove,Palgrave Macmillan,1999-07-30,Hardcover,230.0,3.5
