,docID,position,term,label_x,term_before_x,term_after_x,inPrefixSuffix,tf,idf,isCapitalized,hasDescriptivePrefix,hasDescriptiveSuffix,hasIngredient,pred_label,actual_label,true=pred
1606,136,92,concept,False,Strange,Throw,0.0,1,0.5,False,0,0,0,False,False,True
1607,136,93,Throw,False,concept,back,0.0,1,1.0,True,0,0,0,False,False,True
1608,136,104,brunch,False,their,Now,0.0,4,0.07142857142857142,False,0,0,0,False,False,True
1609,136,111,food,False,the,and,1.0,3,0.0054054054054054074,False,0,0,0,False,False,True
1610,136,112,and,False,food,service,0.0,11,0.0010050251256281408,False,0,0,0,False,False,True
1611,136,112,food and,False,the,service,0.0,2,0.05,False,0,0,0,False,False,True
1612,136,118,and,False,alright,then,0.0,11,0.0010050251256281408,False,0,0,0,False,False,True
1613,136,131,drink,False,our,orders,0.0,1,0.06666666666666668,False,0,0,0,False,False,True
1614,136,133,and,False,orders,then,0.0,11,0.0010050251256281408,False,0,0,0,False,False,True
1615,136,150,biscuits,True,of,with,1.0,1,1.0,False,0,0,0,True,True,True
1616,136,153,preserves,False,their,These,0.0,1,1.0,False,0,0,0,False,False,True
1617,136,157,Apparently,False,delicious,my,0.0,1,0.5,True,0,0,0,False,False,True
1618,136,171,food,False,their,and,1.0,3,0.0054054054054054074,False,0,0,0,False,False,True
1619,136,172,food and,False,their,we,0.0,2,0.05,False,0,0,0,False,False,True
1620,136,175,waited,False,still,for,0.0,1,0.16666666666666666,False,0,0,0,False,False,True
1621,136,184,knew,False,Who,it,0.0,1,0.16666666666666666,False,0,0,0,False,False,True
1622,136,197,bread,True,of,on,1.0,1,0.04,False,0,0,0,True,True,True
1623,136,201,and,False,plate,cover,0.0,11,0.0010050251256281408,False,0,0,0,False,False,True
1624,136,205,blueberry,True,with,preservesMy,1.0,1,0.5,False,0,0,1,True,True,True
1625,136,206,preservesMy,False,blueberry,sister,0.0,1,1.0,True,0,0,0,False,False,True
1626,136,210,tostada,True,her,was,1.0,1,1.0,False,0,0,0,True,True,True
1627,136,215,toast,True,My,was,1.0,1,0.1,False,1,0,0,False,True,False
1628,136,226,whipped cream,True,with,Nothing,0.0,1,1.0,False,0,0,0,False,True,False
1629,136,244,and,False,bill,pay,0.0,11,0.0010050251256281408,False,0,0,0,False,False,True
1630,136,255,particularly,False,not,busy,0.0,1,0.25,False,0,0,0,False,False,True
1631,136,259,brunch,False,the,itself,1.0,4,0.07142857142857142,False,0,0,0,False,False,True
1632,136,265,food,False,away,shortages,0.0,3,0.0054054054054054074,False,0,0,0,False,False,True
1633,136,266,shortages,False,food,and,0.0,1,1.0,False,0,0,0,False,False,True
1634,136,267,and,False,shortages,service,0.0,11,0.0010050251256281408,False,0,0,0,False,False,True
1635,136,267,shortages and,False,food,service,0.0,1,1.0,False,0,0,0,False,False,True
1636,136,280,and,False,Oliver,Bonicini,0.0,11,0.0010050251256281408,False,0,0,0,False,False,True
1637,136,281,Bonicini,False,and,in,1.0,1,1.0,True,0,0,0,True,False,False
1638,136,281,Oliver and Bonicini,False,again,in,0.0,1,1.0,True,0,0,0,False,False,True
1639,136,281,and Bonicini,False,Oliver,in,0.0,1,1.0,True,0,0,0,False,False,True
1640,136,292,might,False,I,try,0.0,1,0.1111111111111111,False,0,0,0,False,False,True
1641,136,297,lunch,False,for,or,1.0,1,0.043478260869565216,False,0,0,0,False,False,True
1642,136,297,lunch,False,for,or,1.0,1,0.043478260869565216,False,0,0,0,False,False,True
1643,138,10,drinks,False,some,We,0.0,1,0.030303030303030307,False,0,0,0,False,False,True
1644,138,14,and,False,hungry,ordered,0.0,7,0.0010050251256281408,False,0,0,0,False,False,True
1645,138,18,appetizers,False,few,to,0.0,1,0.1111111111111111,False,0,0,0,False,False,True
1646,138,21,Drinks,False,share,were,0.0,1,1.0,True,0,1,0,False,False,True
1647,138,25,mix,False,my,drink,0.0,1,0.25,False,1,0,0,False,False,True
1648,138,26,mix drink,False,my,was,1.0,1,1.0,False,1,0,0,False,False,True
1649,138,35,food,False,the,was,1.0,2,0.0054054054054054074,False,0,0,0,False,False,True
1650,138,40,perogies,True,The,and,1.0,1,0.5,False,1,0,0,True,True,True
1651,138,41,perogies and,False,The,chips,0.0,1,0.5,False,1,0,0,False,False,True
1652,138,42,chips,True,and,and,1.0,1,0.08333333333333333,False,0,0,0,True,True,True
1653,138,42,and chips,False,perogies,and,0.0,1,0.25,False,0,0,0,False,False,True
1654,138,44,dip,True,and,were,1.0,1,0.16666666666666666,False,0,0,0,True,True,True
1655,138,44,chips and dip,False,and,were,1.0,1,1.0,False,0,0,0,False,False,True
1656,138,44,and dip,False,chips,were,0.0,1,1.0,False,0,0,0,False,False,True
1657,138,61,Bathrooms,False,place,were,0.0,1,1.0,True,1,0,0,False,False,True
1658,138,91,and,False,one,even,0.0,7,0.0010050251256281408,False,1,0,0,False,False,True
1659,138,101,walking,False,guy,by,0.0,1,1.0,False,0,0,0,False,False,True
1660,138,105,beer,False,a,over,0.0,1,0.08333333333333333,False,0,0,0,False,False,True
1661,138,109,coat,False,his,and,0.0,1,1.0,False,0,0,0,False,False,True
1662,138,110,coat and,False,his,it,0.0,1,1.0,False,0,0,0,False,False,True
1663,138,112,dumped,False,it,all,0.0,1,1.0,False,0,0,0,False,False,True
1664,138,125,fault,False,bars,the,0.0,1,0.5,False,0,0,0,False,False,True
1665,139,3,dinner,False,after,across,0.0,1,0.03333333333333333,False,0,0,0,False,False,True
1666,139,8,Lemon,True,at,Bistro,1.0,1,1.0,True,0,0,1,True,True,True
1667,139,9,Lemon Bistro,False,at,Was,0.0,1,1.0,True,0,0,1,False,False,True
1668,139,9,Bistro,False,Lemon,Was,0.0,1,1.0,True,0,0,0,False,False,True
1669,139,15,Nutella,True,a,Latte,1.0,1,0.5,True,0,0,0,True,True,True
1670,139,16,Nutella Latte,False,a,on,1.0,1,1.0,True,0,0,0,False,False,True
1671,139,23,and,False,ordered,which,0.0,2,0.0010050251256281408,False,0,0,0,False,False,True
1672,139,28,lacking,False,but,much,0.0,1,0.3333333333333333,False,1,0,0,False,False,True
1673,139,37,hazelnut,True,slight,flavour,1.0,1,1.0,False,0,0,0,True,True,True
1674,139,41,pistachio and,False,Ordered,it,0.0,1,1.0,False,0,0,0,False,False,True
1675,142,2,Montreal,False,says,like,0.0,2,0.25,True,0,0,0,False,False,True
1676,142,4,Montreal,False,like,brickoven,0.0,2,0.25,True,0,0,0,False,False,True
1677,142,5,Montreal brickoven,False,like,cooked,0.0,1,1.0,True,0,0,0,False,False,True
1678,142,5,brickoven,False,Montreal,cooked,0.0,1,1.0,False,0,0,0,False,False,True
1679,142,8,pizzas rightOkay,False,cooked,well,0.0,1,1.0,True,0,0,0,False,False,True
1680,142,17,greatIt,False,still,was,0.0,1,1.0,True,0,0,0,False,False,True
1681,142,21,fluke,False,complete,some,0.0,1,1.0,False,0,0,0,False,False,True
1682,142,31,fate,False,it,we,0.0,1,0.3333333333333333,False,0,0,0,False,False,True
1683,142,42,dinner,False,some,and,1.0,2,0.03333333333333333,False,0,0,0,False,False,True
1684,142,43,dinner and,False,some,decided,0.0,1,0.2,False,0,0,0,False,False,True
1685,142,56,and,False,good,pizzas,0.0,6,0.0010050251256281408,False,0,0,0,False,False,True
1686,142,57,and pizzas,False,good,came,0.0,1,1.0,False,0,0,0,False,False,True
1687,142,61,and,False,fast,fresh,0.0,6,0.0010050251256281408,False,0,0,0,False,False,True
1688,142,68,crusts,False,crispy,and,0.0,1,1.0,False,0,1,0,False,False,True
1689,142,69,and,False,crusts,gooey,0.0,6,0.0010050251256281408,False,1,0,0,False,False,True
1690,142,70,crusts and gooey,False,crispy,centres,0.0,1,1.0,False,0,0,0,False,False,True
1691,142,70,gooey,False,and,centres,0.0,1,0.3333333333333333,False,0,0,0,False,False,True
1692,142,70,and gooey,False,crusts,centres,0.0,1,1.0,False,1,0,0,False,False,True
1693,142,71,centres,False,gooey,YummyThe,0.0,1,1.0,False,0,0,0,False,False,True
1694,142,72,centres YummyThe,False,gooey,waiter,0.0,1,1.0,True,0,0,0,False,False,True
1695,142,72,YummyThe,False,centres,waiter,0.0,1,1.0,True,1,0,0,False,False,True
1696,142,74,accidentally,False,waiter,dropped,0.0,1,0.5,False,0,0,0,False,False,True
1697,142,75,accidentally dropped,False,waiter,a,0.0,1,1.0,False,0,0,0,False,False,True
1698,142,75,dropped,False,accidentally,a,0.0,1,1.0,False,0,0,0,False,False,True
1699,142,87,and,False,plates,apologized,0.0,6,0.0010050251256281408,False,0,0,0,False,False,True
1700,142,89,profusely,False,apologized,No,0.0,1,0.5,False,0,0,0,False,False,True
1701,142,91,biggie,False,No,particularly,0.0,1,0.5,False,0,0,0,False,False,True
1702,142,92,biggie particularly,False,No,because,0.0,1,1.0,False,0,0,0,False,False,True
1703,142,92,particularly,False,biggie,because,0.0,1,0.25,False,0,0,0,False,False,True
1704,142,97,apologetic,False,so,Lets,0.0,1,1.0,False,0,0,0,False,False,True
1705,142,111,aint,False,it,no,0.0,1,0.5,False,0,0,0,False,False,True
1706,142,113,thang,False,no,we,0.0,1,1.0,False,0,0,0,False,False,True
1707,142,118,turned,False,little,off,0.0,1,0.5,False,0,0,0,False,False,True
1708,142,120,Problems,False,off,Well,0.0,1,1.0,True,0,0,0,False,False,True
1709,142,126,and,False,pricey,the,0.0,6,0.0010050251256281408,False,0,0,0,False,False,True
1710,142,140,eating,False,were,dinner,0.0,1,0.09090909090909093,False,0,0,0,False,False,True
1711,142,141,dinner,False,eating,with,1.0,2,0.03333333333333333,False,0,0,0,False,False,True
1712,142,153,dissuade,False,would,me,0.0,1,1.0,False,0,0,0,False,False,True
1713,142,162,Bellissimo,False,future,as,0.0,1,1.0,True,0,0,0,False,False,True
1714,143,5,heard,False,I,the,0.0,1,0.1111111111111111,False,0,0,0,False,False,True
1715,143,14,turned,False,initially,off,0.0,1,0.5,False,0,0,0,False,False,True
1716,143,18,explain,False,cant,exactly,0.0,1,0.5,False,0,0,0,False,False,True
1717,143,25,perhaps,False,but,it,0.0,1,0.25,False,0,0,0,False,False,True
1718,143,30,pleasure,False,my,when,0.0,1,1.0,False,0,0,0,False,False,True
1719,143,36,liked,False,really,it,0.0,2,0.06666666666666668,False,0,0,0,False,False,True
1720,143,62,Italy,False,Little,but,0.0,1,0.5,True,0,0,0,False,False,True
1721,143,72,martini,True,huge,list,1.0,1,0.5,False,0,0,0,True,True,True
1722,143,81,dinner,False,ordered,and,1.0,2,0.03333333333333333,False,0,0,0,False,False,True
1723,143,82,and,False,dinner,it,0.0,3,0.0010050251256281408,False,0,0,0,False,False,True
1724,143,103,dinner,False,for,out,0.0,2,0.03333333333333333,False,0,0,0,False,False,True
1725,143,111,lazy,False,feeling,and,0.0,1,0.5,False,0,0,0,False,False,True
1726,143,112,and,False,lazy,not,0.0,3,0.0010050251256281408,False,0,0,0,False,False,True
1727,143,112,lazy and,False,feeling,not,0.0,1,1.0,False,0,0,0,False,False,True
1728,143,123,alcohol and,False,your,food,1.0,1,1.0,False,0,0,0,False,False,True
1729,143,123,and,False,alcohol,food,0.0,3,0.0010050251256281408,False,0,0,0,False,False,True
1730,143,124,food,False,and,like,0.0,2,0.0054054054054054074,False,0,0,0,False,False,True
1731,143,124,and food,False,alcohol,like,0.0,1,0.16666666666666666,False,0,0,0,False,False,True
1732,143,137,mentioned,False,I,that,0.0,1,0.3333333333333333,False,0,0,0,False,False,True
1733,143,141,liked,False,really,the,0.0,2,0.06666666666666668,False,0,0,0,False,False,True
1734,145,11,and,False,into,place,0.0,5,0.0010050251256281408,False,0,0,0,False,False,True
1735,145,17,receive,False,to,it,0.0,1,0.3333333333333333,False,0,0,0,False,False,True
1736,145,22,smooshed,False,up,together,0.0,1,1.0,False,0,0,0,False,False,True
1737,145,24,and,False,together,waiting,0.0,5,0.0010050251256281408,False,0,0,0,False,False,True
1738,145,26,and,False,waiting,they,0.0,5,0.0010050251256281408,False,0,0,0,False,False,True
1739,145,37,flavoured,False,did,lattes,0.0,1,0.5,False,0,0,0,False,False,True
1740,145,38,lattes,True,flavoured,Nope,0.0,1,1.0,False,0,0,0,False,True,False
1741,145,38,flavoured lattes,False,did,Nope,0.0,1,1.0,False,0,0,0,False,False,True
1742,145,68,particularly,False,was,good,0.0,1,0.25,False,0,0,0,False,False,True
1743,146,15,charcuterie,True,had,before,1.0,2,0.5,False,0,0,0,True,True,True
1744,146,17,and,False,before,Im,0.0,4,0.0010050251256281408,False,1,0,0,False,False,True
1745,146,24,meat eater,False,big,so,0.0,1,1.0,False,0,0,0,False,False,True
1746,146,41,adventurous,False,be,and,0.0,1,0.3333333333333333,False,0,0,0,False,False,True
1747,146,42,adventurous and,False,be,trying,0.0,1,0.3333333333333333,False,0,0,0,False,False,True
1748,146,42,and,False,adventurous,trying,0.0,4,0.0010050251256281408,False,0,0,0,False,False,True
1749,146,49,visiting,False,are,friends,0.0,1,1.0,False,0,0,0,False,False,True
1750,146,61,Dinner,False,it,service,0.0,1,1.0,True,0,0,0,False,False,True
1751,146,69,agreed,False,we,wed,0.0,1,0.5,False,0,0,0,False,False,True
1752,146,73,pm,False,at,We,0.0,2,0.125,False,0,0,0,False,False,True
1753,146,105,dishes,False,of,to,1.0,2,0.0625,False,0,0,0,False,False,True
1754,146,113,charcuterie,True,the,Finally,1.0,2,0.5,False,0,0,0,True,True,True
1755,146,118,tacos,True,the,which,1.0,2,0.1111111111111111,False,0,0,0,True,True,True
1756,146,147,tacos,False,Those,were,1.0,2,0.1111111111111111,False,0,0,0,False,False,True
1757,146,152,food,False,the,was,1.0,1,0.0054054054054054074,False,0,0,0,False,False,True
1758,146,169,and,False,place,as,0.0,4,0.0010050251256281408,False,0,0,0,False,False,True
1759,146,176,overpower,False,flavours,the,0.0,1,1.0,False,0,0,0,False,False,True
1760,146,178,meat,False,the,or,1.0,6,0.030303030303030307,False,0,0,0,True,False,False
1761,146,188,paying,False,youre,extra,0.0,1,0.5,False,0,0,0,False,False,True
1762,146,192,meat,False,fancy,dishes,0.0,6,0.030303030303030307,False,0,0,0,False,False,True
1763,146,193,dishes,False,meat,that,0.0,2,0.0625,False,0,0,0,False,False,True
1764,146,199,meat,False,the,or,1.0,6,0.030303030303030307,False,0,0,0,True,False,False
1765,146,206,meat,False,the,Those,0.0,6,0.030303030303030307,False,0,0,0,False,False,True
1766,146,233,limb,False,a,a,1.0,1,1.0,False,0,0,0,False,False,True
1767,146,236,and,False,bit,as,0.0,4,0.0010050251256281408,False,0,0,0,False,False,True
1768,146,255,PS,False,Oh,They,0.0,1,1.0,True,0,0,0,False,False,True
1769,146,258,accept,False,dont,credit,0.0,1,1.0,False,0,0,0,False,False,True
1770,146,262,debit,False,Only,or,0.0,1,1.0,False,0,0,0,False,False,True
1771,147,4,schnitzel,True,craving,for,1.0,1,0.5,False,0,0,0,True,True,True
1772,147,15,birthday,False,my,my,0.0,1,0.125,False,0,0,0,False,False,True
1773,147,18,and,False,husband,I,0.0,10,0.0010050251256281408,False,0,0,0,False,False,True
1774,147,40,and,False,it,High,0.0,10,0.0010050251256281408,False,0,0,0,False,False,True
1775,147,42,Park,False,High,of,0.0,1,0.3333333333333333,True,0,1,0,False,False,True
1776,147,49,and,False,clean,trendy,0.0,10,0.0010050251256281408,False,0,0,0,False,False,True
1777,147,75,felt,False,it,like,0.0,1,0.16666666666666666,False,0,0,0,False,False,True
1778,147,89,delivered,False,were,a,0.0,1,0.5,False,0,0,0,False,False,True
1779,147,93,food,False,of,that,1.0,2,0.0054054054054054074,False,0,0,0,False,False,True
1780,147,95,included,False,that,two,0.0,1,0.16666666666666666,False,0,0,0,False,False,True
1781,147,97,schnitzels,True,two,two,1.0,1,1.0,False,0,0,0,True,True,True
1782,147,99,cabbage,True,two,rolls,1.0,1,0.25,False,0,0,1,True,True,True
1783,147,100,cabbage rolls,False,two,perogies,0.0,1,1.0,False,0,0,1,False,False,True
1784,147,100,rolls,True,cabbage,perogies,0.0,1,0.14285714285714285,False,0,0,0,False,True,False
1785,147,101,rolls perogies,False,cabbage,and,0.0,1,1.0,False,0,0,0,False,False,True
1786,147,105,sides,False,other,Little,0.0,1,0.16666666666666666,False,0,0,0,False,False,True
1787,147,107,Swiss,False,Little,Chaletsized,0.0,1,1.0,True,0,0,0,False,False,True
1788,147,108,Swiss Chaletsized,False,Little,gravies,0.0,1,1.0,True,0,0,0,False,False,True
1789,147,108,Chaletsized,False,Swiss,gravies,0.0,1,1.0,True,0,0,0,False,False,True
1790,147,109,gravies,True,Chaletsized,but,1.0,1,1.0,False,0,0,0,True,True,True
1791,147,109,Chaletsized gravies,False,Swiss,but,0.0,1,1.0,True,0,0,0,False,False,True
1792,147,116,bowls,False,huge,of,0.0,1,0.5,False,0,0,0,False,False,True
1793,147,118,gravy,True,of,Needless,0.0,1,0.25,False,0,0,0,False,True,False
1794,147,135,apiece,False,only,so,0.0,1,1.0,False,0,0,0,False,False,True
1795,147,145,food,False,of,for,0.0,2,0.0054054054054054074,False,0,0,0,False,False,True
1796,147,152,sampler,False,great,platter,0.0,1,0.5,False,0,0,0,False,False,True
1797,147,159,and,False,have,what,0.0,10,0.0010050251256281408,False,0,0,0,False,False,True
1798,147,166,and,False,fast,good,0.0,10,0.0010050251256281408,False,0,0,0,False,False,True
1799,147,168,and,False,good,everything,0.0,10,0.0010050251256281408,False,0,0,0,False,False,True
1800,147,180,thinking,False,Just,about,0.0,1,0.125,False,0,0,0,False,False,True
1801,149,12,breakfast,False,for,and,1.0,1,0.03571428571428571,False,0,0,0,False,False,True
1802,149,13,and,False,breakfast,a,0.0,12,0.0010050251256281408,False,0,0,0,False,False,True
1803,149,13,breakfast and,False,for,a,0.0,1,0.5,False,0,0,0,False,False,True
1804,149,25,effect,False,that,We,0.0,1,1.0,False,0,0,0,False,False,True
1805,149,28,and,False,went,had,0.0,12,0.0010050251256281408,False,0,0,0,False,False,True
1806,149,31,breakfasts,False,our,which,0.0,1,1.0,False,0,0,0,False,False,True
1807,149,40,and,False,waitress,was,0.0,12,0.0010050251256281408,False,0,0,0,False,False,True
1808,149,64,and,False,late,were,0.0,12,0.0010050251256281408,False,0,0,0,False,False,True
1809,149,71,dinner,False,late,and,0.0,1,0.03333333333333333,False,0,0,0,False,False,True
1810,149,72,and,False,dinner,found,0.0,12,0.0010050251256281408,False,0,0,0,False,False,True
1811,149,102,trashy,False,of,very,0.0,1,1.0,False,0,0,0,False,False,True
1812,149,108,karaoke,False,singing,on,0.0,1,1.0,False,0,0,0,False,False,True
1813,149,111,stage,False,a,in,0.0,1,1.0,False,0,0,0,False,False,True
1814,149,129,and,False,screaming,cheering,0.0,12,0.0010050251256281408,False,0,0,0,False,False,True
1815,149,130,and cheering,False,screaming,We,0.0,1,1.0,False,0,0,0,False,False,True
1816,149,130,cheering,False,and,We,0.0,1,1.0,False,0,0,0,False,False,True
1817,149,132,sat,False,We,down,0.0,1,0.16666666666666666,False,0,0,0,False,False,True
1818,149,139,and,False,try,avoid,0.0,12,0.0010050251256281408,False,0,0,0,False,False,True
1819,149,140,and avoid,False,try,the,0.0,1,1.0,False,0,0,0,False,False,True
1820,149,151,sitting,False,people,there,0.0,1,0.2,False,0,0,0,False,False,True
1821,149,161,and,False,dinners,therefore,0.0,12,0.0010050251256281408,False,0,0,0,False,False,True
1822,149,163,stuck,False,therefore,there,0.0,1,0.25,False,0,0,0,False,False,True
1823,149,171,putting,False,bother,ourselves,0.0,1,1.0,False,0,0,0,False,False,True
1824,149,175,and,False,this,left,0.0,12,0.0010050251256281408,False,0,0,0,False,False,True
1825,149,182,bread,True,with,and,1.0,1,0.04,False,0,0,0,True,True,True
1826,149,183,bread and,False,with,eggs,0.0,1,1.0,False,0,0,0,False,False,True
1827,149,184,eggs,True,and,thats,1.0,1,0.05882352941176471,False,0,0,0,True,True,True
1828,149,184,and eggs,False,bread,thats,0.0,1,0.5,False,0,0,0,False,False,True
1829,149,184,bread and eggs,False,with,thats,0.0,1,1.0,False,0,0,0,False,False,True
1830,149,186,overpriced,False,thats,anyway,0.0,1,0.5,False,0,0,0,False,False,True
1831,149,192,and Ritas,False,Rock,name,0.0,1,1.0,True,0,0,0,False,False,True
1832,149,192,Ritas,False,and,name,0.0,1,0.5,True,0,0,0,False,False,True
1833,149,204,falldown,False,a,cheap,0.0,1,1.0,False,0,0,0,False,False,True
1834,150,13,starters,False,for,the,0.0,1,1.0,False,0,0,0,False,False,True
1835,150,15,gentleman,False,the,who,0.0,1,1.0,False,0,0,0,False,False,True
1836,150,32,fish,True,the,to,1.0,1,0.125,False,0,0,0,True,True,True
1837,150,35,yummy,False,be,and,0.0,1,0.16666666666666666,False,0,0,0,False,False,True
1838,150,36,yummy and,False,be,not,0.0,1,1.0,False,0,0,0,False,False,True
1839,150,49,tartar,False,OWN,sauce,0.0,1,0.3333333333333333,False,0,0,0,False,False,True
1840,150,50,tartar sauce,True,OWN,So,0.0,1,0.5,False,0,0,0,False,True,False
1841,150,50,sauce,False,tartar,So,0.0,1,0.021739130434782608,False,0,0,0,False,False,True
1842,150,54,seem,False,places,to,0.0,1,0.125,False,0,0,0,False,False,True
1843,150,64,packets,False,little,One,0.0,1,1.0,False,0,0,0,False,False,True
1844,152,3,newer,False,a,location,0.0,1,1.0,False,0,0,0,False,False,True
1845,152,8,brunch,False,breakfast,chain,0.0,1,0.07142857142857142,False,0,0,0,False,False,True
1846,152,9,breakfast brunch chain,False,the,Eggsmart,0.0,1,1.0,False,0,0,0,False,False,True
1847,152,9,chain,False,brunch,Eggsmart,0.0,1,0.5,False,0,0,0,False,False,True
1848,152,9,brunch chain,False,breakfast,Eggsmart,0.0,1,1.0,False,0,0,0,False,False,True
1849,152,10,chain Eggsmart,False,brunch,It,0.0,1,1.0,True,0,0,0,False,False,True
1850,152,17,foods,False,breakfast,and,0.0,1,0.16666666666666666,False,0,0,0,False,False,True
1851,152,17,breakfast foods,False,basic,and,1.0,1,1.0,False,0,0,0,False,False,True
1852,152,21,breakfast,False,big,combos,0.0,3,0.03571428571428571,False,0,0,0,False,False,True
1853,152,24,started,False,We,going,0.0,1,0.1111111111111111,False,0,0,0,False,False,True
1854,152,31,months,False,few,back,0.0,1,0.3333333333333333,False,0,0,0,False,False,True
1855,152,35,realized,False,we,it,0.0,1,0.5,False,0,0,0,False,False,True
1856,152,39,and,False,open,go,0.0,9,0.0010050251256281408,False,0,0,0,False,False,True
1857,152,43,and,False,once,awhile,0.0,9,0.0010050251256281408,False,0,0,0,False,False,True
1858,152,44,awhile,False,and,Weve,0.0,1,0.16666666666666666,False,0,0,0,False,False,True
1859,152,44,and awhile,False,once,Weve,0.0,1,0.5,False,0,0,0,False,False,True
1860,152,51,and,False,service,the,0.0,9,0.0010050251256281408,False,0,0,0,False,False,True
1861,152,53,food,False,the,as,1.0,1,0.0054054054054054074,False,0,0,0,False,False,True
1862,152,60,expects,False,one,from,0.0,1,0.5,False,0,0,0,False,False,True
1863,152,63,type,False,this,of,0.0,1,0.2,False,0,0,0,False,False,True
1864,152,71,eggs,True,two,combo,1.0,1,0.05882352941176471,False,0,0,0,True,True,True
1865,152,74,bacon,True,with,and,1.0,1,0.07692307692307693,False,0,0,0,True,True,True
1866,152,75,and,False,bacon,toast,0.0,9,0.0010050251256281408,False,0,0,0,False,False,True
1867,152,76,bacon and toast,False,with,and,1.0,1,0.5,False,0,0,0,False,False,True
1868,152,77,and toast and,False,bacon,I,0.0,1,1.0,False,0,0,0,False,False,True
1869,152,77,toast and,False,and,I,1.0,1,1.0,False,0,0,0,False,False,True
1870,152,77,and,False,toast,I,0.0,9,0.0010050251256281408,False,0,0,0,False,False,True
1871,152,90,nonchain,False,your,greasy,0.0,1,1.0,False,0,0,0,False,False,True
1872,152,96,comparable,False,have,for,0.0,1,1.0,False,0,0,0,False,False,True
1873,152,103,spinach,True,the,and,1.0,1,0.3333333333333333,False,0,0,1,True,True,True
1874,152,105,spinach and cheese,False,the,omelet,0.0,1,1.0,False,0,0,1,False,False,True
1875,152,107,cheese omelet and,False,and,wasnt,0.0,1,1.0,False,0,0,0,False,False,True
1876,152,107,omelet and,False,cheese,wasnt,0.0,2,0.25,False,0,0,0,False,False,True
1877,152,113,feta,True,much,was,1.0,1,0.3333333333333333,False,0,1,0,True,True,True
1878,152,119,omelet,True,the,and,1.0,2,0.2,False,0,0,0,True,True,True
1879,152,120,omelet and,False,the,it,1.0,2,0.25,False,0,0,0,False,False,True
1880,152,120,and,False,omelet,it,0.0,9,0.0010050251256281408,False,0,0,0,False,False,True
1881,157,8,Sushi,True,from,One,1.0,2,0.3333333333333333,True,0,0,0,True,True,True
1882,157,22,terms,False,in,of,0.0,1,0.25,False,0,0,0,False,False,True
1883,157,29,tell,False,usually,you,0.0,1,0.1111111111111111,False,0,0,0,False,False,True
1884,157,35,approximate,False,the,time,0.0,1,1.0,False,0,0,0,False,False,True
1885,157,50,food,False,the,is,1.0,4,0.0054054054054054074,False,0,0,0,False,False,True
1886,157,52,consistently,False,is,good,0.0,1,0.3333333333333333,False,0,0,0,False,False,True
1887,157,64,switched,False,they,management,0.0,1,1.0,False,0,0,0,False,False,True
1888,157,71,year,False,a,I,0.0,1,0.25,False,0,0,0,False,False,True
1889,157,84,food,False,The,quality,0.0,4,0.0054054054054054074,False,0,0,0,False,False,True
1890,157,94,and,False,up,I,0.0,2,0.0010050251256281408,False,0,0,0,False,False,True
1891,157,106,Yummy,False,complaints,sushi,0.0,1,1.0,True,0,0,0,False,False,True
1892,157,106,complaints Yummy,False,no,sushi,0.0,1,1.0,True,0,0,0,False,False,True
1893,157,107,sushi,True,Yummy,if,1.0,1,0.1111111111111111,False,0,0,0,True,True,True
1894,157,107,Yummy sushi,False,complaints,if,0.0,1,1.0,True,0,0,0,False,False,True
1895,158,12,and,False,me,so,0.0,8,0.0010050251256281408,False,0,0,0,False,False,True
1896,158,22,and,False,once,awhile,0.0,8,0.0010050251256281408,False,0,0,0,False,False,True
1897,158,23,and awhile,False,once,when,0.0,1,0.5,False,0,0,0,False,False,True
1898,158,26,needed,False,I,a,0.0,1,0.3333333333333333,False,0,0,0,False,False,True
1899,158,30,and,False,meal,didnt,0.0,8,0.0010050251256281408,False,0,0,0,False,False,True
1900,158,38,WORSTYou,False,the,get,0.0,1,1.0,True,0,0,0,False,False,True
1901,158,49,eating,False,for,in,0.0,2,0.09090909090909093,False,0,0,0,False,False,True
1902,158,61,food,False,your,from,0.0,5,0.0054054054054054074,False,0,0,0,False,False,True
1903,158,67,swipe,False,they,your,0.0,1,1.0,False,0,0,0,False,False,True
1904,158,70,adding,False,order,it,0.0,1,0.3333333333333333,False,0,0,0,False,False,True
1905,158,77,eating,False,youre,there,0.0,2,0.09090909090909093,False,0,0,0,False,False,True
1906,158,86,caf trays,False,your,or,0.0,1,1.0,False,0,0,0,False,False,True
1907,158,86,trays,False,caf,or,0.0,1,0.3333333333333333,False,0,0,0,False,False,True
1908,158,90,package,False,will,your,0.0,1,1.0,False,0,0,0,False,False,True
1909,158,92,food,False,your,up,0.0,5,0.0054054054054054074,False,0,0,0,False,False,True
1910,158,99,pasta,True,get,roast,1.0,2,0.05555555555555555,False,0,0,0,True,True,True
1911,158,101,beef,False,roast,and,0.0,1,0.06666666666666668,False,0,0,0,False,False,True
1912,158,101,roast beef,True,pasta,and,1.0,1,0.3333333333333333,False,0,0,0,True,True,True
1913,158,102,beef and,False,roast,other,0.0,1,0.5,False,0,0,0,False,False,True
1914,158,102,and,False,beef,other,0.0,8,0.0010050251256281408,False,0,0,0,False,False,True
1915,158,105,meats pizzas,False,other,The,0.0,1,1.0,False,0,0,0,False,False,True
1916,158,115,schnitzel,True,the,which,1.0,1,0.5,False,0,0,0,True,True,True
