docID,position,term,label_x,term_before_x,term_after_x,inPrefixSuffix,tf,idf,isCapitalized,hasDescriptivePrefix,hasDescriptiveSuffix,hasIngredient,pred_label,actual_label,true=pred
506,173,food,False,your,to,1.0,1,0.005405405405405407,False,0,0,0,False,False,True
604,207,and,False,chicken,potato,0.0,15,0.0010050251256281408,False,0,0,0,False,False,True
49,11,cheese,True,for,and,1.0,1,0.025,False,0,0,0,True,True,True
526,40,phlegmatic,False,Black,chunks,0.0,1,0.5,False,0,0,0,False,False,True
610,45,abide paying,False,cant,ten,0.0,1,1.0,False,0,0,0,False,False,True
14,81,talking,False,up,Not,0.0,1,0.3333333333333333,False,0,0,0,False,False,True
508,216,meat,True,Pita,tomato,1.0,2,0.030303030303030307,False,0,0,0,True,True,True
20,150,plain,False,us,with,0.0,2,0.2,False,0,0,0,False,False,True
1034,51,tomato and,False,pear,mixed,0.0,1,1.0,False,0,0,1,False,False,True
128,106,Italian,False,of,dressing,0.0,1,0.1111111111111111,True,0,0,0,False,False,True
618,174,tortillas and chips,True,pressed,made,1.0,1,1.0,False,0,0,0,True,True,True
260,89,guest,False,the,rooms,0.0,1,1.0,False,0,0,0,False,False,True
1034,106,and,False,oven,the,0.0,8,0.0010050251256281408,False,0,0,0,False,False,True
612,14,tiki And,False,retro,they,0.0,1,0.5,True,0,0,0,False,False,True
514,8,Sneakers experienceEww,False,the,This,0.0,1,1.0,True,0,0,0,False,False,True
513,25,turkey,True,beef,ham,1.0,1,1.0,False,0,0,0,True,True,True
609,70,and,False,tea,Eba,0.0,8,0.0010050251256281408,False,0,0,0,False,False,True
134,189,messy,False,getting,in,0.0,1,1.0,False,0,0,0,False,False,True
511,114,Wei and,False,Pei,Panda,0.0,1,1.0,True,0,0,0,False,False,True
632,12,changed,False,they,it,0.0,1,0.25,False,0,0,0,False,False,True
274,90,cheese,False,gourmand,selection,1.0,1,0.025,False,0,0,0,True,False,False
210,40,tater tots,True,of,and,1.0,1,0.5,False,0,0,0,True,True,True
370,11,bean,True,The,and,1.0,1,0.5,False,0,0,1,True,True,True
235,66,warning,False,a,about,0.0,1,1.0,False,0,0,0,False,False,True
128,79,greeted and,False,quickly,seated,0.0,1,1.0,False,0,0,0,False,False,True
259,74,Beef Tenderloin American,False,Pao,Style,0.0,1,1.0,True,0,0,0,False,False,True
1006,66,and skin,False,fat,with,0.0,1,1.0,False,0,0,0,False,False,True
64,106,perhaps,False,options,too,0.0,1,0.25,False,0,0,0,False,False,True
202,37,bacon,True,or,soda,1.0,1,0.07692307692307693,False,0,0,0,True,True,True
385,58,compensate,False,to,for,0.0,1,1.0,False,0,0,0,False,False,True
239,97,severely,False,were,limited,0.0,1,1.0,False,0,0,0,False,False,True
116,116,example,False,For,if,0.0,1,0.5,False,0,0,0,False,False,True
169,6,Valentines,False,to,Day,0.0,1,0.5,True,0,0,0,False,False,True
268,110,flower,False,hibiscus,drink,0.0,1,1.0,False,0,0,0,False,False,True
220,73,seafood,False,The,platter,0.0,1,0.3333333333333333,False,1,0,0,False,False,True
161,44,provolone tomatoes,False,mozzarella,basil,0.0,1,1.0,False,0,0,0,False,False,True
211,176,juice,False,slaw,in,0.0,1,0.14285714285714285,False,0,0,0,False,False,True
195,112,and,False,girlfriend,I,0.0,6,0.0010050251256281408,False,0,0,0,False,False,True
1032,44,breakfast,False,about,and,0.0,1,0.03571428571428571,False,0,0,0,False,False,True
526,4,names,False,many,Boba,0.0,2,0.25,False,0,0,0,False,False,True
170,70,and,False,outside,soft,0.0,5,0.0010050251256281408,False,0,0,0,False,False,True
515,106,and,False,feta,a,0.0,7,0.0010050251256281408,False,0,1,0,False,False,True
506,65,carniceria,False,a,Seeing,0.0,1,1.0,False,0,0,0,False,False,True
266,120,fish Caesar,False,fried,salad,0.0,1,1.0,True,0,0,0,False,False,True
240,132,truffle,False,and,oil,0.0,2,0.5,False,0,0,0,False,False,True
81,45,Maki Signature roll,False,Couture,salmon,0.0,1,1.0,True,0,0,0,False,False,True
609,162,tea,True,black,with,1.0,8,0.037037037037037035,False,0,0,0,True,True,True
73,29,coffee tea,False,a,or,1.0,1,1.0,False,0,1,0,True,False,False
41,37,sitting,False,before,down,0.0,2,0.2,False,0,0,0,False,False,True
157,106,Yummy,False,complaints,sushi,0.0,1,1.0,True,0,0,0,False,False,True
530,50,shoots,False,bamboo,and,0.0,2,0.25,False,0,0,0,False,False,True
108,42,and,False,cream,the,0.0,6,0.0010050251256281408,False,0,0,0,False,False,True
122,201,and,False,cant,this,0.0,7,0.0010050251256281408,False,0,0,0,False,False,True
518,33,and stringy,False,side,It,0.0,1,1.0,False,1,0,0,False,False,True
12,7,calamari,True,the,duck,1.0,1,0.5,False,0,0,0,True,True,True
257,84,and,False,Starbucks,some,0.0,1,0.0010050251256281408,False,0,0,0,False,False,True
604,200,stir sticks,False,jerky,or,0.0,1,1.0,False,0,0,0,False,False,True
229,63,mozzarella marinara,True,the,It,1.0,1,1.0,False,0,0,0,True,True,True
223,24,Maui Wowie,False,the,Pizza,0.0,1,1.0,True,0,0,0,False,False,True
124,51,lunch,False,for,though,0.0,1,0.043478260869565216,False,0,0,0,False,False,True
260,48,impressions,False,First,mean,0.0,1,1.0,False,1,0,0,False,False,True
169,289,distinctly forgettable food,False,was,I,0.0,1,1.0,False,0,0,0,False,False,True
61,140,and pork belly,False,noodles,was,0.0,1,0.3333333333333333,False,0,1,0,False,False,True
69,4,factory,False,Cheesecake,Came,0.0,1,0.5,False,0,0,0,False,False,True
1033,41,musical vibes,False,great,from,0.0,1,1.0,False,0,0,0,False,False,True
604,316,chile,False,sweet,sauce,0.0,1,1.0,False,0,0,0,False,False,True
39,57,scallops,True,has,on,1.0,1,0.5,False,0,0,0,True,True,True
110,50,hugely,False,was,unappetizing,0.0,1,1.0,False,0,0,0,False,False,True
37,32,and,False,cookies,about,0.0,1,0.0010050251256281408,False,0,0,0,False,False,True
608,59,tomato sauce hurts,False,and,when,0.0,1,0.5,False,0,0,1,False,False,True
129,43,Stoneys breakfast,False,the,which,1.0,1,1.0,True,0,0,0,True,False,False
396,18,food,False,Great,The,0.0,1,0.005405405405405407,False,0,0,0,False,False,True
506,230,cash,False,take,though,0.0,1,1.0,False,0,0,0,False,False,True
610,421,scrumptious,False,your,fare,0.0,1,0.5,False,0,0,0,False,False,True
605,63,Blue,False,thing,Raspberry,0.0,1,1.0,True,0,0,0,False,False,True
224,93,Pepsi,True,of,The,1.0,1,1.0,True,0,0,0,True,True,True
270,45,ones,False,young,duck,0.0,1,0.3333333333333333,False,0,0,0,False,False,True
46,116,Tartare,False,Horse,which,0.0,1,1.0,True,0,0,0,False,False,True
524,77,perpetratin Waffle,False,those,House,0.0,1,1.0,True,0,0,0,False,False,True
613,395,meat and,False,eggs,fries,0.0,1,0.3333333333333333,False,0,0,0,False,False,True
373,171,starving,False,youre,please,0.0,1,0.5,False,0,0,0,False,False,True
111,32,bread pudding,True,the,was,1.0,1,1.0,False,0,1,0,True,True,True
94,67,thrown,False,just,on,0.0,1,1.0,False,0,0,0,False,False,True
509,443,And,False,Roosevelt,the,0.0,2,0.030303030303030307,True,0,0,0,False,False,True
107,192,bread,True,the,from,1.0,3,0.04,False,0,0,0,True,True,True
136,49,communal,False,feature,sinks,0.0,1,0.5,False,0,0,0,False,False,True
608,329,noodly,False,the,combos,0.0,1,1.0,False,0,0,0,False,False,True
8,36,coffee and,False,ice,really,0.0,1,0.3333333333333333,False,0,0,0,False,False,True
272,88,Jameson,True,of,and,1.0,1,1.0,True,0,0,0,True,True,True
514,44,potato,False,shriveled,skins,0.0,1,0.06666666666666668,False,0,0,1,False,False,True
365,135,raspberry,False,the,cheesecake,0.0,1,1.0,False,0,0,1,False,False,True
268,212,fish,False,smoked,and,0.0,1,0.125,False,0,0,0,False,False,True
44,258,peach ice,False,the,tea,0.0,2,0.5,False,0,0,1,True,False,False
44,6,drinks,False,great,We,0.0,5,0.030303030303030307,False,0,0,0,False,False,True
613,28,breakfast,False,carb,My,0.0,8,0.03571428571428571,False,0,0,0,False,False,True
1003,9,delightfully,False,was,overwhelmed,0.0,1,1.0,False,0,0,0,False,False,True
354,79,acting,False,screaming,as,0.0,1,1.0,False,0,0,0,False,False,True
149,28,and,False,went,had,0.0,12,0.0010050251256281408,False,0,0,0,False,False,True
509,68,and,False,varieties,banned,0.0,12,0.0010050251256281408,False,0,0,0,False,False,True
237,27,ends,False,part,There,0.0,1,0.2,False,1,0,0,False,False,True
524,90,tribute,False,A,to,0.0,1,1.0,False,0,0,0,False,False,True
195,73,yuppy,False,my,friends,0.0,1,1.0,False,0,0,0,False,False,True
609,241,taro and,False,Mango,honeydew,0.0,1,1.0,False,0,0,1,False,False,True
223,25,Wowie Pizza,False,Maui,an,0.0,1,1.0,True,0,0,0,False,False,True
168,84,tender,False,so,it,0.0,1,0.2,False,0,0,0,False,False,True
526,26,gelatinous gummy balls,False,Melty,that,0.0,1,0.5,False,0,0,0,False,False,True
143,141,liked,False,really,the,0.0,2,0.06666666666666668,False,0,0,0,False,False,True
620,8,Thai,False,lick,I,0.0,3,0.14285714285714285,True,0,0,0,False,False,True
248,80,drinks,False,standard,found,0.0,1,0.030303030303030307,False,0,0,0,False,False,True
46,48,Cured Meat,False,House,it,0.0,1,1.0,True,0,0,0,False,False,True
142,111,aint,False,it,no,0.0,1,0.5,False,0,0,0,False,False,True
120,68,and,False,scotch,said,0.0,6,0.0010050251256281408,False,0,0,0,False,False,True
83,27,mins,False,approximately,wait,0.0,1,0.125,False,0,0,0,False,False,True
518,10,rice pita,False,of,bread,0.0,1,1.0,False,0,0,0,False,False,True
61,105,sumo,False,jumbo,ramen,0.0,2,0.5,False,0,0,0,False,False,True
149,192,and Ritas,False,Rock,name,0.0,1,1.0,True,0,0,0,False,False,True
130,43,iced tea,True,and,The,1.0,3,0.25,False,0,0,0,True,True,True
61,57,appetizer,False,gyoza,which,0.0,1,0.1111111111111111,False,0,0,0,False,False,True
16,60,leave,False,to,a,0.0,1,0.1111111111111111,False,0,0,0,False,False,True
216,12,entree and,False,Mongolian,I,0.0,1,1.0,False,0,0,0,False,False,True
262,134,horseradish,False,or,sauce,0.0,1,1.0,False,0,0,1,False,False,True
136,118,and,False,alright,then,0.0,11,0.0010050251256281408,False,0,0,0,False,False,True
167,69,and shortly,False,here,after,0.0,1,1.0,False,0,0,0,False,False,True
31,104,roti,False,the,curry,0.0,1,1.0,False,0,0,0,False,False,True
2,27,and,False,tartar,pork,0.0,5,0.0010050251256281408,False,0,0,0,False,False,True
39,75,thinly sliced sprinkled,False,very,with,0.0,1,1.0,False,0,0,0,False,False,True
114,129,and,False,call,walked,0.0,14,0.0010050251256281408,False,0,0,0,False,False,True
506,161,lightening,False,prepared,fast,0.0,1,1.0,False,0,0,0,False,False,True
80,84,attention,False,pay,I,0.0,1,0.5,False,0,0,0,False,False,True
613,361,perfection,False,but,when,0.0,2,0.25,False,0,1,0,False,False,True
99,180,And,False,chances,this,0.0,1,0.030303030303030307,True,0,0,0,False,False,True
163,24,mussels,True,the,were,1.0,2,0.5,False,0,0,0,True,True,True
143,124,food,False,and,like,0.0,2,0.005405405405405407,False,0,0,0,False,False,True
272,82,alcohol,True,cheap,bucks,0.0,1,0.5,False,0,0,0,False,True,False
612,46,Island Eggs Benedict,True,the,with,1.0,1,0.5,True,0,0,0,True,True,True
19,40,says,False,everyone,it,0.0,1,0.16666666666666666,False,0,0,0,False,False,True
85,22,buttermilk,False,the,fried,0.0,2,0.25,False,0,0,0,False,False,True
124,89,lamb,False,a,burger,0.0,1,0.3333333333333333,False,0,0,0,False,False,True
261,41,sat,False,were,the,0.0,1,0.16666666666666666,False,0,0,0,False,False,True
152,9,breakfast brunch chain,False,the,Eggsmart,0.0,1,1.0,False,0,0,0,False,False,True
31,66,food,False,the,was,1.0,1,0.005405405405405407,False,0,0,0,False,False,True
383,29,And,False,cool,also,0.0,1,0.030303030303030307,True,0,0,0,False,False,True
513,83,Gandolfos deli,False,in,and,1.0,2,0.5,True,0,0,0,True,False,False
632,29,tomato sauce,True,supermarket,the,1.0,1,0.25,False,0,0,1,True,True,True
266,49,believe,False,I,the,0.0,1,1.0,False,0,0,0,False,False,True
149,108,karaoke,False,singing,on,0.0,1,1.0,False,0,0,0,False,False,True
161,27,Margherita pizza,True,the,from,1.0,1,1.0,True,0,0,0,True,True,True
110,202,leg,False,your,over,0.0,1,1.0,False,0,0,0,False,False,True
138,44,dip,True,and,were,1.0,1,0.16666666666666666,False,0,0,0,True,True,True
64,132,and,False,items,not,0.0,5,0.0010050251256281408,False,0,0,0,False,False,True
227,37,brats and cheeses,False,of,and,1.0,1,1.0,False,0,0,0,True,False,False
235,76,burger,True,this,Not,0.0,3,0.037037037037037035,False,0,0,0,True,True,True
100,200,smoothies,False,fruit,I,0.0,1,1.0,False,0,0,0,False,False,True
1031,12,fajitas and,False,veggie,they,0.0,1,1.0,False,0,0,0,False,False,True
20,113,pork belly bun,True,The,was,1.0,1,1.0,False,0,0,0,True,True,True
520,137,Central,False,else,American,0.0,1,1.0,True,0,0,0,False,False,True
93,37,omelet and,False,pepper,peach,0.0,1,0.25,False,0,0,0,False,False,True
518,16,meat,True,a,of,1.0,1,0.030303030303030307,False,0,0,0,True,True,True
504,14,swear,False,I,if,0.0,1,1.0,False,0,0,0,False,False,True
383,106,taken,False,well,care,0.0,1,0.3333333333333333,False,0,0,0,False,False,True
606,34,dysfunctional kiddo,False,house,families,0.0,1,1.0,False,0,0,0,False,False,True
158,101,beef,False,roast,and,0.0,1,0.06666666666666668,False,0,0,0,False,False,True
157,71,year,False,a,I,0.0,1,0.25,False,0,0,0,False,False,True
504,47,salty,False,quality,melty,0.0,1,0.14285714285714285,False,0,0,0,False,False,True
274,40,shopping,False,my,trip,0.0,1,0.5,False,0,0,0,False,False,True
107,245,brule,False,creme,and,0.0,1,0.5,False,1,0,0,False,False,True
107,81,and,False,drinks,food,0.0,12,0.0010050251256281408,False,0,0,0,False,False,True
526,6,Boba tea,True,names,bubble,0.0,1,0.5,True,0,0,0,False,True,False
354,134,marks,False,high,But,0.0,1,0.5,False,0,0,0,False,False,True
262,182,and,False,nice,management,0.0,14,0.0010050251256281408,False,0,0,0,False,False,True
399,27,hurry,False,a,I,0.0,1,0.25,False,0,0,0,False,False,True
146,41,adventurous,False,be,and,0.0,1,0.3333333333333333,False,0,0,0,False,False,True
246,52,and,False,chili,the,0.0,4,0.0010050251256281408,False,0,0,0,False,False,True
46,78,roasted bone,False,the,marrow,0.0,1,1.0,False,0,0,0,False,False,True
31,84,fried,False,basil,rice,0.0,2,0.05,False,0,0,0,False,False,True
606,95,buttercups and,False,edible,small,0.0,1,1.0,False,0,0,0,False,False,True
604,97,frozen,False,basic,or,0.0,1,0.3333333333333333,False,0,0,0,False,False,True
508,217,Pita meat tomato,False,menu,lettuce,0.0,1,1.0,True,0,0,1,False,False,True
268,18,bone,False,the,tender,0.0,1,0.2,False,0,0,0,False,False,True
359,48,spread,False,a,of,1.0,1,0.5,False,0,0,0,True,False,False
65,52,memorable,False,or,about,0.0,1,0.3333333333333333,False,1,0,0,False,False,True
396,10,peaches,False,and,salad,0.0,1,1.0,False,0,0,0,False,False,True
169,125,And,False,table,it,0.0,1,0.030303030303030307,True,0,0,0,False,False,True
515,78,hummus,False,the,more,1.0,3,0.125,False,0,0,0,True,False,False
136,244,and,False,bill,pay,0.0,11,0.0010050251256281408,False,0,0,0,False,False,True
260,262,adults,False,for,only,0.0,1,1.0,False,0,0,0,False,False,True
513,84,deli and,False,Gandolfos,Im,0.0,1,1.0,False,0,0,0,False,False,True
114,100,confused,False,little,by,0.0,1,0.3333333333333333,False,0,0,0,False,False,True
387,13,vegetarian,False,both,and,0.0,1,0.04166666666666666,False,0,0,0,False,False,True
1002,72,shared,False,easily,by,0.0,1,0.3333333333333333,False,0,0,0,False,False,True
149,151,sitting,False,people,there,0.0,1,0.2,False,0,0,0,False,False,True
609,280,Eba,False,drinks,also,0.0,4,0.16666666666666666,True,0,0,0,False,False,True
211,156,slaw,False,cole,was,0.0,2,0.25,False,0,0,0,False,False,True
196,21,forced,False,been,to,0.0,1,1.0,False,0,0,0,False,False,True
1034,49,pear,True,with,tomato,1.0,1,0.5,False,0,0,1,True,True,True
114,188,liked,False,really,her,0.0,1,0.06666666666666668,False,0,0,0,False,False,True
136,67,and,False,bottom,water,0.0,11,0.0010050251256281408,False,0,0,0,False,False,True
273,87,muddled citrus,False,and,Make,0.0,1,1.0,False,0,0,0,False,False,True
220,8,mothers,False,my,birthday,0.0,1,1.0,False,0,0,0,False,False,True
157,84,food,False,The,quality,0.0,4,0.005405405405405407,False,0,0,0,False,False,True
85,29,poutine,True,classic,to,1.0,2,0.07142857142857142,False,0,0,0,True,True,True
251,18,cheese,False,beer,sauce,0.0,1,0.025,False,0,0,0,False,False,True
157,8,Sushi,True,from,One,1.0,2,0.3333333333333333,True,0,0,0,True,True,True
259,72,Beef,False,Pao,Tenderloin,0.0,2,0.5,True,0,0,0,False,False,True
1030,76,describe,False,quite,the,0.0,1,0.3333333333333333,False,0,0,0,False,False,True
270,35,sketch,False,little,sometimes,0.0,1,1.0,False,0,0,0,False,False,True
147,75,felt,False,it,like,0.0,1,0.16666666666666666,False,0,0,0,False,False,True
168,32,entirely,False,not,unique,0.0,1,0.5,False,0,0,0,False,False,True
254,95,gravy,True,and,It,0.0,1,0.25,False,0,0,0,False,True,False
639,70,salsa mins,False,and,after,0.0,1,1.0,False,0,0,0,False,False,True
272,89,Jameson and,False,of,one,0.0,1,1.0,True,0,0,0,False,False,True
39,54,roll,False,dragon,that,0.0,1,0.16666666666666666,False,0,0,0,False,False,True
50,30,and,False,hubby,I,0.0,2,0.0010050251256281408,False,0,0,0,False,False,True
107,278,Italian,False,basic,food,0.0,2,0.1111111111111111,True,0,0,0,False,False,True
7,104,and,False,noodle,the,0.0,2,0.0010050251256281408,False,0,0,0,False,False,True
1018,110,keeping track,False,problems,of,0.0,1,1.0,False,0,0,0,False,False,True
613,42,P Pancakes,False,J,has,0.0,1,1.0,True,0,0,0,False,False,True
167,14,knew,False,she,people,0.0,1,0.16666666666666666,False,0,0,0,False,False,True
234,100,pointing,False,of,you,0.0,1,1.0,False,0,0,0,False,False,True
610,67,perfection,False,juicy,grilled,0.0,1,0.25,False,0,0,0,False,False,True
122,49,and,False,pasta,the,0.0,7,0.0010050251256281408,False,0,0,0,False,False,True
142,21,fluke,False,complete,some,0.0,1,1.0,False,0,0,0,False,False,True
605,39,and,False,sugar,ice,0.0,4,0.0010050251256281408,False,0,1,0,False,False,True
124,77,infused,False,herbs,They,0.0,1,0.5,False,0,0,0,False,False,True
224,113,seem,False,places,way,0.0,1,0.125,False,0,0,0,False,False,True
83,97,pork handmade,False,veggie,noodle,0.0,1,1.0,False,0,0,0,False,False,True
211,175,slaw,False,little,juice,0.0,2,0.25,False,0,0,0,False,False,True
524,35,soul,False,his,for,0.0,1,1.0,False,0,0,0,False,False,True
1006,75,food,False,of,I,1.0,1,0.005405405405405407,False,0,0,0,False,False,True
2,27,beef tartar and,False,their,pork,0.0,1,1.0,False,0,0,0,False,False,True
111,15,ice cream,False,chocolate,nothing,0.0,2,0.2,False,0,1,0,False,False,True
111,24,pie,False,lemon,filling,0.0,1,1.0,False,0,0,0,False,False,True
91,6,wedding reception,False,our,The,0.0,1,1.0,False,0,0,0,False,False,True
605,10,slushy,False,is,drinks,0.0,1,1.0,False,0,0,0,False,False,True
620,40,lemongrass,True,basil,coconut,1.0,1,0.5,False,0,0,0,True,True,True
61,140,pork belly,True,and,was,1.0,2,0.2,False,0,1,0,True,True,True
1002,96,fried rice,False,egg,Its,0.0,1,0.3333333333333333,False,0,0,0,False,False,True
31,78,vegans,False,lovers,etc,0.0,1,1.0,False,0,0,0,False,False,True
369,85,drink whisky and,False,a,wine,0.0,1,1.0,False,0,0,0,False,False,True
271,8,brewery,False,a,gal,0.0,1,1.0,False,0,0,0,False,False,True
167,19,food poisoning,False,got,from,0.0,2,0.5,False,0,0,0,False,False,True
1018,43,drinks,True,and,took,1.0,1,0.030303030303030307,False,0,0,0,True,True,True
46,184,and tender,False,soft,If,0.0,1,0.5,False,0,0,0,False,False,True
260,117,comfotable,False,very,The,0.0,1,1.0,False,0,0,0,False,False,True
262,135,sauce,False,horseradish,which,0.0,1,0.021739130434782608,False,0,0,0,False,False,True
604,13,margaritas,True,awesome,at,1.0,5,0.2,False,0,0,0,True,True,True
610,334,fries,True,your,So,0.0,5,0.03448275862068965,False,0,1,0,False,True,False
123,134,drinks,False,our,Anyway,0.0,1,0.030303030303030307,False,0,0,0,False,False,True
46,79,marrow,False,bone,which,0.0,2,0.5,False,1,0,1,False,False,True
1018,53,and,False,us,the,0.0,6,0.0010050251256281408,False,0,0,0,False,False,True
518,9,rice,True,of,pita,1.0,3,0.05,False,0,0,0,True,True,True
142,140,eating,False,were,dinner,0.0,1,0.09090909090909093,False,0,0,0,False,False,True
261,113,biased,False,little,though,0.0,1,0.3333333333333333,False,0,0,0,False,False,True
608,11,plain,False,of,noodles,0.0,1,0.2,False,0,0,0,False,False,True
618,25,Trust,False,menu,Aunty,0.0,1,0.5,True,0,0,0,False,False,True
114,194,cappuccino Knowing,False,ordered,it,0.0,1,1.0,True,0,0,0,False,False,True
526,5,Boba,False,names,tea,0.0,1,0.5,True,0,0,0,False,False,True
124,150,booked,False,I,if,0.0,2,0.5,False,0,0,0,False,False,True
1041,115,informed,False,we,her,0.0,1,0.3333333333333333,False,0,0,0,False,False,True
44,82,jelly and,False,grass,pudding,0.0,1,1.0,False,0,0,0,False,False,True
513,328,and,False,good,they,0.0,9,0.0010050251256281408,False,0,0,0,False,False,True
1027,22,danceoriented,False,Vegas,night,0.0,1,1.0,False,0,0,0,False,False,True
142,92,biggie particularly,False,No,because,0.0,1,1.0,False,0,0,0,False,False,True
65,44,bone soup,False,pork,which,0.0,1,1.0,False,0,0,0,False,False,True
52,43,teriyaki,False,salmon,kalbi,0.0,1,1.0,False,0,0,0,False,False,True
262,160,and,False,looks,empty,0.0,14,0.0010050251256281408,False,0,0,0,False,False,True
613,31,and,False,stomach,I,0.0,15,0.0010050251256281408,False,0,0,0,False,False,True
526,6,tea,False,Boba,bubble,1.0,3,0.037037037037037035,False,0,0,0,True,False,False
258,44,suited,False,that,our,0.0,1,1.0,False,0,0,0,False,False,True
258,234,justify,False,to,the,0.0,1,1.0,False,0,0,0,False,False,True
614,42,and salmon plz,False,jam,Tried,0.0,1,1.0,False,0,0,0,False,False,True
605,13,drinks Slush puppies,False,slushy,Mr,0.0,1,1.0,True,0,0,0,False,False,True
128,86,and,False,enchilada,my,0.0,12,0.0010050251256281408,False,0,0,0,False,False,True
509,436,pithy,False,this,reasons,0.0,1,1.0,False,0,0,0,False,False,True
508,176,and,False,moist,tender,0.0,13,0.0010050251256281408,False,0,0,0,False,False,True
124,71,puffed,False,of,rolls,0.0,1,1.0,False,0,0,0,False,False,True
606,291,Viola,False,finger,Problem,0.0,1,1.0,True,0,0,0,False,False,True
214,79,enthusiastic,False,of,service,0.0,1,0.5,False,0,0,0,False,False,True
530,44,galanga,True,and,Mixed,0.0,1,0.5,False,0,0,0,False,True,False
107,137,Pasta,True,dishes,with,0.0,1,1.0,True,0,0,0,False,True,False
372,55,vegetarian and,False,a,they,0.0,1,0.25,False,0,0,0,False,False,True
1023,25,egg,True,and,dish,1.0,1,0.16666666666666666,False,0,0,0,True,True,True
171,43,fare,False,pub,but,0.0,2,0.16666666666666666,False,0,0,0,False,False,True
504,84,and,False,thick,juicy,0.0,7,0.0010050251256281408,False,0,0,0,False,False,True
613,439,art,False,breakfast,is,0.0,1,0.5,False,0,0,0,False,False,True
526,41,phlegmatic chunks,False,Black,of,0.0,1,0.5,False,0,0,0,False,False,True
261,91,cheddar,False,chorizo,cheese,0.0,1,0.25,False,0,0,0,False,False,True
613,196,german and german,False,banana,nutty,0.0,1,1.0,False,0,0,0,False,False,True
27,41,omelette,True,eggspectation,and,1.0,2,0.25,False,0,0,0,True,True,True
509,14,pleased,False,extremely,to,0.0,1,0.3333333333333333,False,0,0,0,False,False,True
261,83,consisted,False,It,of,0.0,1,0.3333333333333333,False,0,0,0,False,False,True
39,36,wedges,False,potato,are,0.0,1,1.0,False,0,0,0,False,False,True
110,123,pork dried scallops,False,spicy,and,1.0,1,1.0,False,0,0,0,True,False,False
128,93,food,False,The,came,1.0,3,0.005405405405405407,False,0,0,0,False,False,True
188,19,and,False,reviews,looking,0.0,4,0.0010050251256281408,False,0,0,0,False,False,True
158,92,food,False,your,up,0.0,5,0.005405405405405407,False,0,0,0,False,False,True
524,136,unsweetened,False,regular,tea,0.0,1,1.0,False,0,0,0,False,False,True
44,265,kumquat,True,no,taste,1.0,6,0.16666666666666666,False,0,0,1,False,True,False
116,106,choose,False,you,your,0.0,3,0.14285714285714285,False,0,0,0,False,False,True
268,112,flower drink sorrel,False,hibiscus,with,0.0,1,1.0,False,0,0,0,False,False,True
116,60,em,False,tried,all,0.0,1,0.5,False,0,0,0,False,False,True
69,109,tofu,True,crispy,served,1.0,1,0.3333333333333333,False,0,0,0,True,True,True
608,163,marred,False,were,by,0.0,1,1.0,False,0,0,0,False,False,True
509,110,occasion,False,on,but,0.0,1,0.3333333333333333,False,0,0,0,False,False,True
142,70,crusts and gooey,False,crispy,centres,0.0,1,1.0,False,0,0,0,False,False,True
266,126,fritter sandwich,False,pork,and,1.0,1,1.0,False,0,0,0,True,False,False
46,218,Foie and Nutella,False,the,as,1.0,1,1.0,True,0,0,0,True,False,False
111,14,ice,False,chocolate,cream,0.0,2,0.1111111111111111,False,0,0,0,False,False,True
147,107,Swiss,False,Little,Chaletsized,0.0,1,1.0,True,0,0,0,False,False,True
528,14,retro tiki And,False,on,they,0.0,1,0.5,True,0,0,0,False,False,True
234,17,stay,False,to,on,0.0,2,0.16666666666666666,False,0,0,0,False,False,True
119,18,reserved,False,I,a,0.0,1,1.0,False,0,0,0,False,False,True
268,178,and cheese,False,mac,house,0.0,1,0.08333333333333333,False,0,0,0,False,False,True
234,314,speak,False,cannot,to,0.0,1,0.3333333333333333,False,0,0,0,False,False,True
369,15,and foremost,False,First,the,0.0,1,1.0,False,0,0,0,False,False,True
149,111,stage,False,a,in,0.0,1,1.0,False,0,0,0,False,False,True
47,105,peameal bacon,True,with,poached,0.0,1,1.0,False,1,0,0,False,True,False
509,62,and idolization Distilled,False,capitalization,from,0.0,1,1.0,True,0,0,0,False,False,True
248,10,and,False,chips,salsa,0.0,1,0.0010050251256281408,False,0,0,0,False,False,True
130,127,mayo,True,garlic,of,1.0,1,0.16666666666666666,False,0,0,0,True,True,True
612,57,eggs benedict,True,The,were,1.0,1,0.25,False,0,0,0,True,True,True
143,36,liked,False,really,it,0.0,2,0.06666666666666668,False,0,0,0,False,False,True
73,25,and,False,out,get,0.0,3,0.0010050251256281408,False,0,0,0,False,False,True
528,146,and tacos,False,mimosas,may,0.0,1,0.5,False,0,0,0,False,False,True
613,247,Ohmygod,False,cheese,It,0.0,1,1.0,True,0,0,0,False,False,True
511,64,Phoenicians,False,term,in,0.0,1,1.0,True,0,0,0,False,False,True
608,241,cheese and,False,parmesan,toss,0.0,1,0.1,False,0,0,0,False,False,True
265,64,and,False,duck,myself,0.0,6,0.0010050251256281408,False,0,0,0,False,False,True
218,4,burger,True,good,Cant,1.0,2,0.037037037037037035,False,0,0,0,True,True,True
513,27,ham pastrami,False,turkey,cheddar,0.0,1,1.0,False,0,0,0,False,False,True
224,208,breakfast LOL,False,for,seriously,0.0,1,1.0,True,0,0,0,False,False,True
265,175,avocados and,False,terrible,whipped,0.0,1,1.0,False,0,0,0,False,False,True
