ID,Name,Author,Publisher,Publishing_Date,Format,Pages,Rating
787,cosmic aviators - nathaniel's 1st adventure,G.E.F. Neilson,Buzzword Press,2013-03-26,Paperback,288.0,4.32
788,delilah dusticle's transylvanian adventure,A.J. York,Createspace,2014-06-01,Paperback,122.0,4.27
789,adventures beyond the body: how to experience out-of-body travel,William Buhlman,HarperOne,1996-06-13,Paperback,304.0,4.27
790,"the magic of oz: a faithful record of the remarkable adventures of dorothy and trot and the wizard of oz, together with the cowardly lion, the hungry ... and beautiful birthday present for princes",L. Frank Baum,Nabu Press,2010-03-04,Paperback,272.0,3.94
791,little andrea's great adventure,Emily Andrade,"Diamond Tip Publishing, LLC",2015-02-02,Paperback,135.0,4.17
792,life's what you make it,Theresa Troutman,,,,,4.15
793,the somewhat true adventures of sammy shine,Henry Cole,Peachtree Publishers,2016-04-01,Hardcover,160.0,3.81
794,tinseland: christopher's christmas adventure,Micah K. Hart,Createspace Independent Publishing Platform,2010-03-28,Paperback,72.0,4.17
795,the complete adventures of charlie and mr. willy wonka,Roald Dahl,Puffin Books,2010-09-02,Paperback,336.0,4.12
796,neverland's library: fantasy anthology,Roger Bellini,Ragnarok Publications,2014-04-01,Kindle Edition,444.0,3.83
797,"the magazine of fantasy and science fiction, september 1991",Kristine Kathryn Rusch,"Mercury Press, Inc.",1991-09-01,Paperback,162.0,3.58
798,the symbiont (a time travel fantasy),T.L.B. Wood,,,Kindle Edition,,3.9
799,urban fantasies book 3,Marlon Mccaulsky,Emerald Star Press,2011-10-25,Kindle Edition,29.0,4.77
800,cosmic dancer: an interdimensional fantasy,Lianne Downey,Cosmic Visionary Music & Books,2011-05-03,Paperback,336.0,4.33
801,fluent in fantasy: the next generation,Diana Tixier Herald,Libraries Unlimited,2007-12-30,Hardcover,312.0,4.13
803,fantasy inc. - fantasy massage,Lee Moore,Self,2013-10-26,ebook,51.0,4.0
804,will work for blood,Katica Locke,Shadowfire Press,2010-11-01,ebook,253.0,3.44
805,conclave: a collection of science fiction and fantasy,Lee Murray,Leapy Sheep,2014-04-07,Kindle Edition,264.0,4.57
806,blacksand!,Marc Gascoigne,Puffin Books,1990-12-06,Paperback,362.0,3.83
807,fireborn: the roleplaying game: gamemaster's handbook,Fantasy Flight Games,Fantasy Flight Games,2004-12-07,Hardcover,208.0,3.67
808,grand illusion: the fantasy of voter choice in a two-party tyranny,Theresa Amato,The New Press,2009-06-09,Hardcover,300.0,3.94
809,camp camp: where fantasy island meets lord of the flies,Roger Bennett,Crown Archetype,2008-05-20,Hardcover,304.0,3.77
810,"the magazine of fantasy and science fiction, may/june 2013",Gordon Van Gelder,"Spilogale, Inc.",2013-05-01,Kindle Edition,258.0,3.59
811,"fantasy & science fiction, nov/dec 2012",Gordon Van Gelder,"Spilogale, Inc.",2012-11-01,Paperback,260.0,3.69
812,last defender of camelot (fantasy classics),Roger Zelazny,Pocket/SFBC,1981-04-01,Hardcover,279.0,4.02
813,why fantasy football matters (and our lives do not),Erik Barmack,Gallery Books,2006-08-01,Paperback,256.0,3.33
814,"things that never were: fantasies, lunacies & entertaining lies",Matthew Rossi,Monkeybrain,2003-08-01,Paperback,268.0,3.73
815,the collected fantasies of clark ashton smith: the end of the story,Clark Ashton Smith,Night Shade Books,2007-01-01,Kindle Edition,301.0,4.16
816,the forbidden castle,Edward Packard,Bantam,1982-11-01,Mass Market Paperback,118.0,3.69
817,among the islands: adventures in the pacific,Tim Flannery,,,ebook,268.0,3.53
818,the hardware hacker: adventures in making and breaking hardware,Andrew Huang,No Starch Press,2017-03-09,Hardcover,396.0,4.35
819,the titanic: an interactive history adventure,Bob Temple,Capstone Press,2007-09-01,Paperback,112.0,4.04
820,the new adventures of abraham lincoln,Scott McCloud,Image Comics,1998-02-01,Paperback,144.0,3.87
821,the adventure of kalila and dimna,عبد الله بن المقفع,Trafford Publishing,,Paperback,,4.07
822,"behind the palace doors: five centuries of sex, adventure, vice, treachery, and folly from royal britain",Michael Farquhar,Random House Trade Paperbacks,2011-03-01,Paperback,307.0,3.65
823,the ghosts of tarawera,Sue Copsey,Treehouse Books,2015-06-01,Paperback,256.0,4.41
824,heartbreak island (the fire of the ocean),Lene Kaaberbøl,Volo,2005-04-01,Paperback,112.0,3.45
825,trek to madworld,Stephen Goldin,Titan Books Ltd,1979-01-01,Paperback,,3.36
826,"curse of the blue tattoo: being an account of the misadventures of jacky faber, midshipman and fine lady",L.A. Meyer,"Listen & Live Audio, Inc",2008-05-13,Audiobook,14.0,4.25
827,i left my sneakers in dimension x,Bruce Coville,Aladdin,2007-05-08,Paperback,192.0,3.89
828,southern adventures,Tracy Kauffman,Tate Publishing & Enterprises,2012-10-02,soft cover,131.0,5.0
829,"all over the place: adventures in travel, true love, and petty theft",Geraldine DeRuiter,PublicAffairs,2017-05-02,Hardcover,288.0,4.05
830,living in italy: hilarious expat adventures - how to survive the good life,Stef Smulders,Babelcube,2016-11-01,Paperback,280.0,3.85
831,the creeping shadows,Lois Walfrid Johnson,Bethany House Publishers,1990-11-01,Paperback,157.0,4.07
832,the adventures of hotsy totsy,Clive Cussler,Philomel Books,2010-05-13,Hardcover,162.0,3.82
833,a voyage round the world: in search of the castaways: a romantic narrative of the loss of captain grant of the brig britannia and of the adventures of his children and friends in his discovery and rescue,Jules Verne,,,,,4.07
834,crystal blue,John H. Cunningham,Greene Street LLC,2013-08-30,Kindle Edition,286.0,4.09
835,"harry potter and the philosopher´s stone (film): fantasy, adventure, harry potter and the philosopher´s stone, j. k. rowling, chris columbus (filmmaker), ... series), harry potter (character), hogwarts",Frederic P.  Miller,Alphascript Publishing,2013-01-28,Paperback,192.0,4.37
836,states of fantasy,Jacqueline Rose,OUP Oxford,1998-10-01,Paperback,200.0,4.43
837,collected fantasies,Avram Davidson,,,,224.0,3.94
838,great irish tales of fantasy and myth,Peter Haining,,,,,3.56
839,dragonworld: an epic fantasy,Byron Preiss,Nelson Doubleday,,Hardcover,,3.78
840,epic fantasy 0.9b,Will Weisser,The Metanautics Department,2012-06-04,Kindle Edition,126.0,4.08
841,fantasy come true,Desiree A. Cox,,,Kindle Edition,128.0,4.62
842,manga mania™: fantasy sketchbook,Christopher Hart,Chris Hart Books,2007-10-01,Hardcover,144.0,3.38
843,perfect (a tavish black fantasy),L.E. Harner,Hot Corner Press,2013-02-27,ebook,26.0,3.31
844,chaos rises: a veil world urban fantasy,Pippa DaCosta,Createspace Independent Publishing Platform,2016-06-04,Paperback,290.0,3.85
846,"fantasy & science fiction, july/august 2012",Gordon Van Gelder,"Spilogale, Inc",2012-07-01,Paperback,260.0,3.93
847,"the magazine of fantasy & science fiction, september/october 2014",Gordon Van Gelder,"Spilogale, Inc.",2014-08-25,Kindle Edition,,3.73
848,"magazine of fantasy & science fiction, march/april 2016",C.C. Finlay,"Spilogale, Inc.",2016-02-28,Kindle Edition,,3.88
849,spells of blood and kin: a dark fantasy,Claire Humphrey,Audible Studios on Brilliance Audio,2016-09-20,Audio CD,,3.22
850,beginnings: five heroic fantasy adventure novels,Lindsay Buroker,,,Kindle Edition,1506.0,4.16
851,ghosts,Isaac Asimov,Roc,1988-12-06,Paperback,347.0,3.63
852,meridian,M.S. Verish,"Night Apple, LLC",2013-11-16,Kindle Edition,368.0,4.09
853,a treasury of fantasy: heroic adventures in imaginary lands,Cary Wilkins,Grammercy,1982-09-29,Hardcover,504.0,3.44
854,live the fantasy- a trilogy of sexual fantasies,Collette Thomas,Collette Thomas,2009-07-26,Nook,0.0,3.8
855,"brave genius: a scientist, a philosopher, and their daring adventures from the french resistance to the nobel prize",Sean B. Carroll,Crown Publishers,2013-09-24,Hardcover,592.0,4.21
856,belching out the devil: global adventures with coca-cola,Mark     Thomas,Ebury Press,2008-09-25,Paperback,384.0,3.82
857,the adventures of mr. maximillian bacchus and his travelling circus,Clive Barker,Bad Moon Books,2009-02-01,Hardcover,120.0,3.81
858,the amazing adventures of toby the trilby,Angela C. Castillo,CreateSpace,2013-10-17,Paperback,112.0,3.76
859,the adventures of old man coyote,Thornton W. Burgess,Dover Publications,1997-06-04,Paperback,96.0,3.95
860,adventure time: the flip side,Paul Tobin,KaBOOM!,2014-12-30,Paperback,160.0,3.57
861,medusa: a kurt austin adventure,Clive Cussler,Penguin Group (USA),2009-06-02,Hardcover,464.0,3.96
862,after andy: adventures in warhol land,Natasha Fraser-Cavassoni,Blue Rider Press,2017-08-01,Hardcover,336.0,2.91
863,adventures of tintin blue lotus,Hergé,"Little, Brown Books for Young Readers",2011-07-19,Paperback,96.0,4.04
864,"bill, the galactic hero: the final incoherent adventure",Harry Harrison,Orion Publishing Co,1993-05-01,Hardcover,215.0,3.69
865,"nurk: the strange, surprising adventures of a (somewhat) brave shrew",Ursula Vernon,HMH Books for Young Readers,2008-06-01,Hardcover,144.0,3.93
866,the curse of capistrano the original adventures of zorro,Johnston McCulley,Createspace Independent Publishing Platform,2013-12-16,Paperback,194.0,3.97
867,von gobstopper's arcade,Alexandra Adornetto,HarperCollins Australia,2009-01-01,Hardcover,320.0,3.54
868,wellspring of magic,Jan Fields,,,Paperback,120.0,3.69
869,mystery of the maya,R.A. Montgomery,Chooseco,2006-05-01,Paperback,131.0,3.58
870,blue bottle mystery: an asperger adventure,Kathy Hoopmann,Jessica Kingsley Publishers,2000-12-06,Paperback,96.0,3.67
871,the vanishing footprints,Lois Walfrid Johnson,Bethany House Publishers,1991-05-01,Paperback,160.0,4.08
872,"superman family adventures, vol. 1",Art Baltazar,DC Comics,2013-07-02,Paperback,128.0,3.93
873,the tenth insight : holding the vision : further adventures of the celestine prophecy,James Redfield,Warner Books,,Hardcover,236.0,3.62
874,heroine (brooke kinley adventures),A.S. Bond,Castle books,2016-04-15,ebook,86.0,4.27
875,form and function: the fantasy epic (aulds of the spyre book 1),Sara  King,Parasite Publications,2016-02-05,Kindle Edition,272.0,4.52
876,"culturematic: how reality tv, john cheever, a pie lab, julia child, fantasy football . . . will help you create and execute breakthrough ideas",Grant McCracken,Harvard Business Review Press,2012-05-15,Hardcover,304.0,3.48
877,dark heresy: dead stars,Fantasy Flight Games,Fantasy Flight Games,2010-07-13,Hardcover,64.0,3.65
878,blue planet v2 moderators guide,Fantasy Flight Games,Fantasy Flight Games,2000-12-25,Paperback,256.0,3.53
879,idisina: the black rider (fantasy novel),Daniela Giulia Traub,Mendele Electrobic Books Ltd,2015-01-03,Kindle Edition,366.0,4.14
880,gurps fantasy: the magical world of yrth,Kirk Tate,Steve Jackson Games,1991-06-01,Paperback,144.0,3.18
881,a famous broken heart: a fantasy novel,Ann Druyan,Stonehill Publishers,1977-01-01,Unknown Binding,113.0,3.88
882,"erotica:used rougher, harder no please don't stop books bundle (rough big men wife taken hard box sex collection): stretched & stuffed - massive males (dominated control book 1)",FANTASY,,,Kindle Edition,,0.0
883,"forsaken (the seer's apprentice, the pearl dragon, and the devoted ghost)",Rachel M. Humphrey-D'aigle,,,Kindle Edition,547.0,4.48
884,heroes of horror,James Wyatt,Wizards of the Coast,2005-10-14,Hardcover,160.0,3.7
885,lightning returns: final fantasy xiii: the complete official guide - collector's edition,Piggyback,Piggyback,2014-02-11,Hardcover,352.0,4.38
886,restless heart of evil: a fantasy gamebook adventure (dangerous worlds game books),Marc J. Wilson,CreateSpace Independent Publishing Platform,2014-09-14,Paperback,288.0,4.5
887,highlander ever after: historical fantasy,Jennifer Ashley,Ja / AG Publishing,2016-11-20,Paperback,,3.92
888,"the magazine of fantasy & science fiction, november/december 2015",C.C. Finlay,,,Kindle Edition,,3.6
889,the fantasy,Nicole   Ryan,,,Kindle Edition,17.0,4.0
890,a flight of fantasy,Jennifer L. Jennings,,,Kindle Edition,103.0,4.13
891,science fiction short stories (gothic fantasy),Andy Sawyer,Flame Tree Publishing,2015-09-30,Hardcover,480.0,4.09
892,fantasy and mimesis: responses to reality in western literature,Kathryn Hume,Methuen Publishing,1984-01-01,Paperback,213.0,3.82
894,the first sir percy: an adventure of the laughing cavalier,Emmuska Orczy,Book Jungle,2007-07-02,Paperback,308.0,3.93
895,aliens stole my body,Bruce Coville,Aladdin Paperbacks,1998-08-01,Paperback,220.0,3.91
896,the adventures of sir gawain the true,Gerald Morris,HMH Books for Young Readers,2011-04-18,Hardcover,128.0,3.88
897,chaos,David  Meyer,Guerilla Explorer,2017-02-01,Kindle Edition,267.0,3.84
898,other people's dirt: a housecleaner's curious adventures,Louise Rafkin,Plume,1999-05-01,Paperback,208.0,3.08
899,"the complete bone adventures, issues 13-18",Jeff Smith,Cartoon Books,1995-06-28,Paperback,144.0,4.31
900,the adventure of the lion's mane,Arthur Conan Doyle,DH Audio,1998-03-01,Audiobook,18.0,3.58
901,"pokémon adventures, vol. 23",Hidenori Kusaka,VIZ Media - Children's,2014-07-01,Paperback,240.0,4.33
902,highlander unbroken,Vonda Sinclair,,,Kindle Edition,268.0,4.48
903,wondrous beauty: the life and adventures of elizabeth patterson bonaparte,Carol Berkin,Knopf,2014-02-11,Hardcover,256.0,3.59
904,roughing it (great adventures),Mark Twain,,,Kindle Edition,,3.89
905,invasion,Julian Stockwin,McBooks Press,2009-10-01,Hardcover,320.0,3.95
906,johnny came home,Tony Breeden,Lonely Ogre Books,2012-12-30,ebook,332.0,4.06
907,mummy math: an adventure in geometry,Cindy Neuschwander,Henry Holt and Co. (BYR),2005-04-01,Hardcover,32.0,3.98
908,remaking the world: adventures in engineering,Henry Petroski,Vintage,1998-12-29,Paperback,256.0,3.65
909,the adventures of farmer mac,Ian McWatters,Xlibris Corporation,2013-04-19,Paperback,300.0,4.0
910,"island practice: cobblestone rash, underground tom, and other adventures of a nantucket doctor",Pam Belluck,PublicAffairs,2012-06-05,Hardcover,288.0,3.75
911,florida roadkill,Tim Dorsey,Farrago,2016-10-06,Kindle Edition,288.0,3.75
912,a dangerous promise,Joan Lowery Nixon,Delacorte Books for Young Readers,1994-09-01,Hardcover,148.0,3.88
913,the intimate adventures of a london call girl,Belle de Jour,Weidenfeld & Nicolson,2005-01-07,Paperback,294.0,3.33
914,follow your fantasy,Nicola Jane,,,,148.0,3.06
915,"second variety by philip k. dick, science fiction, fantasy",Philip K. Dick,Aegypan,2011-09-01,Hardcover,58.0,3.96
916,fantasy art masters:  the best fantasy and science fiction artists show how they work,Dick Jude,Watson-Guptill Publications,1999-10-01,Paperback,144.0,3.93
917,casey agonistes and other science fiction and fantasy stories,Richard McKenna,Ace Books,1978-01-01,Mass Market Paperback,212.0,3.86
918,"evyione: ocean fantasy, volume 2",Young-Hee Kim,Udon Entertainment,,Paperback,200.0,3.84
919,revenge of the vampire,Keith Martin,Puffin,1995-05-25,Paperback,272.0,3.71
920,falling for his fantasy: book 1,C.A.   Taylor,,,Kindle Edition,68.0,3.04
921,the year's best fantasy stories 2,Lin Carter,DAW,1976-08-17,Paperback,192.0,3.52
922,magic hunter: an urban fantasy novel,C.N. Crawford,,,Kindle Edition,246.0,3.93
923,the highlander's fantasy,Fiona Hunter,,,Kindle Edition,58.0,3.67
924,rape fantasies,Margaret Atwood,,,ebook,8.0,3.8
925,a time for fantasy,Daisy Freeman,,,Nook,,5.0
926,phantoms & fantasies,Annie Rayburn,,,Nook,81.0,4.36
927,fantasy's hand,Sean Michael,Torquere Press,2007-04-01,Paperback,200.0,3.27
928,fantasies unbound,Raine Delight,Secret Cravings Publishing,2012-01-24,ebook,,3.8
929,amanda's fantasy,Norman Filler,,,Kindle Edition,45.0,2.54
930,the bloody sun,Marion Zimmer Bradley,,,Mass Market Paperback,372.0,3.92
931,"final fantasy xii, volume 2",Gin Amou,,,,,3.88
932,"final fantasy xii, volume 3",Gin Amou,,,,,4.0
934,superman: adventures of the man of steel,Scott McCloud,DC Comics,1998-05-15,Paperback,144.0,4.19
935,the astounding adventure of the ancient dragon,Jose Prendes,Curiosity Quills Press,2014-04-03,Paperback,,4.08
936,birds of the nile: an egyptian adventure,N.E. David,Roundfire Books,2013-12-07,Paperback,320.0,3.8
937,the adventures of sammy jay,Thornton W. Burgess,Dover Publications,2006-04-10,Paperback,96.0,4.04
938,dangerous work: diary of an arctic adventure,Arthur Conan Doyle,University Of Chicago Press,2012-10-01,Hardcover,368.0,4.01
939,arthur's april fool (arthur adventure series),Marc Brown,"Little, Brown Young Readers",1995-03-01,Audio Cassette,32.0,4.02
940,seven elements that have changed the world: an adventure of ingenuity and discovery,John Browne,Pegasus Books,2014-03-01,Hardcover,288.0,3.58
941,the man with the golden gun,Ian Fleming,Chivers Audio Books,1988-01-01,Audio Cassette,0.0,3.55
942,"the warslayer: the incredibly true adventures of vixen the slayer, the beginning",Rosemary Edghill,Baen Books,2002-04-30,Paperback,320.0,3.47
943,the smugglers,Iain Lawrence,Yearling,2000-10-10,Paperback,208.0,3.76
944,tintin and the picaros: the adventures of tintin,Hergé,,,Kindle Edition,,4.0
945,the artemis adventure,Dorothy Rice Bennett,Outskirts Press,2017-10-07,Paperback,315.0,4.67
946,arabella and the battle of venus,David D. Levine,Tor Books,2017-07-18,Hardcover,413.0,3.79
947,"pokémon adventures, vol. 21",Hidenori Kusaka,VIZ Media - Children's,2014-03-04,Paperback,208.0,4.36
948,the amazing adventures of chilly billy,Peter Mayle,Escargot Books,2013-10-15,Paperback,52.0,4.51
949,"my first summer in the sierra (illustrated edition): adventure memoirs, travel sketches & wilderness studies",John Muir,Musaicum Books,2017-07-04,Kindle Edition,171.0,4.12
950,adventures of little yaga and her friends,L.B. O'Milla,Createspace Independent Publishing Platform,2017-04-20,Paperback,,4.52
951,"pills, thrills, chills, and heartache: adventures in the first person",Clint Catalyst,Alyson Books,2004-02-01,Paperback,366.0,3.72
952,"squeak, rumble, whomp! whomp! whomp!: a sonic adventure",Wynton Marsalis,Candlewick Press,2012-10-09,Hardcover,40.0,3.65
953,the further adventures of sherlock holmes - murder at sorrow's crown,Steven Savile,Titan Books,2016-09-13,Paperback,320.0,4.05
954,deathwatch: the emperor protects,Fantasy Flight Games,Fantasy Flight Games,2010-12-21,Hardcover,144.0,3.6
955,tolkien's world: a fantasy coloring book,Allan Curless,Thunder Bay Press,2015-11-23,Paperback,96.0,4.24
956,lesser - a villainous urban fantasy,M.T. Murphy,Lex Talionis Books,2011-09-11,Kindle Edition,291.0,4.05
958,taboo milf fantasies,Jade K. Scott,,,Kindle Edition,139.0,3.29
959,chinese myths and fantasies,Cyril Birch,"Oxford University Press, USA",1993-10-21,Paperback,205.0,3.41
960,fantasy roleplaying gamer's bible,Sean Patrick Fannon,Obsidian Studio,1999-12-01,Paperback,258.0,3.43
961,suspending reality (five fantasy books),Chrissy Peebles,Chrissy Peebles,2014-02-20,ebook,856.0,3.54
962,wicked fairy tales - erotic fantasy anthology,D.M. Atkins,Fantastic Fiction Publishing,2012-07-26,ebook,,3.44
963,"southern california in the '50s: sun, fun and fantasy",Charles Phoenix,Angel City Press,2002-03-01,Hardcover,159.0,4.14
964,"j d robb 4 book series collection gift set: (indulgence in death [hardcover], fantasy in death, kindred in death, promises in death)",J.D. Robb,,,,,4.72
965,expedition to castle ravenloft,Bruce R. Cordell,Wizards of the Coast,2006-10-10,Hardcover,160.0,3.76
966,"fantasy & science fiction, january/february 2014",Gordon Van Gelder,Spilogale,2014-01-01,Paperback,260.0,3.44
967,"fantasy & science fiction, jan/feb 2013",Gordon Van Gelder,"Spilogale, Inc.",2013-01-01,Paperback,,3.63
968,the yellow fairy book :kid fantasy books (a short story),Andrew Lang,,,Kindle Edition,293.0,4.17
969,black vein prophecy,Paul       Mason,Puffin Books,1990-07-26,Paperback,224.0,3.35
970,latin@ rising: an anthology of latin@ science fiction and fantasy,Matthew David Goodwin,Wings Press,2017-01-01,Paperback,272.0,4.02
971,the imperial archive: knowledge and the fantasy of empire,Thomas    Richards,Verso,1993-11-17,Hardcover,188.0,3.06
972,"the inuyasha experience: fiction, fantasy and facts",Kezuhisa Fujie,DH Publishing,2004-09-01,Paperback,188.0,4.13
973,adventures of a psychic: the fascinating and inspiring true-life story of one of america's most successful clairvoyants,Sylvia Browne,Hay House,1998-09-01,Paperback,272.0,3.92
974,the not-so-faraway adventure,Andrew Larsen,Kids Can Press,2016-04-05,Hardcover,32.0,3.67
975,the billionaire,Riley J. Ford,Riley J. Ford,2014-05-31,Kindle Edition,72.0,3.21
976,dawn of spies,Andy Lane,Adaptive Books,2016-03-29,Hardcover,320.0,3.7
977,"pokémon adventures: diamond and pearl/platinum, vol. 10",Hidenori Kusaka,VIZ Media - Children's,2014-02-04,Paperback,208.0,4.3
978,the adventures of gertie,Marie-Claire Keague,Createspace,2012-12-13,Paperback,52.0,4.29
979,the new adventures of ellery queen,Ellery Queen,Signet,1977-04-05,Paperback,238.0,3.95
980,adventures in terror: mostly the 1980s - a novel,Aaron Saylor,Point Nine Publishing,2015-08-31,Kindle Edition,210.0,4.62
981,voyage of the beagle (national geographic adventure classics),Charles Darwin,National Geographic,2006-11-28,Kindle Edition,496.0,4.03
982,lando calrissian and the starcave of thonboka,L. Neil Smith,Del Rey,1983-11-12,Mass Market Paperback,181.0,2.89
983,ray & me,Dan Gutman,HarperCollins,2009-02-24,Hardcover,192.0,4.07
984,"tucket's travels: francis tucket's adventures in the west, 1847-1849",Gary Paulsen,Yearling,2003-09-09,Paperback,560.0,4.42
985,the adventure begins,Suzanne Selfors,"Little, Brown Books for Young Readers",2017-05-02,Hardcover,272.0,4.34
986,adventures in murder chasing,Milda Harris,Createspace Independent Publishing Platform,2013-09-14,Paperback,260.0,3.98
987,adventures above the aether,Winfield H. Strock III,"Rebel Ink Press, LLC",2011-08-31,Nook,368.0,4.0
988,the elk hunt: the adventure begins,S.J. Dahlstrom,Paul Dry Books,2013-08-27,Paperback,101.0,4.16
989,women are scary: the totally awkward adventure of finding mom friends,Melanie Dale,Zondervan,2015-03-24,Paperback,240.0,3.74
990,house at the corner (mystery & adventure),Enid Blyton,Award,1999-08-01,Paperback,271.0,4.16
991,if only i could talk: a canine adventure,Tony  Lewis,Createspace Independent Publishing Platform,2014-08-01,Paperback,262.0,4.19
992,"l'attaque du dragon: l'âge du feu, t4",E.E. Knight,Milady,2015-04-24,Kindle Edition,512.0,3.99
993,the ghost stories of charles dickens (fantasy and horror classics),Charles Dickens,Fantasy and Horror Classics,2013-04-16,Kindle Edition,218.0,3.66
994,"the magazine of fantasy & science fiction, may/june 2017",C.C. Finlay,"Spilogale, Inc.",2017-04-01,Paperback,258.0,3.91
995,where lore resides: a young adult & new adult fantasy anthology,Megan Linski,Pronoun,2017-09-05,Kindle Edition,201.0,4.0
996,lord of the elves and eldils: fantasy and philosophy in c.s. lewis and j.r.r. tolkien,Richard L. Purtill,Ignatius Press,2006-11-01,Paperback,273.0,3.8
997,secret fantasies fulfilled... and then some,J.G. Leathers,Pink Flamingo Publications,2013-08-09,ebook,225.0,3.43
998,a hot stepbrother fantasies collection,Ashlynn Cox,,,Kindle Edition,94.0,3.55
999,a visit from the truth faerie,Katica Locke,Shadowfire Press LLC,,ebook,79.0,3.61
1000,star of erengrad (warhammer fantasy),Neil McIntosh,Games Workshop,2002-12-01,Mass Market,288.0,2.95
1001,the hollywood sign: fantasy and reality of an american icon,Leo Braudy,Yale University Press,2011-03-15,Hardcover,224.0,3.26
1002,ligeia (fantasy and horror classics),Edgar Allan Poe,Fantasy and Horror Classics,2011-04-28,Paperback,26.0,3.81
1003,dread: how fear and fantasy have fueled epidemics from the black death to the avian flu,Philip Alcabes,PublicAffairs,2009-04-13,Hardcover,312.0,2.85
1004,the fantasy megapack ®,Lester del Rey,Wildside Press,2015-10-23,Kindle Edition,302.0,3.39
1005,seduction fantasies,J.D. Moon,,,Kindle Edition,126.0,3.11
1006,playtime fantasies,Jennie May,Blushing Books Publications,2014-03-26,Kindle Edition,95.0,3.54
1007,"the magazine of fantasy & science fiction, july/august 2016",C.C. Finlay,"Spilogale, Inc.",2016-06-25,Kindle Edition,,3.92
1008,the year's best science fiction and fantasy for teens: first annual collection,Jane Yolen,Tor Books,2005-05-01,Hardcover,288.0,3.64
1009,"le sang: le dernier souffle, t2 (fantasy)",Fiona McIntosh,Milady,2011-05-27,Kindle Edition,667.0,3.93
1010,strange science fiction and fantasy omnibus,Benson Grayson,Smashwords,2014-09-23,ebook,,3.25
1011,a most improper magick,Stephanie Burgis,Templar Publishing,2010-08-01,Kindle Edition,256.0,3.96
1012,like clockwork - a complete adventure serial,Damien Love,Createspace,2013-07-01,Paperback,310.0,3.67
1013,"the year of cozy: 125 recipes, crafts, and other homemade adventures",Adrianna Adarme,Rodale Books,2015-10-06,Hardcover,272.0,3.6
1014,to my sons: lessons for the wild adventure called life,Bear Grylls,David C. Cook,2012-01-01,Hardcover,128.0,3.96
1015,the keyhole the adventures of toots the cat,Thomas McCavour,FriesenPress,2015-06-29,Paperback,176.0,4.83
1016,zombies don't play soccer,Debbie Dadey,Scholastic Paperbacks,1995-09-01,Paperback,80.0,3.78
1017,india and nepal – truth is stranger than fiction: a himalayan adventure,Matti Munnukka,Books on Demand,2016-03-29,Hardcover,192.0,4.4
1018,here come the girl scouts!: the amazing all-true story of  juliette 'daisy' gordon low and her great adventure,Shana Corey,Scholastic Press,2012-01-01,Hardcover,40.0,4.03
1019,the legend of the glorious adventures of tyl ulenspiegel in the land of flanders & elsewhere,Charles de Coster,Cosimo Classics,2006-06-01,Paperback,316.0,3.82
1020,"the adventures of sherlock holmes, vols 1-6",Arthur Conan Doyle,Naxos Audiobooks,2005-02-28,Audio CD,0.0,4.44
1021,adventure time vol. 8,Ryan North,KaBOOM!,2016-04-05,Paperback,128.0,3.89
1022,gremlins don't chew bubble gum,Debbie Dadey,Scholastic Paperbacks,1995-03-01,Paperback,96.0,3.79
1023,inferno,Julian Stockwin,McBooks Press,2016-10-01,Hardcover,435.0,3.98
1024,the last of the ageless: a post-apocalyptic adventure,Traci Loudin,Worldbinding Books,2015-08-01,Paperback,426.0,3.68
1025,the adventure of the egyptian tomb: an inspector poirot mystery,Agatha Christie,DH Audio,1997-11-01,Audio Cassette,0.0,3.7
1026,the adventures of poor mrs. quack,Thornton W. Burgess,Dover Publications,1993-11-08,Paperback,96.0,4.02
1027,battle for the nether: book two in the gameknight999 series: an unofficial minecrafter’s adventure,Mark Cheverton,Sky Pony Press,2014-08-26,Kindle Edition,336.0,4.4
1028,siberiak: my cold war adventure on the river ob,Jenny Jaeckel,Raincloud Press,2014-11-01,Paperback,120.0,3.7
1029,ice storm,David  Meyer,Guerilla Explorer,2017-02-01,Kindle Edition,307.0,3.97
1030,the dead smile (fantasy and horror classics),Francis Marion Crawford,Fantasy and Horror Classics,2011-04-28,Paperback,28.0,3.69
1031,legends ii: new short novels by the masters of modern fantasy: volume one,Robert Silverberg,Random House Audio,2003-12-30,Audio Cassette,0.0,3.9
1032,yesterday we saw mermaids (tor fantasy),Esther M. Friesner,Tor Books,1993-11-01,Paperback,155.0,3.42
1033,brutal: an epic grimdark fantasy (brutal trilogy book 1),James Alderdice,LOST REALMS PRESS,2017-07-11,Kindle Edition,278.0,4.2
1034,le hobbit - un voyage inattendu. le guide officiel du film: un voyage inattendu - le guide officiel du film (fantasy),Brian Sibley,Fetjaine,2013-01-15,Kindle Edition,168.0,4.47
1035,"the magazine of fantasy & science fiction, may/june 2016",C.C. Finlay,"Spilogale, Inc.",2016-04-27,Kindle Edition,294.0,3.95
1036,legends-vol. 3 stories by the masters of modern fantasy,Robert Silverberg,Tor Books,2013-05-07,ebook,448.0,3.87
1037,roses and thorns: the reality of my rock and roll fantasy,Bret Michaels,,,Hardcover,352.0,4.2
1038,falls of redemption - boxset: a military fantasy epic,Justin Sloan,Elder Tree Press,2017-07-12,Kindle Edition,824.0,4.04
1039,gurps magic: a tome of mystic secrets for fantasy roleplaying,Steve Jackson,Steve Jackson Games,1997-12-01,Paperback,128.0,3.49
