_id,ltable_ID,rtable_ID,ltable_Name,ltable_Author,ltable_Publisher,ltable_Format,ltable_Pages,ltable_Rating,rtable_Name,rtable_Author,rtable_Publisher,rtable_Format,rtable_Pages,rtable_Rating,match
981,404,920,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245.0,4.2,Falling for His Fantasy: Book 1,C.A.   Taylor,,Kindle Edition,68.0,3.04,0
681,386,1448,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361.0,4.9,"Akhenaten: History, Fantasy and Ancient Egypt",Dominic Montserrat,Routledge,Paperback,219.0,4.27,0
430,378,916,"The Compendium of Fantasy Art Techniques: The Step-by-Step Guide to Creating Fantasy Worlds, Mystical Characters, and the Creatures of Your Own Worst Nightmares",,Barron's Educational Series,Hardcover,288.0,4.8,Fantasy Art Masters:  The Best Fantasy and Science Fiction Artists Show How They Work,Dick Jude,Watson-Guptill Publications,Paperback,144.0,3.93,0
940,404,595,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245.0,4.2,Leaving Fantasy Land,James E. Parker,James E. Parker,Kindle Edition,186.0,4.0,0
837,386,2692,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361.0,4.9,The Complete Guide to Writing Fantasy: Alchemy with Words,Darin Park,Dragon Moon Press,Paperback,361.0,3.83,0
1184,404,2427,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245.0,4.2,The Fire Opal (A  dark fantasy novel),Connie Flynn,CKF Enterprises,Kindle Edition,416.0,3.46,0
777,386,2229,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361.0,4.9,"The Year's Best Science Fiction & Fantasy, 2013",Rich Horton,Prime Books,Paperback,573.0,3.73,0
959,404,753,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245.0,4.2,The Amazing Adventures of the Escapist: Volume 3,Michael Chabon,Dark Horse Comics,Paperback,167.0,3.67,0
950,404,691,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245.0,4.2,The Real Fantasy,Caroline Anderson,Mills & Boon,Mass Market Paperback,192.0,2.8,0
333,1007,2659,The Warlock of Firetop Mountain (Fighting Fantasy),Steve Jackson,Wizard Books,Kindle,192.0,4.6,Titan: The Fighting Fantasy World,Steve   Jackson,Puffin Books,Paperback,,3.95,0
902,404,332,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245.0,4.2,The Wise Woman and Other Fantasy Stories,George MacDonald,Lion Publishing,Paperback,172.0,4.14,0
700,386,1594,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361.0,4.9,The Best Science Fiction and Fantasy of the Year: Volume Eleven,Jonathan Strahan,Solaris,Paperback,500.0,3.88,0
1207,404,2653,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245.0,4.2,Year's Best Fantasy 8,David G. Hartwell,Tachyon Publications,Paperback,375.0,3.73,0
186,251,1672,The Ultimate Guide to Sexual Fantasy: How to Turn Your Fantasies into Reality,Violet Blue,Cleis Press,Hardcover,250.0,4.3,Sweet Confessions: Erotic Fantasies for Couples,Violet Blue,Cleis Press,Paperback,224.0,3.88,0
660,386,1265,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361.0,4.9,The Year's Best Fantasy Stories 5,Lin Carter,DAW,Mass Market Paperback,204.0,4.0,0
2511,1490,1710,Supreme Clientele (Urban Books),,Urban Books,Hardcover,304.0,4.7,Obfuscate - A Paranormal Urban Fantasy,Killion Slade,Draconian Publishing - Spirit,ebook,246.0,4.21,0
1060,404,1414,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245.0,4.2,Bringt Mir Den Kopf Des Märchenprinzen Fantasy Roman,Roger Zelazny,,,,3.72,0
741,386,1979,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361.0,4.9,100 Ways to Create Fantasy Figures,Francis Tsai,Impact,Paperback,128.0,3.78,0
482,386,103,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361.0,4.9,Facets of Fantasy: A Collection,Sarah Scheele,CreateSpace,,360.0,4.36,0
874,404,62,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245.0,4.2,Jurgen: A Landmark Fantasy Novel,James Branch Cabell,Neil Gaiman Presents,Audible Audio,,3.94,0
259,227,2274,Animals Real and Imagined: Fantasy of What Is and What Might Be,Terryl Whitlatch,Design Studio Press,Kindle,160.0,4.8,Animals Real and Imagined: The Fantasy of What Is and What Might Be,Terryl Whitlatch,Design Studio Press,Paperback,159.0,4.55,1
52,168,478,The Fantasy Baseball Black Book 2017 Edition (Fantasy Black Book),Joe Pisapia,Independently published,Paperback,182.0,4.1,The Fantasy Baseball Black Book 2017 Edition (Fantasy Black Book 10),Joe Pisapia,,Kindle Edition,182.0,3.88,1
1049,404,1336,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245.0,4.2,The Myth of Persephone in Girls' Fantasy Literature,Holly Blackford,Routledge,Hardcover,248.0,2.75,0
508,386,282,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361.0,4.9,The Mummy's Curse: the True History of a Dark Fantasy,Roger Luckhurst,Oxford University Press,Hardcover,321.0,3.53,0
919,404,476,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245.0,4.2,Geschichten Aus Nimmerya: Fantasy Roman,Samuel R. Delany,Bastei-Lübbe Taschenbuch,Mass Market Paperback,287.0,3.88,0
2726,2008,2643,The Trophy Wife (Urban Books),,Urban Books,Hardcover,288.0,4.5,Serpent's Desire: A Reverse Harem Urban Fantasy,Tansey Morgan,Supernal Publishing,Kindle Edition,167.0,3.87,0
603,386,881,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361.0,4.9,A Famous Broken Heart: A Fantasy Novel,Ann Druyan,Stonehill Publishers,Unknown Binding,113.0,3.88,0
1012,404,1088,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245.0,4.2,Malika - Warrior Queen Part One: An African Historical Fantasy Graphic Novel,Roye Okupe,YouNeek Studios,Paperback,144.0,3.79,0
1050,404,1339,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245.0,4.2,What Makes This Book So Great: Re-Reading the Classics of Fantasy and SF,Jo Walton,Corsair,Kindle Edition,448.0,3.88,0
29,221,407,"Dreamscapes: Creating Magical Angel, Faery & Mermaid Worlds In Watercolor",Stephanie Pui-Mun Law,Impact,Hardcover,176.0,4.8,Dreamscapes Magical Menagerie: Creating Fantasy Creatures and Animals with Watercolor,Stephanie Pui-Mun Law,Impact,Paperback,176.0,4.69,0
943,404,620,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245.0,4.2,"Duplicity: Spellbound #2, YA Paranormal Fantasy Romance",Nikki Jefford,,ebook,,3.94,0
1031,404,1259,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245.0,4.2,Naheli's Sacrifice: A Coming of Age Fantasy Novel,Rabea Scholz,,Kindle Edition,314.0,4.3,0
258,1059,2270,Sweet Life 2: Erotic Fantasies for Couples,Violet Blue,Cleis Press,Paperback,225.0,3.6,Taboo: Forbidden Fantasies for Couples,Violet Blue,Cleis Press,Paperback,272.0,3.44,0
